"","Entity","Code","SDG","Year","value"
"575","Cape Verde","CPV","14_1_1_2",2003,91.41
"576","Cape Verde","CPV","14_1_1_2",2004,98.16
"577","Cape Verde","CPV","14_1_1_2",2005,98.64
"578","Cape Verde","CPV","14_1_1_2",2006,98.38
"579","Cape Verde","CPV","14_1_1_2",2007,95.23
"580","Cape Verde","CPV","14_1_1_2",2008,97.56
"581","Cape Verde","CPV","14_1_1_2",2009,96.65
"582","Cape Verde","CPV","14_1_1_2",2010,99.25
"583","Cape Verde","CPV","14_1_1_2",2011,99.67
"584","Cape Verde","CPV","14_1_1_2",2012,96.9
"585","Cape Verde","CPV","14_1_1_2",2013,97.98
"586","Cape Verde","CPV","14_1_1_2",2014,91.72
"587","Cape Verde","CPV","14_1_1_2",2015,92.12
"588","Cape Verde","CPV","14_1_1_2",2016,97.2
"589","Cape Verde","CPV","14_1_1_2",2017,96.15
"590","Cape Verde","CPV","14_1_1_2",2018,90.27
"591","Cape Verde","CPV","14_1_1_2",2019,97.62
"612","Cayman Islands","CYM","14_1_1_2",2000,99.82
"613","Cayman Islands","CYM","14_1_1_2",2001,98.67
"614","Cayman Islands","CYM","14_1_1_2",2002,99.95
"615","Cayman Islands","CYM","14_1_1_2",2003,99.43
"616","Cayman Islands","CYM","14_1_1_2",2004,99.97
"617","Cayman Islands","CYM","14_1_1_2",2005,99.74
"618","Cayman Islands","CYM","14_1_1_2",2006,99.98
"619","Cayman Islands","CYM","14_1_1_2",2007,99.97
"620","Cayman Islands","CYM","14_1_1_2",2008,99.95
"621","Cayman Islands","CYM","14_1_1_2",2009,99.96
"622","Cayman Islands","CYM","14_1_1_2",2010,99.96
"623","Cayman Islands","CYM","14_1_1_2",2011,99.97
"624","Cayman Islands","CYM","14_1_1_2",2012,99.94
"625","Cayman Islands","CYM","14_1_1_2",2013,99.91
"626","Cayman Islands","CYM","14_1_1_2",2014,99.82
"627","Cayman Islands","CYM","14_1_1_2",2015,99.85
"628","Cayman Islands","CYM","14_1_1_2",2016,99.98
"629","Cayman Islands","CYM","14_1_1_2",2017,99.96
"630","Cayman Islands","CYM","14_1_1_2",2018,99.94
"631","Cayman Islands","CYM","14_1_1_2",2019,99.96
"652","Chile","CHL","14_1_1_2",2000,96.71
"653","Chile","CHL","14_1_1_2",2001,96.36
"654","Chile","CHL","14_1_1_2",2002,94.28
"655","Chile","CHL","14_1_1_2",2003,92.19
"656","Chile","CHL","14_1_1_2",2004,90.73
"657","Chile","CHL","14_1_1_2",2005,90.29
"658","Chile","CHL","14_1_1_2",2006,94.09
"659","Chile","CHL","14_1_1_2",2007,95.45
"660","Chile","CHL","14_1_1_2",2008,94.52
"661","Chile","CHL","14_1_1_2",2009,93.72
"662","Chile","CHL","14_1_1_2",2010,93.14
"663","Chile","CHL","14_1_1_2",2011,93.14
"664","Chile","CHL","14_1_1_2",2012,95.33
"665","Chile","CHL","14_1_1_2",2013,92.31
"666","Chile","CHL","14_1_1_2",2014,90.18
"667","Chile","CHL","14_1_1_2",2015,91.96
"668","Chile","CHL","14_1_1_2",2016,96.58
"669","Chile","CHL","14_1_1_2",2017,94.19
"670","Chile","CHL","14_1_1_2",2018,92.45
"671","Chile","CHL","14_1_1_2",2019,93.34
"672","China","CHN","14_1_1_2",2000,95.79
"673","China","CHN","14_1_1_2",2001,95.37
"674","China","CHN","14_1_1_2",2002,95.98
"675","China","CHN","14_1_1_2",2003,95.79
"676","China","CHN","14_1_1_2",2004,95.24
"677","China","CHN","14_1_1_2",2005,93.92
"678","China","CHN","14_1_1_2",2006,93.67
"679","China","CHN","14_1_1_2",2007,94.41
"680","China","CHN","14_1_1_2",2008,94.39
"681","China","CHN","14_1_1_2",2009,93.49
"682","China","CHN","14_1_1_2",2010,92.63
"683","China","CHN","14_1_1_2",2011,94.33
"684","China","CHN","14_1_1_2",2012,93.74
"685","China","CHN","14_1_1_2",2013,92.05
"686","China","CHN","14_1_1_2",2014,93.47
"687","China","CHN","14_1_1_2",2015,94.41
"688","China","CHN","14_1_1_2",2016,95.15
"689","China","CHN","14_1_1_2",2017,95.22
"690","China","CHN","14_1_1_2",2018,96.19
"691","China","CHN","14_1_1_2",2019,96.79
"692","Christmas Island","CXR","14_1_1_2",2000,99.56
"693","Christmas Island","CXR","14_1_1_2",2001,98.63
"694","Christmas Island","CXR","14_1_1_2",2002,99.34
"695","Christmas Island","CXR","14_1_1_2",2003,96.56
"696","Christmas Island","CXR","14_1_1_2",2004,99.38
"697","Christmas Island","CXR","14_1_1_2",2005,99.41
"698","Christmas Island","CXR","14_1_1_2",2006,92.41
"699","Christmas Island","CXR","14_1_1_2",2007,96.35
"700","Christmas Island","CXR","14_1_1_2",2008,98.23
"701","Christmas Island","CXR","14_1_1_2",2009,99.94
"702","Christmas Island","CXR","14_1_1_2",2010,99.97
"703","Christmas Island","CXR","14_1_1_2",2011,99.57
"704","Christmas Island","CXR","14_1_1_2",2012,99.15
"705","Christmas Island","CXR","14_1_1_2",2013,99.8
"706","Christmas Island","CXR","14_1_1_2",2014,99.78
"707","Christmas Island","CXR","14_1_1_2",2015,98.8
"708","Christmas Island","CXR","14_1_1_2",2016,99.99
"709","Christmas Island","CXR","14_1_1_2",2017,97.33
"710","Christmas Island","CXR","14_1_1_2",2018,98.41
"711","Christmas Island","CXR","14_1_1_2",2019,93.09
"712","Cocos Islands","CCK","14_1_1_2",2000,93.74
"713","Cocos Islands","CCK","14_1_1_2",2001,99.31
"714","Cocos Islands","CCK","14_1_1_2",2002,99.79
"715","Cocos Islands","CCK","14_1_1_2",2003,95.3
"716","Cocos Islands","CCK","14_1_1_2",2004,99.06
"717","Cocos Islands","CCK","14_1_1_2",2005,99.85
"718","Cocos Islands","CCK","14_1_1_2",2006,95.82
"719","Cocos Islands","CCK","14_1_1_2",2007,94.9
"720","Cocos Islands","CCK","14_1_1_2",2008,95.97
"721","Cocos Islands","CCK","14_1_1_2",2009,97.68
"722","Cocos Islands","CCK","14_1_1_2",2010,99.98
"723","Cocos Islands","CCK","14_1_1_2",2011,99.6
"724","Cocos Islands","CCK","14_1_1_2",2012,99.72
"725","Cocos Islands","CCK","14_1_1_2",2013,97.71
"726","Cocos Islands","CCK","14_1_1_2",2014,99.51
"727","Cocos Islands","CCK","14_1_1_2",2015,99.75
"728","Cocos Islands","CCK","14_1_1_2",2016,99.95
"729","Cocos Islands","CCK","14_1_1_2",2017,96.41
"730","Cocos Islands","CCK","14_1_1_2",2018,94.89
"731","Cocos Islands","CCK","14_1_1_2",2019,94.24
"732","Colombia","COL","14_1_1_2",2000,96.42
"733","Colombia","COL","14_1_1_2",2001,93.16
"734","Colombia","COL","14_1_1_2",2002,97.33
"735","Colombia","COL","14_1_1_2",2003,97.57
"736","Colombia","COL","14_1_1_2",2004,98.59
"737","Colombia","COL","14_1_1_2",2005,97.41
"738","Colombia","COL","14_1_1_2",2006,96.33
"739","Colombia","COL","14_1_1_2",2007,97.77
"740","Colombia","COL","14_1_1_2",2008,98.62
"741","Colombia","COL","14_1_1_2",2009,97.81
"742","Colombia","COL","14_1_1_2",2010,98.04
"743","Colombia","COL","14_1_1_2",2011,96.44
"744","Colombia","COL","14_1_1_2",2012,98.1
"745","Colombia","COL","14_1_1_2",2013,97.26
"746","Colombia","COL","14_1_1_2",2014,97.99
"747","Colombia","COL","14_1_1_2",2015,96.98
"748","Colombia","COL","14_1_1_2",2016,98.68
"749","Colombia","COL","14_1_1_2",2017,97.99
"750","Colombia","COL","14_1_1_2",2018,97.79
"751","Colombia","COL","14_1_1_2",2019,97.72
"752","Comoros","COM","14_1_1_2",2000,99.57
"753","Comoros","COM","14_1_1_2",2001,99.16
"754","Comoros","COM","14_1_1_2",2002,98.58
"755","Comoros","COM","14_1_1_2",2003,95.96
"756","Comoros","COM","14_1_1_2",2004,99.91
"757","Comoros","COM","14_1_1_2",2005,97.76
"758","Comoros","COM","14_1_1_2",2006,99.41
"759","Comoros","COM","14_1_1_2",2007,98.8
"760","Comoros","COM","14_1_1_2",2008,99.51
"761","Comoros","COM","14_1_1_2",2009,99.99
"762","Comoros","COM","14_1_1_2",2010,99.67
"763","Comoros","COM","14_1_1_2",2011,99.77
"764","Comoros","COM","14_1_1_2",2012,98.23
"765","Comoros","COM","14_1_1_2",2013,99.37
"766","Comoros","COM","14_1_1_2",2014,99.96
"767","Comoros","COM","14_1_1_2",2015,98.09
"768","Comoros","COM","14_1_1_2",2016,99
"769","Comoros","COM","14_1_1_2",2017,99.97
"770","Comoros","COM","14_1_1_2",2018,99.73
"771","Comoros","COM","14_1_1_2",2019,99.95
"772","Congo","COG","14_1_1_2",2000,95.77
"773","Congo","COG","14_1_1_2",2001,97.92
"774","Congo","COG","14_1_1_2",2002,92.19
"775","Congo","COG","14_1_1_2",2003,73.31
"776","Congo","COG","14_1_1_2",2004,86.22
"777","Congo","COG","14_1_1_2",2005,83.13
"778","Congo","COG","14_1_1_2",2006,77.03
"779","Congo","COG","14_1_1_2",2007,87.56
"780","Congo","COG","14_1_1_2",2008,78.87
"781","Congo","COG","14_1_1_2",2009,79.17
"782","Congo","COG","14_1_1_2",2010,84.43
"783","Congo","COG","14_1_1_2",2011,89.5
"784","Congo","COG","14_1_1_2",2012,93.22
"785","Congo","COG","14_1_1_2",2013,94.75
"786","Congo","COG","14_1_1_2",2014,95.27
"787","Congo","COG","14_1_1_2",2015,94.61
"788","Congo","COG","14_1_1_2",2016,95.29
"789","Congo","COG","14_1_1_2",2017,94.07
"790","Congo","COG","14_1_1_2",2018,95.28
"791","Congo","COG","14_1_1_2",2019,97.59
"792","Cook Islands","COK","14_1_1_2",2000,99.01
"793","Cook Islands","COK","14_1_1_2",2001,97.09
"794","Cook Islands","COK","14_1_1_2",2002,98.04
"795","Cook Islands","COK","14_1_1_2",2003,99.93
"796","Cook Islands","COK","14_1_1_2",2004,99.58
"797","Cook Islands","COK","14_1_1_2",2005,99.84
"798","Cook Islands","COK","14_1_1_2",2006,99.91
"799","Cook Islands","COK","14_1_1_2",2007,99.77
"800","Cook Islands","COK","14_1_1_2",2008,99.17
"801","Cook Islands","COK","14_1_1_2",2009,94.39
"802","Cook Islands","COK","14_1_1_2",2010,99.67
"803","Cook Islands","COK","14_1_1_2",2011,89.08
"804","Cook Islands","COK","14_1_1_2",2012,97.36
"805","Cook Islands","COK","14_1_1_2",2013,99.51
"806","Cook Islands","COK","14_1_1_2",2014,99.65
"807","Cook Islands","COK","14_1_1_2",2015,99.13
"808","Cook Islands","COK","14_1_1_2",2016,99.95
"809","Cook Islands","COK","14_1_1_2",2017,99.96
"810","Cook Islands","COK","14_1_1_2",2018,99.83
"811","Cook Islands","COK","14_1_1_2",2019,99.55
"812","Costa Rica","CRI","14_1_1_2",2000,93.16
"813","Costa Rica","CRI","14_1_1_2",2001,90.81
"814","Costa Rica","CRI","14_1_1_2",2002,95.69
"815","Costa Rica","CRI","14_1_1_2",2003,98.72
"816","Costa Rica","CRI","14_1_1_2",2004,97
"817","Costa Rica","CRI","14_1_1_2",2005,98.78
"818","Costa Rica","CRI","14_1_1_2",2006,96.93
"819","Costa Rica","CRI","14_1_1_2",2007,94.29
"820","Costa Rica","CRI","14_1_1_2",2008,98.12
"821","Costa Rica","CRI","14_1_1_2",2009,98.15
"822","Costa Rica","CRI","14_1_1_2",2010,98.67
"823","Costa Rica","CRI","14_1_1_2",2011,88.69
"824","Costa Rica","CRI","14_1_1_2",2012,97.78
"825","Costa Rica","CRI","14_1_1_2",2013,92.12
"826","Costa Rica","CRI","14_1_1_2",2014,99.1
"827","Costa Rica","CRI","14_1_1_2",2015,99.63
"828","Costa Rica","CRI","14_1_1_2",2016,98.28
"829","Costa Rica","CRI","14_1_1_2",2017,98.64
"830","Costa Rica","CRI","14_1_1_2",2018,99.37
"831","Costa Rica","CRI","14_1_1_2",2019,99.09
"832","Cote d'Ivoire","CIV","14_1_1_2",2000,95.99
"833","Cote d'Ivoire","CIV","14_1_1_2",2001,98.58
"834","Cote d'Ivoire","CIV","14_1_1_2",2002,94.99
"835","Cote d'Ivoire","CIV","14_1_1_2",2003,93.93
"836","Cote d'Ivoire","CIV","14_1_1_2",2004,94.54
"837","Cote d'Ivoire","CIV","14_1_1_2",2005,96.37
"838","Cote d'Ivoire","CIV","14_1_1_2",2006,97.78
"839","Cote d'Ivoire","CIV","14_1_1_2",2007,98.57
"840","Cote d'Ivoire","CIV","14_1_1_2",2008,89.12
"841","Cote d'Ivoire","CIV","14_1_1_2",2009,95.79
"842","Cote d'Ivoire","CIV","14_1_1_2",2010,99.26
"843","Cote d'Ivoire","CIV","14_1_1_2",2011,97.06
"844","Cote d'Ivoire","CIV","14_1_1_2",2012,97.93
"845","Cote d'Ivoire","CIV","14_1_1_2",2013,98.87
"846","Cote d'Ivoire","CIV","14_1_1_2",2014,98.27
"847","Cote d'Ivoire","CIV","14_1_1_2",2015,98.93
"848","Cote d'Ivoire","CIV","14_1_1_2",2016,97.97
"849","Cote d'Ivoire","CIV","14_1_1_2",2017,98.51
"850","Cote d'Ivoire","CIV","14_1_1_2",2018,98.52
"851","Cote d'Ivoire","CIV","14_1_1_2",2019,95.76
"852","Croatia","HRV","14_1_1_2",2000,96.17
"853","Croatia","HRV","14_1_1_2",2001,92.64
"854","Croatia","HRV","14_1_1_2",2002,98.29
"855","Croatia","HRV","14_1_1_2",2003,99.4
"856","Croatia","HRV","14_1_1_2",2004,96.25
"857","Croatia","HRV","14_1_1_2",2005,98.74
"858","Croatia","HRV","14_1_1_2",2006,95.54
"859","Croatia","HRV","14_1_1_2",2007,99.11
"860","Croatia","HRV","14_1_1_2",2008,94.27
"861","Croatia","HRV","14_1_1_2",2009,95.3
"862","Croatia","HRV","14_1_1_2",2010,95.99
"863","Croatia","HRV","14_1_1_2",2011,97.05
"864","Croatia","HRV","14_1_1_2",2012,99.18
"865","Croatia","HRV","14_1_1_2",2013,92.33
"866","Croatia","HRV","14_1_1_2",2014,98.8
"867","Croatia","HRV","14_1_1_2",2015,98.57
"868","Croatia","HRV","14_1_1_2",2016,96.82
"869","Croatia","HRV","14_1_1_2",2017,99.4
"870","Croatia","HRV","14_1_1_2",2018,99.02
"871","Croatia","HRV","14_1_1_2",2019,98.68
"872","Cuba","CUB","14_1_1_2",2000,99.48
"873","Cuba","CUB","14_1_1_2",2001,99.33
"874","Cuba","CUB","14_1_1_2",2002,98.3
"875","Cuba","CUB","14_1_1_2",2003,99.04
"876","Cuba","CUB","14_1_1_2",2004,99.59
"877","Cuba","CUB","14_1_1_2",2005,99.79
"878","Cuba","CUB","14_1_1_2",2006,99.61
"879","Cuba","CUB","14_1_1_2",2007,99.72
"880","Cuba","CUB","14_1_1_2",2008,99.67
"881","Cuba","CUB","14_1_1_2",2009,99.19
"882","Cuba","CUB","14_1_1_2",2010,98.71
"883","Cuba","CUB","14_1_1_2",2011,99.67
"884","Cuba","CUB","14_1_1_2",2012,97.31
"885","Cuba","CUB","14_1_1_2",2013,98.57
"886","Cuba","CUB","14_1_1_2",2014,99.43
"887","Cuba","CUB","14_1_1_2",2015,99.71
"888","Cuba","CUB","14_1_1_2",2016,98.5
"889","Cuba","CUB","14_1_1_2",2017,99.13
"890","Cuba","CUB","14_1_1_2",2018,97.28
"891","Cuba","CUB","14_1_1_2",2019,99.88
"892","Curacao","CUW","14_1_1_2",2000,96.44
"893","Curacao","CUW","14_1_1_2",2001,98.84
"894","Curacao","CUW","14_1_1_2",2002,99.04
"895","Curacao","CUW","14_1_1_2",2003,89.73
"896","Curacao","CUW","14_1_1_2",2004,97.67
"897","Curacao","CUW","14_1_1_2",2005,99.21
"898","Curacao","CUW","14_1_1_2",2006,97.31
"899","Curacao","CUW","14_1_1_2",2007,99.58
"900","Curacao","CUW","14_1_1_2",2008,99.81
"901","Curacao","CUW","14_1_1_2",2009,87.68
"902","Curacao","CUW","14_1_1_2",2010,94.26
"903","Curacao","CUW","14_1_1_2",2011,99.55
"904","Curacao","CUW","14_1_1_2",2012,98.37
"905","Curacao","CUW","14_1_1_2",2013,99.77
"906","Curacao","CUW","14_1_1_2",2014,98.14
"907","Curacao","CUW","14_1_1_2",2015,97.57
"908","Curacao","CUW","14_1_1_2",2016,98.69
"909","Curacao","CUW","14_1_1_2",2017,97.21
"910","Curacao","CUW","14_1_1_2",2018,96.82
"911","Curacao","CUW","14_1_1_2",2019,98.71
"912","Cyprus","CYP","14_1_1_2",2000,99.33
"913","Cyprus","CYP","14_1_1_2",2001,99.48
"914","Cyprus","CYP","14_1_1_2",2002,99.66
"915","Cyprus","CYP","14_1_1_2",2003,99.89
"916","Cyprus","CYP","14_1_1_2",2004,99.97
"917","Cyprus","CYP","14_1_1_2",2006,99.86
"918","Cyprus","CYP","14_1_1_2",2007,96.71
"919","Cyprus","CYP","14_1_1_2",2008,99.9
"920","Cyprus","CYP","14_1_1_2",2009,99.93
"921","Cyprus","CYP","14_1_1_2",2010,99.93
"922","Cyprus","CYP","14_1_1_2",2011,99.59
"923","Cyprus","CYP","14_1_1_2",2012,99.93
"924","Cyprus","CYP","14_1_1_2",2016,99.96
"925","Cyprus","CYP","14_1_1_2",2017,99.98
"926","Democratic Republic of Congo","COD","14_1_1_2",2000,90.79
"927","Democratic Republic of Congo","COD","14_1_1_2",2001,96.08
"928","Democratic Republic of Congo","COD","14_1_1_2",2002,85.53
"929","Democratic Republic of Congo","COD","14_1_1_2",2003,78.58
"930","Democratic Republic of Congo","COD","14_1_1_2",2004,85.64
"931","Democratic Republic of Congo","COD","14_1_1_2",2005,85.76
"932","Democratic Republic of Congo","COD","14_1_1_2",2006,72.53
"933","Democratic Republic of Congo","COD","14_1_1_2",2007,80.33
"934","Democratic Republic of Congo","COD","14_1_1_2",2008,73.67
"935","Democratic Republic of Congo","COD","14_1_1_2",2009,78.92
"936","Democratic Republic of Congo","COD","14_1_1_2",2010,78.43
"937","Democratic Republic of Congo","COD","14_1_1_2",2011,88.49
"938","Democratic Republic of Congo","COD","14_1_1_2",2012,94.9
"939","Democratic Republic of Congo","COD","14_1_1_2",2013,93.14
"940","Democratic Republic of Congo","COD","14_1_1_2",2014,88.07
"941","Democratic Republic of Congo","COD","14_1_1_2",2015,91.32
"942","Democratic Republic of Congo","COD","14_1_1_2",2016,95.04
"943","Democratic Republic of Congo","COD","14_1_1_2",2017,92.01
"944","Democratic Republic of Congo","COD","14_1_1_2",2018,93.32
"945","Democratic Republic of Congo","COD","14_1_1_2",2019,97.69
"946","Denmark","DNK","14_1_1_2",2000,91.92
"947","Denmark","DNK","14_1_1_2",2001,93.72
"948","Denmark","DNK","14_1_1_2",2002,96.03
"949","Denmark","DNK","14_1_1_2",2003,98.98
"950","Denmark","DNK","14_1_1_2",2004,93.22
"951","Denmark","DNK","14_1_1_2",2005,95.04
"952","Denmark","DNK","14_1_1_2",2006,94.67
"953","Denmark","DNK","14_1_1_2",2007,93.2
"954","Denmark","DNK","14_1_1_2",2008,89.81
"955","Denmark","DNK","14_1_1_2",2009,95.23
"956","Denmark","DNK","14_1_1_2",2010,97.9
"957","Denmark","DNK","14_1_1_2",2011,93.59
"958","Denmark","DNK","14_1_1_2",2012,97.2
"959","Denmark","DNK","14_1_1_2",2013,97.13
"960","Denmark","DNK","14_1_1_2",2014,97.16
"961","Denmark","DNK","14_1_1_2",2015,93.84
"962","Denmark","DNK","14_1_1_2",2016,98.66
"963","Denmark","DNK","14_1_1_2",2017,96.63
"964","Denmark","DNK","14_1_1_2",2018,97.85
"965","Denmark","DNK","14_1_1_2",2019,98.32
"966","Djibouti","DJI","14_1_1_2",2000,87.18
"967","Djibouti","DJI","14_1_1_2",2001,71.79
"968","Djibouti","DJI","14_1_1_2",2002,65.81
"969","Djibouti","DJI","14_1_1_2",2003,56.41
"970","Djibouti","DJI","14_1_1_2",2004,41.94
"971","Djibouti","DJI","14_1_1_2",2005,81.68
"972","Djibouti","DJI","14_1_1_2",2006,78.21
"973","Djibouti","DJI","14_1_1_2",2007,64.96
"974","Djibouti","DJI","14_1_1_2",2008,98.72
"975","Djibouti","DJI","14_1_1_2",2009,94.87
"976","Djibouti","DJI","14_1_1_2",2010,98.29
"977","Djibouti","DJI","14_1_1_2",2011,71.79
"978","Djibouti","DJI","14_1_1_2",2014,89.74
"979","Djibouti","DJI","14_1_1_2",2019,30.77
"980","Dominica","DMA","14_1_1_2",2000,99.3
"981","Dominica","DMA","14_1_1_2",2001,89.35
"982","Dominica","DMA","14_1_1_2",2002,98.46
"983","Dominica","DMA","14_1_1_2",2003,70.05
"984","Dominica","DMA","14_1_1_2",2004,88.59
"985","Dominica","DMA","14_1_1_2",2005,99.91
"986","Dominica","DMA","14_1_1_2",2006,87.9
"987","Dominica","DMA","14_1_1_2",2007,77.81
"988","Dominica","DMA","14_1_1_2",2008,98.43
"989","Dominica","DMA","14_1_1_2",2009,93.74
"990","Dominica","DMA","14_1_1_2",2010,73.88
"991","Dominica","DMA","14_1_1_2",2011,82.13
"992","Dominica","DMA","14_1_1_2",2012,99.49
"993","Dominica","DMA","14_1_1_2",2013,93.24
"994","Dominica","DMA","14_1_1_2",2014,98.92
"995","Dominica","DMA","14_1_1_2",2015,92.33
"996","Dominica","DMA","14_1_1_2",2016,76.5
"997","Dominica","DMA","14_1_1_2",2017,94.25
"998","Dominica","DMA","14_1_1_2",2018,97.35
"999","Dominica","DMA","14_1_1_2",2019,98.39
"1000","Dominican Republic","DOM","14_1_1_2",2000,97.91
"1001","Dominican Republic","DOM","14_1_1_2",2001,99.26
"1002","Dominican Republic","DOM","14_1_1_2",2002,99.04
"1003","Dominican Republic","DOM","14_1_1_2",2003,99.22
"1004","Dominican Republic","DOM","14_1_1_2",2004,98.45
"1005","Dominican Republic","DOM","14_1_1_2",2005,99.7
"1006","Dominican Republic","DOM","14_1_1_2",2006,96.72
"1007","Dominican Republic","DOM","14_1_1_2",2007,99.8
"1008","Dominican Republic","DOM","14_1_1_2",2008,99.9
"1009","Dominican Republic","DOM","14_1_1_2",2009,89.87
"1010","Dominican Republic","DOM","14_1_1_2",2010,99.5
"1011","Dominican Republic","DOM","14_1_1_2",2011,99.68
"1012","Dominican Republic","DOM","14_1_1_2",2012,99.25
"1013","Dominican Republic","DOM","14_1_1_2",2013,99.81
"1014","Dominican Republic","DOM","14_1_1_2",2014,99.68
"1015","Dominican Republic","DOM","14_1_1_2",2015,99.07
"1016","Dominican Republic","DOM","14_1_1_2",2016,99.56
"1017","Dominican Republic","DOM","14_1_1_2",2017,98.12
"1018","Dominican Republic","DOM","14_1_1_2",2018,98.71
"1019","Dominican Republic","DOM","14_1_1_2",2019,99.87
"1087","Ecuador","ECU","14_1_1_2",2000,90
"1088","Ecuador","ECU","14_1_1_2",2001,91.85
"1089","Ecuador","ECU","14_1_1_2",2002,90.99
"1090","Ecuador","ECU","14_1_1_2",2003,93.08
"1091","Ecuador","ECU","14_1_1_2",2004,92.29
"1092","Ecuador","ECU","14_1_1_2",2005,95.47
"1093","Ecuador","ECU","14_1_1_2",2006,92.53
"1094","Ecuador","ECU","14_1_1_2",2007,92.54
"1095","Ecuador","ECU","14_1_1_2",2008,96.96
"1096","Ecuador","ECU","14_1_1_2",2009,95.56
"1097","Ecuador","ECU","14_1_1_2",2010,95.25
"1098","Ecuador","ECU","14_1_1_2",2011,92.49
"1099","Ecuador","ECU","14_1_1_2",2012,93.75
"1100","Ecuador","ECU","14_1_1_2",2013,92.08
"1101","Ecuador","ECU","14_1_1_2",2014,94.14
"1102","Ecuador","ECU","14_1_1_2",2015,93.48
"1103","Ecuador","ECU","14_1_1_2",2016,92.49
"1104","Ecuador","ECU","14_1_1_2",2017,95.67
"1105","Ecuador","ECU","14_1_1_2",2018,93.77
"1106","Ecuador","ECU","14_1_1_2",2019,96.25
"1107","Egypt","EGY","14_1_1_2",2000,99.43
"1108","Egypt","EGY","14_1_1_2",2001,99.51
"1109","Egypt","EGY","14_1_1_2",2002,99.09
"1110","Egypt","EGY","14_1_1_2",2003,98.98
"1111","Egypt","EGY","14_1_1_2",2004,99.65
"1112","Egypt","EGY","14_1_1_2",2005,99.78
"1113","Egypt","EGY","14_1_1_2",2006,99.83
"1114","Egypt","EGY","14_1_1_2",2007,99.5
"1115","Egypt","EGY","14_1_1_2",2008,99.81
"1116","Egypt","EGY","14_1_1_2",2009,99.92
"1117","Egypt","EGY","14_1_1_2",2010,98.55
"1118","Egypt","EGY","14_1_1_2",2011,99.76
"1119","Egypt","EGY","14_1_1_2",2012,99.38
"1120","Egypt","EGY","14_1_1_2",2013,99.58
"1121","Egypt","EGY","14_1_1_2",2014,99.88
"1122","Egypt","EGY","14_1_1_2",2015,99.33
"1123","Egypt","EGY","14_1_1_2",2016,99.74
"1124","Egypt","EGY","14_1_1_2",2017,99.89
"1125","Egypt","EGY","14_1_1_2",2018,99.68
"1126","Egypt","EGY","14_1_1_2",2019,99.81
"1127","El Salvador","SLV","14_1_1_2",2000,80.1
"1128","El Salvador","SLV","14_1_1_2",2001,80.26
"1129","El Salvador","SLV","14_1_1_2",2002,86.79
"1130","El Salvador","SLV","14_1_1_2",2003,96.53
"1131","El Salvador","SLV","14_1_1_2",2004,89.77
"1132","El Salvador","SLV","14_1_1_2",2005,98.64
"1133","El Salvador","SLV","14_1_1_2",2006,94.93
"1134","El Salvador","SLV","14_1_1_2",2007,93.9
"1135","El Salvador","SLV","14_1_1_2",2008,97.82
"1136","El Salvador","SLV","14_1_1_2",2009,95.75
"1137","El Salvador","SLV","14_1_1_2",2010,98.93
"1138","El Salvador","SLV","14_1_1_2",2011,83.18
"1139","El Salvador","SLV","14_1_1_2",2012,90.86
"1140","El Salvador","SLV","14_1_1_2",2013,74.95
"1141","El Salvador","SLV","14_1_1_2",2014,97.57
"1142","El Salvador","SLV","14_1_1_2",2015,99.67
"1143","El Salvador","SLV","14_1_1_2",2016,99.84
"1144","El Salvador","SLV","14_1_1_2",2017,98.25
"1145","El Salvador","SLV","14_1_1_2",2018,99.57
"1146","Equatorial Guinea","GNQ","14_1_1_2",2000,96.78
"1147","Equatorial Guinea","GNQ","14_1_1_2",2001,97.07
"1148","Equatorial Guinea","GNQ","14_1_1_2",2002,96.87
"1149","Equatorial Guinea","GNQ","14_1_1_2",2003,95.5
"1150","Equatorial Guinea","GNQ","14_1_1_2",2004,92.13
"1151","Equatorial Guinea","GNQ","14_1_1_2",2005,86.62
"1152","Equatorial Guinea","GNQ","14_1_1_2",2006,91.39
"1153","Equatorial Guinea","GNQ","14_1_1_2",2007,94.02
"1154","Equatorial Guinea","GNQ","14_1_1_2",2008,93.65
"1155","Equatorial Guinea","GNQ","14_1_1_2",2009,90.6
"1156","Equatorial Guinea","GNQ","14_1_1_2",2010,92.49
"1157","Equatorial Guinea","GNQ","14_1_1_2",2011,95.63
"1158","Equatorial Guinea","GNQ","14_1_1_2",2012,97.5
"1159","Equatorial Guinea","GNQ","14_1_1_2",2013,96.87
"1160","Equatorial Guinea","GNQ","14_1_1_2",2014,96.63
"1161","Equatorial Guinea","GNQ","14_1_1_2",2015,97.98
"1162","Equatorial Guinea","GNQ","14_1_1_2",2016,99.12
"1163","Equatorial Guinea","GNQ","14_1_1_2",2017,97.85
"1164","Equatorial Guinea","GNQ","14_1_1_2",2018,98.6
"1165","Equatorial Guinea","GNQ","14_1_1_2",2019,98.33
"1166","Eritrea","ERI","14_1_1_2",2000,97.27
"1167","Eritrea","ERI","14_1_1_2",2001,99.05
"1168","Eritrea","ERI","14_1_1_2",2002,96.76
"1169","Eritrea","ERI","14_1_1_2",2003,88.62
"1170","Eritrea","ERI","14_1_1_2",2004,88.34
"1171","Eritrea","ERI","14_1_1_2",2005,91.85
"1172","Eritrea","ERI","14_1_1_2",2006,92.66
"1173","Eritrea","ERI","14_1_1_2",2007,97.26
