"","Country","Code","Year","SDG","Value"
"1","Belgium","BEL",2000,"14",45.4527612486618
"2","Belgium","BEL",2001,"14",42.1746540499417
"3","Belgium","BEL",2002,"14",44.9175843340173
"4","Belgium","BEL",2003,"14",44.3528578594763
"5","Belgium","BEL",2004,"14",45.718668391519
"6","Belgium","BEL",2005,"14",45.3266316085169
"7","Belgium","BEL",2006,"14",43.6806963319058
"8","Belgium","BEL",2007,"14",46.5608244305875
"9","Belgium","BEL",2008,"14",46.2402192316018
"10","Belgium","BEL",2009,"14",46.2645075042522
"11","Belgium","BEL",2010,"14",46.8571413569228
"12","Belgium","BEL",2011,"14",46.5608244305875
"13","Belgium","BEL",2012,"14",46.757143743019
"14","Belgium","BEL",2013,"14",44.8313983698397
"15","Belgium","BEL",2014,"14",46.6730426389053
"16","Belgium","BEL",2015,"14",44.5086776903326
"17","Belgium","BEL",2016,"14",47.5758624727029
"18","Belgium","BEL",2017,"14",47.8423868277188
"19","Belgium","BEL",2018,"14",49.7784331264283
"20","Belgium","BEL",2019,"14",49.1258324044841
"21","Belgium","BEL",2020,"14",50.0186895473413
"22","Bulgaria","BGR",2000,"14",37.972683663319
"23","Bulgaria","BGR",2001,"14",37.02870705027
"24","Bulgaria","BGR",2002,"14",42.3969468764955
"25","Bulgaria","BGR",2003,"14",42.0471957503293
"26","Bulgaria","BGR",2004,"14",42.6473075133664
"27","Bulgaria","BGR",2005,"14",42.5683984669564
"28","Bulgaria","BGR",2006,"14",42.5198219216555
"29","Bulgaria","BGR",2007,"14",49.7399789786294
"30","Bulgaria","BGR",2008,"14",49.5740091155181
"31","Bulgaria","BGR",2009,"14",49.5294806156589
"32","Bulgaria","BGR",2010,"14",49.5561977155744
"33","Bulgaria","BGR",2011,"14",49.962621477925
"34","Bulgaria","BGR",2012,"14",49.8044999640827
"35","Bulgaria","BGR",2013,"14",49.5847865676438
"36","Bulgaria","BGR",2014,"14",49.8211222925882
"37","Bulgaria","BGR",2015,"14",49.7146710888529
"38","Bulgaria","BGR",2016,"14",49.9867067699774
"39","Bulgaria","BGR",2017,"14",48.4605607735872
"40","Bulgaria","BGR",2018,"14",48.4580334890496
"41","Bulgaria","BGR",2019,"14",49.4079958239175
"42","Bulgaria","BGR",2020,"14",64.6871915524742
"43","Canada","CAN",2000,"14",42.7624820263323
"44","Canada","CAN",2001,"14",42.7196202784186
"45","Canada","CAN",2002,"14",42.6791398240012
"46","Canada","CAN",2003,"14",42.6992079758904
"47","Canada","CAN",2004,"14",42.7202504134938
"48","Canada","CAN",2005,"14",43.0962627527135
"49","Canada","CAN",2006,"14",43.092633172253
"50","Canada","CAN",2007,"14",43.1532246500163
"51","Canada","CAN",2008,"14",43.4558295681648
"52","Canada","CAN",2009,"14",43.4855193695839
"53","Canada","CAN",2010,"14",44.1874428734748
"54","Canada","CAN",2011,"14",44.222875687676
"55","Canada","CAN",2012,"14",44.246375972653
"56","Canada","CAN",2013,"14",44.2711576249191
"57","Canada","CAN",2014,"14",44.0872377018728
"58","Canada","CAN",2015,"14",43.9387006706757
"59","Canada","CAN",2016,"14",41.2422548059617
"60","Canada","CAN",2017,"14",41.5390074654183
"61","Canada","CAN",2018,"14",41.5100473319874
"62","Canada","CAN",2019,"14",41.5740064499669
"63","Canada","CAN",2020,"14",41.5740064499669
"64","Germany","DEU",2000,"14",41.6242722240997
"65","Germany","DEU",2001,"14",42.7824131883765
"66","Germany","DEU",2002,"14",42.5751205396918
"67","Germany","DEU",2003,"14",42.8964534218354
"68","Germany","DEU",2004,"14",44.8526852020038
"69","Germany","DEU",2005,"14",44.93339918894
"70","Germany","DEU",2006,"14",45.3924037081131
"71","Germany","DEU",2007,"14",45.6586270134232
"72","Germany","DEU",2008,"14",45.9607545552557
"73","Germany","DEU",2009,"14",45.8866859918908
