"","Entity","Code","SDG","Year","value","value_norm"
"3","Albania","ALB","14_5_1","2009",38.68951,0.3868951
"4","Albania","ALB","14_5_1","2002",9.23875,0.0923875
"5","Albania","ALB","14_5_1","2013",70.65466,0.7065466
"6","Albania","ALB","14_5_1","2012",63.3863,0.633863
"7","Albania","ALB","14_5_1","2006",33.34536,0.3334536
"8","Albania","ALB","14_5_1","2001",9.23875,0.0923875
"9","Albania","ALB","14_5_1","2008",38.68951,0.3868951
"10","Albania","ALB","14_5_1","2016",70.69782,0.7069782
"11","Albania","ALB","14_5_1","2017",70.69782,0.7069782
"12","Albania","ALB","14_5_1","2000",9.23875,0.0923875
"13","Albania","ALB","14_5_1","2007",38.68951,0.3868951
"14","Albania","ALB","14_5_1","2010",63.3863,0.633863
"15","Albania","ALB","14_5_1","2014",70.65466,0.7065466
"16","Albania","ALB","14_5_1","2005",33.34536,0.3334536
"17","Albania","ALB","14_5_1","2015",70.65466,0.7065466
"18","Albania","ALB","14_5_1","2018",70.69782,0.7069782
"19","Albania","ALB","14_5_1","2004",21.51751,0.2151751
"20","Albania","ALB","14_5_1","2011",63.3863,0.633863
"21","Albania","ALB","14_5_1","2003",9.23875,0.0923875
"22","Albania","ALB","14_5_1","2019",70.69782,0.7069782
"23","Algeria","DZA","14_5_1","2009",48.92912,0.4892912
"24","Algeria","DZA","14_5_1","2017",48.92912,0.4892912
"25","Algeria","DZA","14_5_1","2000",39.83821,0.3983821
"26","Algeria","DZA","14_5_1","2002",39.83821,0.3983821
"27","Algeria","DZA","14_5_1","2018",48.92912,0.4892912
"28","Algeria","DZA","14_5_1","2003",39.83821,0.3983821
"29","Algeria","DZA","14_5_1","2016",48.92912,0.4892912
"30","Algeria","DZA","14_5_1","2013",48.92912,0.4892912
"31","Algeria","DZA","14_5_1","2019",48.92912,0.4892912
"32","Algeria","DZA","14_5_1","2004",39.83821,0.3983821
"33","Algeria","DZA","14_5_1","2011",48.92912,0.4892912
"34","Algeria","DZA","14_5_1","2010",48.92912,0.4892912
"35","Algeria","DZA","14_5_1","2001",39.83821,0.3983821
"36","Algeria","DZA","14_5_1","2005",48.92912,0.4892912
"37","Algeria","DZA","14_5_1","2006",48.92912,0.4892912
"38","Algeria","DZA","14_5_1","2012",48.92912,0.4892912
"39","Algeria","DZA","14_5_1","2008",48.92912,0.4892912
"40","Algeria","DZA","14_5_1","2007",48.92912,0.4892912
"41","Algeria","DZA","14_5_1","2014",48.92912,0.4892912
