"","Country","Code","SDG","Year","Value","Value_norm_percent"
"1839","Israel","ISR","14_1_1_2","2008",0.75,99.1544442681296
"1840","Israel","ISR","14_1_1_2","2009",2.64,97.0122186203614
"1841","Israel","ISR","14_1_1_2","2010",1.55,98.2476820891801
"1842","Israel","ISR","14_1_1_2","2011",1.27,98.5650488518124
"1843","Israel","ISR","14_1_1_2","2013",1.46,98.3496928343119
"1844","Israel","ISR","14_1_1_2","2014",1.59,98.2023439802326
"1845","Israel","ISR","14_1_1_2","2015",0.61,99.3131276494457
"1846","Israel","ISR","14_1_1_2","2016",2.38,97.3069163285199
"1847","Israel","ISR","14_1_1_2","2019",0.27,99.6985015754993
"1848","Italy","ITA","14_1_1_2","2000",1.03,98.8370775054972
"1849","Italy","ITA","14_1_1_2","2001",1.12,98.7350667603654
"1850","Italy","ITA","14_1_1_2","2002",0.89,98.9957608868134
"1851","Italy","ITA","14_1_1_2","2003",0.25,99.721170629973
"1852","Italy","ITA","14_1_1_2","2004",1.51,98.2930201981275
"1853","Italy","ITA","14_1_1_2","2005",3.45,96.094121914175
"1854","Italy","ITA","14_1_1_2","2006",1.91,97.8396391086528
"1855","Italy","ITA","14_1_1_2","2007",0.43,99.5171491397094
"1856","Italy","ITA","14_1_1_2","2008",1.08,98.7804048693129
"1857","Italy","ITA","14_1_1_2","2009",1.3,98.5310452701018
"1858","Italy","ITA","14_1_1_2","2010",1.49,98.3156892526013
"1859","Italy","ITA","14_1_1_2","2011",0.84,99.0524335229977
"1860","Italy","ITA","14_1_1_2","2012",0.64,99.2791240677351
"1861","Italy","ITA","14_1_1_2","2013",5.08,94.2465939745653
"1862","Italy","ITA","14_1_1_2","2014",1.09,98.769070342076
"1863","Italy","ITA","14_1_1_2","2015",1.23,98.6103869607599
"1864","Italy","ITA","14_1_1_2","2016",0.19,99.7891777933942
"1865","Italy","ITA","14_1_1_2","2017",0.13,99.8571849568154
"1866","Italy","ITA","14_1_1_2","2018",1.02,98.8484120327341
"1867","Italy","ITA","14_1_1_2","2019",0.17,99.811846847868
"1868","Jamaica","JAM","14_1_1_2","2000",0.33,99.6304944120781
"1869","Jamaica","JAM","14_1_1_2","2001",0.34,99.6191598848412
"1870","Jamaica","JAM","14_1_1_2","2002",0.72,99.1884478498402
"1871","Jamaica","JAM","14_1_1_2","2003",1.38,98.4403690522068
"1872","Jamaica","JAM","14_1_1_2","2004",0.34,99.6191598848412
"1873","Jamaica","JAM","14_1_1_2","2005",0.52,99.4151383945776
"1874","Jamaica","JAM","14_1_1_2","2006",0.07,99.9251921202367
"1875","Jamaica","JAM","14_1_1_2","2007",0.09,99.9025230657629
"1876","Jamaica","JAM","14_1_1_2","2008",0.04,99.9591957019473
"1877","Jamaica","JAM","14_1_1_2","2009",1.81,97.9529843810215
"1878","Jamaica","JAM","14_1_1_2","2010",0.07,99.9251921202367
"1879","Jamaica","JAM","14_1_1_2","2011",0.03,99.9705302291841
"1880","Jamaica","JAM","14_1_1_2","2012",0.1,99.8911885385261
"1881","Jamaica","JAM","14_1_1_2","2013",0.11,99.8798540112892
"1882","Jamaica","JAM","14_1_1_2","2014",1.12,98.7350667603654
"1883","Jamaica","JAM","14_1_1_2","2015",0.65,99.2677895404983
"1884","Jamaica","JAM","14_1_1_2","2016",0.13,99.8571849568154
"1885","Jamaica","JAM","14_1_1_2","2017",0.07,99.9251921202367
"1886","Jamaica","JAM","14_1_1_2","2018",0.43,99.5171491397094
"1887","Jamaica","JAM","14_1_1_2","2019",0.47,99.4718110307619
"1888","Japan","JPN","14_1_1_2","2000",1.34,98.4857071611543
"1889","Japan","JPN","14_1_1_2","2001",1.97,97.7716319452316
"1890","Japan","JPN","14_1_1_2","2002",1.69,98.0889987078639
"1891","Japan","JPN","14_1_1_2","2003",2.45,97.2275746378619
"1892","Japan","JPN","14_1_1_2","2004",3.6,95.9241040056219
"1893","Japan","JPN","14_1_1_2","2005",1.33,98.4970416883912
"1894","Japan","JPN","14_1_1_2","2006",2.77,96.864869766282
"1895","Japan","JPN","14_1_1_2","2007",1.21,98.6330560152336
"1896","Japan","JPN","14_1_1_2","2008",1.38,98.4403690522068
"1897","Japan","JPN","14_1_1_2","2009",2.09,97.6356176183891
"1898","Japan","JPN","14_1_1_2","2010",1.21,98.6330560152336
"1899","Japan","JPN","14_1_1_2","2011",1.34,98.4857071611543
"1900","Japan","JPN","14_1_1_2","2012",1.43,98.3836964160225
"1901","Japan","JPN","14_1_1_2","2013",1.48,98.3270237798381
"1902","Japan","JPN","14_1_1_2","2014",1.79,97.9756534354952
"1903","Japan","JPN","14_1_1_2","2015",2.16,97.5562759277311
"1904","Japan","JPN","14_1_1_2","2016",0.94,98.9390882506291
"1905","Japan","JPN","14_1_1_2","2017",1.39,98.42903452497
"1906","Japan","JPN","14_1_1_2","2018",1.37,98.4517035794437
"1907","Japan","JPN","14_1_1_2","2019",1.16,98.689728651418
"1908","Jersey","JEY","14_1_1_2","2000",21.97,75.1025774714937
"1909","Jersey","JEY","14_1_1_2","2001",2.27,97.4315961281255
"1910","Jersey","JEY","14_1_1_2","2002",51.14,42.0397615215469
"1911","Jersey","JEY","14_1_1_2","2003",46.59,47.1969714143223
"1912","Jersey","JEY","14_1_1_2","2005",2.27,97.4315961281255
"1913","Jersey","JEY","14_1_1_2","2006",40.91,53.6349828848639
"1914","Jersey","JEY","14_1_1_2","2007",27.27,69.0952780359531
"1915","Jersey","JEY","14_1_1_2","2008",59.09,33.0288123682361
"1916","Jersey","JEY","14_1_1_2","2009",10.23,88.4093124475778
"1917","Jersey","JEY","14_1_1_2","2010",38.64,56.2079205676331
"1918","Jersey","JEY","14_1_1_2","2011",29.55,66.511005825947
"1919","Jersey","JEY","14_1_1_2","2012",40.91,53.6349828848639
"1920","Jersey","JEY","14_1_1_2","2013",38.64,56.2079205676331
"1921","Jersey","JEY","14_1_1_2","2014",54.55,38.1746877337746
"1922","Jersey","JEY","14_1_1_2","2015",38.64,56.2079205676331
"1923","Jersey","JEY","14_1_1_2","2016",36.36,58.7921927776392
"1924","Jersey","JEY","14_1_1_2","2017",40.91,53.6349828848639
"1925","Jersey","JEY","14_1_1_2","2018",11.36,87.1285108698116
"1926","Kenya","KEN","14_1_1_2","2000",0.57,99.3584657583932
"1927","Kenya","KEN","14_1_1_2","2001",2.38,97.3069163285199
"1928","Kenya","KEN","14_1_1_2","2002",7.9,91.0502572937683
"1929","Kenya","KEN","14_1_1_2","2003",9.79,88.9080316460001
"1930","Kenya","KEN","14_1_1_2","2004",0.37,99.5851563031306
"1931","Kenya","KEN","14_1_1_2","2005",1.15,98.7010631786548
"1932","Kenya","KEN","14_1_1_2","2006",0.05,99.9478611747104
"1933","Kenya","KEN","14_1_1_2","2007",6.17,93.0111305057466
"1934","Kenya","KEN","14_1_1_2","2008",9.82,88.8740280642894
"1935","Kenya","KEN","14_1_1_2","2009",3.61,95.9127694783851
"1936","Kenya","KEN","14_1_1_2","2010",0.16,99.8231813751048
"1937","Kenya","KEN","14_1_1_2","2012",1.68,98.1003332351008
"1938","Kenya","KEN","14_1_1_2","2013",4.1,95.3573776437785
"1939","Kenya","KEN","14_1_1_2","2014",3.68,95.833427787727
"1940","Kenya","KEN","14_1_1_2","2015",4.25,95.1873597352254
"1941","Kenya","KEN","14_1_1_2","2016",5.34,93.9518962664067
"1942","Kenya","KEN","14_1_1_2","2017",4.66,94.7226441185138
"1943","Kenya","KEN","14_1_1_2","2018",1.4,98.4176999977331
"1944","Kenya","KEN","14_1_1_2","2019",0.45,99.4944800852357
"1945","Kuwait","KWT","14_1_1_2","2000",6.74,92.3650624532451
"1946","Kuwait","KWT","14_1_1_2","2001",0.88,99.0070954140503
"1947","Kuwait","KWT","14_1_1_2","2002",5.43,93.8498855212749
"1948","Kuwait","KWT","14_1_1_2","2003",0.59,99.3357967039195
"1949","Kuwait","KWT","14_1_1_2","2004",8.15,90.7668941128466
"1950","Kuwait","KWT","14_1_1_2","2005",1.83,97.9303153265477
"1951","Kuwait","KWT","14_1_1_2","2006",15.62,82.3000022669055
"1952","Kuwait","KWT","14_1_1_2","2007",1.98,97.7602974179947
"1953","Kuwait","KWT","14_1_1_2","2008",12.68,85.6323532745449
"1954","Kuwait","KWT","14_1_1_2","2009",3.96,95.5160610250946
"1955","Kuwait","KWT","14_1_1_2","2010",0.29,99.6758325210255
"1956","Kuwait","KWT","14_1_1_2","2011",8.14,90.7782286400834
"1957","Kuwait","KWT","14_1_1_2","2012",1.17,98.6783941241811
"1958","Kuwait","KWT","14_1_1_2","2013",3.96,95.5160610250946
"1959","Kuwait","KWT","14_1_1_2","2014",21.7,75.4086097068891
"1960","Kuwait","KWT","14_1_1_2","2015",7.33,91.6963253462698
"1961","Kuwait","KWT","14_1_1_2","2018",3.37,96.1847981320699
"1962","Kuwait","KWT","14_1_1_2","2019",0.88,99.0070954140503
"1983","Latvia","LVA","14_1_1_2","2000",0.81,99.0864371047084
"1984","Latvia","LVA","14_1_1_2","2001",0.46,99.4831455579988
"1985","Latvia","LVA","14_1_1_2","2002",4.08,95.3800466982522
"1986","Latvia","LVA","14_1_1_2","2003",17.48,80.1917802008478
"1987","Latvia","LVA","14_1_1_2","2004",2.79,96.8422007118083
"1988","Latvia","LVA","14_1_1_2","2005",15.2,82.7760524108539
"1989","Latvia","LVA","14_1_1_2","2006",4.11,95.3460431165416
"1990","Latvia","LVA","14_1_1_2","2007",8.39,90.4948654591617
"1991","Latvia","LVA","14_1_1_2","2008",26.77,69.6620043977966
"1992","Latvia","LVA","14_1_1_2","2009",5.28,94.0199034298279
"1993","Latvia","LVA","14_1_1_2","2010",5.43,93.8498855212749
"1994","Latvia","LVA","14_1_1_2","2011",7.37,91.6509872373223
"1995","Latvia","LVA","14_1_1_2","2012",2.82,96.8081971300977
"1996","Latvia","LVA","14_1_1_2","2013",2.86,96.7628590211502
"1997","Latvia","LVA","14_1_1_2","2014",1.97,97.7716319452316
"1998","Latvia","LVA","14_1_1_2","2015",3.22,96.3548160406229
"1999","Latvia","LVA","14_1_1_2","2016",1.56,98.2363475619432
"2000","Latvia","LVA","14_1_1_2","2017",1.8,97.9643189082583
"2001","Latvia","LVA","14_1_1_2","2018",1.79,97.9756534354952
"2002","Latvia","LVA","14_1_1_2","2019",3.82,95.6747444064108
"2010","Lebanon","LBN","14_1_1_2","2000",3.18,96.4001541495704
"2011","Lebanon","LBN","14_1_1_2","2001",4.08,95.3800466982522
"2012","Lebanon","LBN","14_1_1_2","2002",2.18,97.5336068732573
"2013","Lebanon","LBN","14_1_1_2","2003",9.53,89.2027293541586
"2014","Lebanon","LBN","14_1_1_2","2004",5.91,93.3058282139052
"2015","Lebanon","LBN","14_1_1_2","2005",1.57,98.2250130347063
"2016","Lebanon","LBN","14_1_1_2","2006",0.73,99.1771133226033
"2017","Lebanon","LBN","14_1_1_2","2007",22.2,74.8418833450457
"2018","Lebanon","LBN","14_1_1_2","2008",0.3,99.6644979937887
"2019","Lebanon","LBN","14_1_1_2","2010",1.94,97.8056355269422
"2020","Lebanon","LBN","14_1_1_2","2011",2.18,97.5336068732573
"2021","Lebanon","LBN","14_1_1_2","2012",1.98,97.7602974179947
"2022","Lebanon","LBN","14_1_1_2","2013",0.73,99.1771133226033
"2023","Lebanon","LBN","14_1_1_2","2016",0.73,99.1771133226033
"2024","Lebanon","LBN","14_1_1_2","2017",2.22,97.4882687643098
"2025","Lebanon","LBN","14_1_1_2","2019",0.81,99.0864371047084
"2026","Liberia","LBR","14_1_1_2","2000",3.2,96.3774850950967
"2027","Liberia","LBR","14_1_1_2","2001",1.4,98.4176999977331
"2028","Liberia","LBR","14_1_1_2","2002",1.61,98.1796749257588
"2029","Liberia","LBR","14_1_1_2","2003",1.26,98.5763833790493
"2030","Liberia","LBR","14_1_1_2","2004",4.44,94.9720037177249
"2031","Liberia","LBR","14_1_1_2","2005",1.39,98.42903452497
"2032","Liberia","LBR","14_1_1_2","2006",0.56,99.3698002856301
"2033","Liberia","LBR","14_1_1_2","2007",0.81,99.0864371047084
"2034","Liberia","LBR","14_1_1_2","2008",7.52,91.4809693287693
"2035","Liberia","LBR","14_1_1_2","2009",1.49,98.3156892526013
"2036","Liberia","LBR","14_1_1_2","2010",1.36,98.4630381066806
"2037","Liberia","LBR","14_1_1_2","2011",0.77,99.1317752136558
"2038","Liberia","LBR","14_1_1_2","2012",1.21,98.6330560152336
"2039","Liberia","LBR","14_1_1_2","2013",1.59,98.2023439802326
"2040","Liberia","LBR","14_1_1_2","2014",1.62,98.168340398522
"2041","Liberia","LBR","14_1_1_2","2015",1.28,98.5537143245755
"2042","Liberia","LBR","14_1_1_2","2016",1.75,98.0209915444427
"2043","Liberia","LBR","14_1_1_2","2017",1.37,98.4517035794437
"2044","Liberia","LBR","14_1_1_2","2018",0.74,99.1657787953664
"2045","Liberia","LBR","14_1_1_2","2019",9.22,89.5540996985016
"2046","Libya","LBY","14_1_1_2","2000",0.07,99.9251921202367
"2047","Libya","LBY","14_1_1_2","2001",0.15,99.8345159023417
"2048","Libya","LBY","14_1_1_2","2002",0.01,99.9931992836579
"2049","Libya","LBY","14_1_1_2","2003",0.14,99.8458504295786
"2050","Libya","LBY","14_1_1_2","2004",0.53,99.4038038673407
"2051","Libya","LBY","14_1_1_2","2005",0.11,99.8798540112892
"2052","Libya","LBY","14_1_1_2","2006",0.18,99.8005123206311
"2053","Libya","LBY","14_1_1_2","2007",0.28,99.6871670482624
"2054","Libya","LBY","14_1_1_2","2008",0.06,99.9365266474735
"2055","Libya","LBY","14_1_1_2","2009",0.04,99.9591957019473
"2056","Libya","LBY","14_1_1_2","2010",0.18,99.8005123206311
"2057","Libya","LBY","14_1_1_2","2011",0.2,99.7778432661574
"2058","Libya","LBY","14_1_1_2","2012",0.18,99.8005123206311
"2059","Libya","LBY","14_1_1_2","2013",0.03,99.9705302291841
"2060","Libya","LBY","14_1_1_2","2015",0.04,99.9591957019473
"2061","Libya","LBY","14_1_1_2","2016",0.01,99.9931992836579
"2062","Libya","LBY","14_1_1_2","2018",0.03,99.9705302291841
"2063","Libya","LBY","14_1_1_2","2019",0.11,99.8798540112892
"2064","Lithuania","LTU","14_1_1_2","2000",1.06,98.8030739237866
"2065","Lithuania","LTU","14_1_1_2","2001",1.43,98.3836964160225
"2066","Lithuania","LTU","14_1_1_2","2002",5.07,94.2579285018022
"2067","Lithuania","LTU","14_1_1_2","2003",28.73,67.4404370593703
"2068","Lithuania","LTU","14_1_1_2","2004",9.89,88.7946863736314
"2069","Lithuania","LTU","14_1_1_2","2005",14.86,83.1614263369075
"2070","Lithuania","LTU","14_1_1_2","2006",1.99,97.7489628907578
"2071","Lithuania","LTU","14_1_1_2","2007",14.43,83.6488110080928
"2072","Lithuania","LTU","14_1_1_2","2008",34.79,60.5717135538277
"2073","Lithuania","LTU","14_1_1_2","2009",4.31,95.1193525718042
"2074","Lithuania","LTU","14_1_1_2","2010",6.09,93.1018067236416
"2075","Lithuania","LTU","14_1_1_2","2011",22.01,75.0572393625462
"2076","Lithuania","LTU","14_1_1_2","2012",2.18,97.5336068732573
"2077","Lithuania","LTU","14_1_1_2","2013",6.47,92.6710946886405
"2078","Lithuania","LTU","14_1_1_2","2014",4.85,94.5072881010133
"2079","Lithuania","LTU","14_1_1_2","2015",5.37,93.9178926846961
"2080","Lithuania","LTU","14_1_1_2","2016",2.8,96.8308661845714
"2081","Lithuania","LTU","14_1_1_2","2017",4.48,94.9266656087775
"2082","Lithuania","LTU","14_1_1_2","2018",3.23,96.3434815133861
"2083","Lithuania","LTU","14_1_1_2","2019",3.79,95.7087479881214
"2084","Madagascar","MDG","14_1_1_2","2000",2.52,97.1482329472038
"2085","Madagascar","MDG","14_1_1_2","2001",1.41,98.4063654704962
"2086","Madagascar","MDG","14_1_1_2","2002",7.13,91.9230158910072
"2087","Madagascar","MDG","14_1_1_2","2003",3.36,96.1961326593068
"2088","Madagascar","MDG","14_1_1_2","2004",1.64,98.1456713440482
"2089","Madagascar","MDG","14_1_1_2","2005",2,97.737628363521
"2090","Madagascar","MDG","14_1_1_2","2006",2.08,97.646952145626
"2091","Madagascar","MDG","14_1_1_2","2007",2.95,96.6608482760184
"2092","Madagascar","MDG","14_1_1_2","2008",4.43,94.9833382449618
"2093","Madagascar","MDG","14_1_1_2","2009",0.78,99.120440686419
"2094","Madagascar","MDG","14_1_1_2","2010",0.37,99.5851563031306
"2095","Madagascar","MDG","14_1_1_2","2011",1.27,98.5650488518124
"2096","Madagascar","MDG","14_1_1_2","2012",1.49,98.3156892526013
"2097","Madagascar","MDG","14_1_1_2","2013",1.08,98.7804048693129
"2098","Madagascar","MDG","14_1_1_2","2014",1.54,98.2590166164169
"2099","Madagascar","MDG","14_1_1_2","2015",1.31,98.5197107428649
"2100","Madagascar","MDG","14_1_1_2","2016",0.16,99.8231813751048
"2101","Madagascar","MDG","14_1_1_2","2017",1.74,98.0323260716795
"2102","Madagascar","MDG","14_1_1_2","2018",1,98.8710810872079
"2103","Madagascar","MDG","14_1_1_2","2019",4.67,94.7113095912769
"2104","Malaysia","MYS","14_1_1_2","2000",2.58,97.0802257837826
"2105","Malaysia","MYS","14_1_1_2","2001",2.67,96.9782150386507
"2106","Malaysia","MYS","14_1_1_2","2002",2.28,97.4202616008886
"2107","Malaysia","MYS","14_1_1_2","2003",6.23,92.9431233423254
"2108","Malaysia","MYS","14_1_1_2","2004",3.48,96.0601183324644
"2109","Malaysia","MYS","14_1_1_2","2005",2.75,96.8875388207558
"2110","Malaysia","MYS","14_1_1_2","2006",2.32,97.3749234919412
"2111","Malaysia","MYS","14_1_1_2","2007",5.46,93.8158819395643
"2112","Malaysia","MYS","14_1_1_2","2008",4.38,95.0400108811461
"2113","Malaysia","MYS","14_1_1_2","2009",3.79,95.7087479881214
"2114","Malaysia","MYS","14_1_1_2","2010",2.95,96.6608482760184
"2115","Malaysia","MYS","14_1_1_2","2011",1.51,98.2930201981275
"2116","Malaysia","MYS","14_1_1_2","2012",1.84,97.9189807993109
"2117","Malaysia","MYS","14_1_1_2","2013",1.36,98.4630381066806
"2118","Malaysia","MYS","14_1_1_2","2014",2.04,97.6922902545735
"2119","Malaysia","MYS","14_1_1_2","2015",3.26,96.3094779316755
"2120","Malaysia","MYS","14_1_1_2","2016",1.02,98.8484120327341
"2121","Malaysia","MYS","14_1_1_2","2017",2.59,97.0688912565457
"2122","Malaysia","MYS","14_1_1_2","2018",1.67,98.1116677623376
"2123","Malaysia","MYS","14_1_1_2","2019",1.68,98.1003332351008
"2124","Maldives","MDV","14_1_1_2","2000",0.72,99.1884478498402
"2125","Maldives","MDV","14_1_1_2","2001",1.67,98.1116677623376
"2126","Maldives","MDV","14_1_1_2","2002",1.14,98.7123977058917
"2127","Maldives","MDV","14_1_1_2","2003",1.95,97.7943009997053
"2128","Maldives","MDV","14_1_1_2","2004",2.95,96.6608482760184
"2129","Maldives","MDV","14_1_1_2","2005",4.16,95.2893704803573
"2130","Maldives","MDV","14_1_1_2","2006",1.52,98.2816856708907
"2131","Maldives","MDV","14_1_1_2","2007",1.16,98.689728651418
"2132","Maldives","MDV","14_1_1_2","2008",0.33,99.6304944120781
"2133","Maldives","MDV","14_1_1_2","2009",0.16,99.8231813751048
"2134","Maldives","MDV","14_1_1_2","2010",1.18,98.6670595969442
"2135","Maldives","MDV","14_1_1_2","2011",0.26,99.7098361027362
"2136","Maldives","MDV","14_1_1_2","2012",0.15,99.8345159023417
"2137","Maldives","MDV","14_1_1_2","2013",0.85,99.0410989957609
"2138","Maldives","MDV","14_1_1_2","2014",1.81,97.9529843810215
"2139","Maldives","MDV","14_1_1_2","2015",0.63,99.290458594972
"2140","Maldives","MDV","14_1_1_2","2016",1.66,98.1230022895745
"2141","Maldives","MDV","14_1_1_2","2017",1.38,98.4403690522068
"2142","Maldives","MDV","14_1_1_2","2018",0.44,99.5058146124725
"2143","Maldives","MDV","14_1_1_2","2019",0.45,99.4944800852357
"2144","Malta","MLT","14_1_1_2","2000",1.82,97.9416498537846
"2145","Malta","MLT","14_1_1_2","2001",0.19,99.7891777933942
"2146","Malta","MLT","14_1_1_2","2002",0.21,99.7665087389205
"2147","Malta","MLT","14_1_1_2","2003",0.42,99.5284836669463
"2148","Malta","MLT","14_1_1_2","2004",0.4,99.55115272142
"2149","Malta","MLT","14_1_1_2","2005",0.26,99.7098361027362
"2150","Malta","MLT","14_1_1_2","2006",0.07,99.9251921202367
"2151","Malta","MLT","14_1_1_2","2007",0.11,99.8798540112892
"2152","Malta","MLT","14_1_1_2","2008",0.13,99.8571849568154
"2153","Malta","MLT","14_1_1_2","2009",1.18,98.6670595969442
"2154","Malta","MLT","14_1_1_2","2010",0.5,99.4378074490513
"2155","Malta","MLT","14_1_1_2","2011",1.73,98.0436605989164
"2156","Malta","MLT","14_1_1_2","2012",1.21,98.6330560152336
"2157","Malta","MLT","14_1_1_2","2013",2.82,96.8081971300977
"2158","Malta","MLT","14_1_1_2","2014",0.43,99.5171491397094
"2159","Malta","MLT","14_1_1_2","2015",0.04,99.9591957019473
"2160","Malta","MLT","14_1_1_2","2018",0.04,99.9591957019473
"2161","Malta","MLT","14_1_1_2","2019",0.2,99.7778432661574
"2162","Marshall Islands","MHL","14_1_1_2","2000",7.55,91.4469657470587
"2163","Marshall Islands","MHL","14_1_1_2","2001",3.29,96.2754743499649
"2164","Marshall Islands","MHL","14_1_1_2","2002",1.07,98.7917393965498
"2165","Marshall Islands","MHL","14_1_1_2","2003",1,98.8710810872079
"2166","Marshall Islands","MHL","14_1_1_2","2004",0.25,99.721170629973
"2167","Marshall Islands","MHL","14_1_1_2","2005",0.39,99.5624872486569
"2168","Marshall Islands","MHL","14_1_1_2","2006",0.54,99.3924693401038
"2169","Marshall Islands","MHL","14_1_1_2","2007",2.61,97.046222202072
"2170","Marshall Islands","MHL","14_1_1_2","2008",5.81,93.4191734862739
"2171","Marshall Islands","MHL","14_1_1_2","2009",2.08,97.646952145626
"2172","Marshall Islands","MHL","14_1_1_2","2010",5.88,93.3398317956158
"2173","Marshall Islands","MHL","14_1_1_2","2011",2.58,97.0802257837826
"2174","Marshall Islands","MHL","14_1_1_2","2012",3.31,96.2528052954911
"2175","Marshall Islands","MHL","14_1_1_2","2013",2.64,97.0122186203614
"2176","Marshall Islands","MHL","14_1_1_2","2014",0.81,99.0864371047084
"2177","Marshall Islands","MHL","14_1_1_2","2015",0.71,99.1997823770771
"2178","Marshall Islands","MHL","14_1_1_2","2016",0.54,99.3924693401038
"2179","Marshall Islands","MHL","14_1_1_2","2017",0.99,98.8824156144447
"2180","Marshall Islands","MHL","14_1_1_2","2018",0.2,99.7778432661574
"2181","Marshall Islands","MHL","14_1_1_2","2019",0.17,99.811846847868
"2182","Martinique","MTQ","14_1_1_2","2000",0.94,98.9390882506291
"2183","Martinique","MTQ","14_1_1_2","2001",8.54,90.3248475506087
"2184","Martinique","MTQ","14_1_1_2","2002",2,97.737628363521
"2185","Martinique","MTQ","14_1_1_2","2003",31.63,64.1534241606783
"2186","Martinique","MTQ","14_1_1_2","2004",19,78.4689320608437
"2187","Martinique","MTQ","14_1_1_2","2005",4.08,95.3800466982522
"2188","Martinique","MTQ","14_1_1_2","2006",6.73,92.3763969804819
"2189","Martinique","MTQ","14_1_1_2","2007",15.1,82.8893976832226
"2190","Martinique","MTQ","14_1_1_2","2008",7.73,91.242944256795
"2191","Martinique","MTQ","14_1_1_2","2009",11.85,86.573119035205
"2192","Martinique","MTQ","14_1_1_2","2010",25.3,71.3281799016163
"2193","Martinique","MTQ","14_1_1_2","2011",1.15,98.7010631786548
"2194","Martinique","MTQ","14_1_1_2","2012",0.94,98.9390882506291
"2195","Martinique","MTQ","14_1_1_2","2013",8.74,90.0981570058713
"2196","Martinique","MTQ","14_1_1_2","2014",1.47,98.338358307075
"2197","Martinique","MTQ","14_1_1_2","2015",8.26,90.642214313241
"2198","Martinique","MTQ","14_1_1_2","2016",16.94,80.8038446716387
"2199","Martinique","MTQ","14_1_1_2","2017",2.75,96.8875388207558
"2200","Martinique","MTQ","14_1_1_2","2018",2.4,97.2842472740462
"2201","Martinique","MTQ","14_1_1_2","2019",2.01,97.7262938362841
"2202","Mauritania","MRT","14_1_1_2","2000",1.72,98.0549951261533
"2203","Mauritania","MRT","14_1_1_2","2001",7.39,91.6283181828486
"2204","Mauritania","MRT","14_1_1_2","2002",8.46,90.4155237685036
"2205","Mauritania","MRT","14_1_1_2","2003",24.56,72.1669349171446
"2206","Mauritania","MRT","14_1_1_2","2004",6.42,92.7277673248249
"2207","Mauritania","MRT","14_1_1_2","2005",2.63,97.0235531475982
"2208","Mauritania","MRT","14_1_1_2","2006",5.64,93.6118604493007
"2209","Mauritania","MRT","14_1_1_2","2007",14.34,83.7508217532247
"2210","Mauritania","MRT","14_1_1_2","2008",9.61,89.1120531362637
"2211","Mauritania","MRT","14_1_1_2","2009",5.71,93.5325187586426
"2212","Mauritania","MRT","14_1_1_2","2010",1.32,98.508376215628
"2213","Mauritania","MRT","14_1_1_2","2011",1.72,98.0549951261533
"2214","Mauritania","MRT","14_1_1_2","2012",8.82,90.0074807879763
"2215","Mauritania","MRT","14_1_1_2","2013",7.23,91.8096706186385
"2216","Mauritania","MRT","14_1_1_2","2014",7.76,91.2089406750844
"2217","Mauritania","MRT","14_1_1_2","2015",6.33,92.8297780699567
"2218","Mauritania","MRT","14_1_1_2","2016",2.17,97.5449414004942
"2219","Mauritania","MRT","14_1_1_2","2017",4.77,94.5979643189083
"2220","Mauritania","MRT","14_1_1_2","2018",16.67,81.1098769070342
"2221","Mauritania","MRT","14_1_1_2","2019",7.34,91.6849908190329
"2222","Mauritius","MUS","14_1_1_2","2000",3.74,95.7654206243058
"2223","Mauritius","MUS","14_1_1_2","2001",1.75,98.0209915444427
"2224","Mauritius","MUS","14_1_1_2","2002",1.47,98.338358307075
"2225","Mauritius","MUS","14_1_1_2","2003",2.01,97.7262938362841
"2226","Mauritius","MUS","14_1_1_2","2004",0.8,99.0977716319452
"2227","Mauritius","MUS","14_1_1_2","2005",1.19,98.6557250697073
"2228","Mauritius","MUS","14_1_1_2","2006",2.59,97.0688912565457
"2229","Mauritius","MUS","14_1_1_2","2007",0.82,99.0751025774715
"2230","Mauritius","MUS","14_1_1_2","2008",1.94,97.8056355269422
"2231","Mauritius","MUS","14_1_1_2","2009",0.32,99.6418289393149
"2232","Mauritius","MUS","14_1_1_2","2010",0.78,99.120440686419
"2233","Mauritius","MUS","14_1_1_2","2011",2.36,97.3295853829937
"2234","Mauritius","MUS","14_1_1_2","2012",0.52,99.4151383945776
"2235","Mauritius","MUS","14_1_1_2","2013",2.34,97.3522544374674
"2236","Mauritius","MUS","14_1_1_2","2014",0.36,99.5964908303675
"2237","Mauritius","MUS","14_1_1_2","2015",1.55,98.2476820891801
"2238","Mauritius","MUS","14_1_1_2","2016",0.05,99.9478611747104
"2239","Mauritius","MUS","14_1_1_2","2017",0.37,99.5851563031306
"2240","Mauritius","MUS","14_1_1_2","2018",0.51,99.4264729218144
"2241","Mauritius","MUS","14_1_1_2","2019",0.37,99.5851563031306
"2262","Mexico","MEX","14_1_1_2","2000",6.77,92.3310588715345
"2263","Mexico","MEX","14_1_1_2","2001",5.47,93.8045474123274
"2264","Mexico","MEX","14_1_1_2","2002",5.2,94.1105796477229
"2265","Mexico","MEX","14_1_1_2","2003",3.16,96.4228232040442
"2266","Mexico","MEX","14_1_1_2","2004",2.41,97.2729127468093
"2267","Mexico","MEX","14_1_1_2","2005",2.04,97.6922902545735
"2268","Mexico","MEX","14_1_1_2","2006",1.92,97.8283045814159
"2269","Mexico","MEX","14_1_1_2","2007",2.97,96.6381792215447
"2270","Mexico","MEX","14_1_1_2","2008",4.62,94.7679822274613
