"","Country","Code","SDG","Year","Value","Value_norm_percent"
"31191","Seychelles","SYC","14_5_1","2003",31.70051,31.70051
"31201","Seychelles","SYC","14_5_1","2000",31.70051,31.70051
"31211","Seychelles","SYC","14_5_1","2007",31.70051,31.70051
"31221","Seychelles","SYC","14_5_1","2018",31.70051,31.70051
"31231","Seychelles","SYC","14_5_1","2004",31.70051,31.70051
"31241","Seychelles","SYC","14_5_1","2017",31.70051,31.70051
"31251","Seychelles","SYC","14_5_1","2016",31.70051,31.70051
"31261","Seychelles","SYC","14_5_1","2013",31.70051,31.70051
"31271","Seychelles","SYC","14_5_1","2014",31.70051,31.70051
"31281","Seychelles","SYC","14_5_1","2002",31.70051,31.70051
"31291","Sierra Leone","SLE","14_5_1","2010",0,0
"31301","Sierra Leone","SLE","14_5_1","2018",0,0
"31311","Sierra Leone","SLE","14_5_1","2011",0,0
"31321","Sierra Leone","SLE","14_5_1","2009",0,0
"31331","Sierra Leone","SLE","14_5_1","2003",0,0
"31341","Sierra Leone","SLE","14_5_1","2019",0,0
"31351","Sierra Leone","SLE","14_5_1","2007",0,0
"31361","Sierra Leone","SLE","14_5_1","2004",0,0
"31371","Sierra Leone","SLE","14_5_1","2008",0,0
"31381","Sierra Leone","SLE","14_5_1","2012",0,0
"31391","Sierra Leone","SLE","14_5_1","2001",0,0
"31401","Sierra Leone","SLE","14_5_1","2016",0,0
"31411","Sierra Leone","SLE","14_5_1","2006",0,0
"31421","Sierra Leone","SLE","14_5_1","2005",0,0
"31431","Sierra Leone","SLE","14_5_1","2017",0,0
"31441","Sierra Leone","SLE","14_5_1","2013",0,0
"31451","Sierra Leone","SLE","14_5_1","2015",0,0
"31461","Sierra Leone","SLE","14_5_1","2000",0,0
"31471","Sierra Leone","SLE","14_5_1","2014",0,0
"31481","Sierra Leone","SLE","14_5_1","2002",0,0
"31491","Singapore","SGP","14_5_1","2007",3.25343,3.25343
"31501","Singapore","SGP","14_5_1","2009",3.25343,3.25343
"31511","Singapore","SGP","14_5_1","2011",3.25343,3.25343
"31521","Singapore","SGP","14_5_1","2012",3.25343,3.25343
"31531","Singapore","SGP","14_5_1","2001",0,0
"31541","Singapore","SGP","14_5_1","2008",3.25343,3.25343
"31551","Singapore","SGP","14_5_1","2003",3.25343,3.25343
"31561","Singapore","SGP","14_5_1","2006",3.25343,3.25343
"31571","Singapore","SGP","14_5_1","2016",3.25343,3.25343
"31581","Singapore","SGP","14_5_1","2019",3.25343,3.25343
"31591","Singapore","SGP","14_5_1","2015",3.25343,3.25343
"31601","Singapore","SGP","14_5_1","2018",3.25343,3.25343
"31611","Singapore","SGP","14_5_1","2010",3.25343,3.25343
"31621","Singapore","SGP","14_5_1","2017",3.25343,3.25343
"31631","Singapore","SGP","14_5_1","2000",0,0
"31641","Singapore","SGP","14_5_1","2014",3.25343,3.25343
"31651","Singapore","SGP","14_5_1","2004",3.25343,3.25343
"31661","Singapore","SGP","14_5_1","2005",3.25343,3.25343
"31671","Singapore","SGP","14_5_1","2013",3.25343,3.25343
"31681","Singapore","SGP","14_5_1","2002",3.25343,3.25343
"31691","Sint Maarten (Dutch part)","SXM","14_5_1","2009",6.37453,6.37453
"31701","Sint Maarten (Dutch part)","SXM","14_5_1","2018",6.37453,6.37453
"31711","Sint Maarten (Dutch part)","SXM","14_5_1","2008",6.37453,6.37453
"31721","Sint Maarten (Dutch part)","SXM","14_5_1","2006",6.37453,6.37453
"31731","Sint Maarten (Dutch part)","SXM","14_5_1","2011",6.37453,6.37453
"31741","Sint Maarten (Dutch part)","SXM","14_5_1","2005",6.37453,6.37453
"31751","Sint Maarten (Dutch part)","SXM","14_5_1","2017",6.37453,6.37453
"31761","Sint Maarten (Dutch part)","SXM","14_5_1","2001",6.37453,6.37453
"31771","Sint Maarten (Dutch part)","SXM","14_5_1","2013",6.37453,6.37453
"31781","Sint Maarten (Dutch part)","SXM","14_5_1","2010",6.37453,6.37453
"31791","Sint Maarten (Dutch part)","SXM","14_5_1","2019",6.37453,6.37453
"31801","Sint Maarten (Dutch part)","SXM","14_5_1","2000",6.37453,6.37453
"31811","Sint Maarten (Dutch part)","SXM","14_5_1","2007",6.37453,6.37453
"31821","Sint Maarten (Dutch part)","SXM","14_5_1","2002",6.37453,6.37453
"31831","Sint Maarten (Dutch part)","SXM","14_5_1","2003",6.37453,6.37453
"31841","Sint Maarten (Dutch part)","SXM","14_5_1","2014",6.37453,6.37453
"31851","Sint Maarten (Dutch part)","SXM","14_5_1","2004",6.37453,6.37453
"31861","Sint Maarten (Dutch part)","SXM","14_5_1","2015",6.37453,6.37453
"31871","Sint Maarten (Dutch part)","SXM","14_5_1","2016",6.37453,6.37453
"31881","Sint Maarten (Dutch part)","SXM","14_5_1","2012",6.37453,6.37453
"31901","Slovenia","SVN","14_5_1","2017",97.9102,97.9102
"31911","Slovenia","SVN","14_5_1","2018",97.9102,97.9102
"31921","Slovenia","SVN","14_5_1","2005",97.9102,97.9102
"31931","Slovenia","SVN","14_5_1","2015",97.9102,97.9102
"31941","Slovenia","SVN","14_5_1","2016",97.9102,97.9102
"31951","Slovenia","SVN","14_5_1","2014",97.9102,97.9102
"31961","Slovenia","SVN","14_5_1","2007",97.9102,97.9102
"31971","Slovenia","SVN","14_5_1","2019",97.9102,97.9102
"31981","Slovenia","SVN","14_5_1","2009",97.9102,97.9102
"31991","Slovenia","SVN","14_5_1","2006",97.9102,97.9102
"32001","Slovenia","SVN","14_5_1","2013",97.9102,97.9102
"32011","Slovenia","SVN","14_5_1","2001",31.08434,31.08434
"32021","Slovenia","SVN","14_5_1","2000",31.08434,31.08434
"32031","Slovenia","SVN","14_5_1","2004",97.9102,97.9102
"32041","Slovenia","SVN","14_5_1","2003",31.08434,31.08434
"32051","Slovenia","SVN","14_5_1","2002",31.08434,31.08434
"32061","Slovenia","SVN","14_5_1","2008",97.9102,97.9102
"32071","Slovenia","SVN","14_5_1","2012",97.9102,97.9102
"32081","Slovenia","SVN","14_5_1","2011",97.9102,97.9102
"32091","Slovenia","SVN","14_5_1","2010",97.9102,97.9102
"32301","Solomon Islands","SLB","14_5_1","2005",0.95692,0.95692
"32312","Solomon Islands","SLB","14_5_1","2003",0.90909,0.90909
"32321","Solomon Islands","SLB","14_5_1","2018",2.42787,2.42787
"32331","Solomon Islands","SLB","14_5_1","2009",2.42787,2.42787
"32341","Solomon Islands","SLB","14_5_1","2016",2.42787,2.42787
"32351","Solomon Islands","SLB","14_5_1","2017",2.42787,2.42787
"32361","Solomon Islands","SLB","14_5_1","2001",0.90909,0.90909
"32371","Solomon Islands","SLB","14_5_1","2004",0.95674,0.95674
"32381","Solomon Islands","SLB","14_5_1","2000",0.90909,0.90909
"32391","Solomon Islands","SLB","14_5_1","2002",0.90909,0.90909
"32401","Solomon Islands","SLB","14_5_1","2019",2.42787,2.42787
"32412","Solomon Islands","SLB","14_5_1","2008",2.42787,2.42787
"32421","Solomon Islands","SLB","14_5_1","2006",0.95744,0.95744
"32431","Solomon Islands","SLB","14_5_1","2013",2.42787,2.42787
"32441","Solomon Islands","SLB","14_5_1","2015",2.42787,2.42787
"32451","Solomon Islands","SLB","14_5_1","2010",2.42787,2.42787
"32461","Solomon Islands","SLB","14_5_1","2014",2.42787,2.42787
"32471","Solomon Islands","SLB","14_5_1","2011",2.42787,2.42787
"32481","Solomon Islands","SLB","14_5_1","2007",2.42787,2.42787
"32491","Solomon Islands","SLB","14_5_1","2012",2.42787,2.42787
"32501","Somalia","SOM","14_5_1","2018",0,0
"32512","Somalia","SOM","14_5_1","2015",0,0
"32521","Somalia","SOM","14_5_1","2019",0,0
"32531","Somalia","SOM","14_5_1","2016",0,0
"32541","Somalia","SOM","14_5_1","2008",0,0
"32551","Somalia","SOM","14_5_1","2014",0,0
"32561","Somalia","SOM","14_5_1","2003",0,0
"32571","Somalia","SOM","14_5_1","2013",0,0
"32581","Somalia","SOM","14_5_1","2012",0,0
"32591","Somalia","SOM","14_5_1","2005",0,0
"32601","Somalia","SOM","14_5_1","2017",0,0
"32612","Somalia","SOM","14_5_1","2006",0,0
"32621","Somalia","SOM","14_5_1","2002",0,0
"32631","Somalia","SOM","14_5_1","2004",0,0
"32641","Somalia","SOM","14_5_1","2010",0,0
"32651","Somalia","SOM","14_5_1","2001",0,0
"32661","Somalia","SOM","14_5_1","2007",0,0
"32671","Somalia","SOM","14_5_1","2009",0,0
"32681","Somalia","SOM","14_5_1","2011",0,0
"32691","Somalia","SOM","14_5_1","2000",0,0
"32901","South Africa","ZAF","14_5_1","2014",40.053,40.053
"32912","South Africa","ZAF","14_5_1","2015",42.1963,42.1963
"32921","South Africa","ZAF","14_5_1","2006",39.74154,39.74154
"32931","South Africa","ZAF","14_5_1","2011",39.7426,39.7426
"32941","South Africa","ZAF","14_5_1","2017",42.34275,42.34275
"32951","South Africa","ZAF","14_5_1","2010",39.7426,39.7426
"32961","South Africa","ZAF","14_5_1","2016",42.1963,42.1963
"32971","South Africa","ZAF","14_5_1","2005",39.74154,39.74154
"32981","South Africa","ZAF","14_5_1","2003",38.28357,38.28357
"32991","South Africa","ZAF","14_5_1","2013",40.053,40.053
"33001","South Africa","ZAF","14_5_1","2018",42.59958,42.59958
"33012","South Africa","ZAF","14_5_1","2012",39.7426,39.7426
"33021","South Africa","ZAF","14_5_1","2019",46.55197,46.55197
"33031","South Africa","ZAF","14_5_1","2004",39.74154,39.74154
"33041","South Africa","ZAF","14_5_1","2009",39.7426,39.7426
"33051","South Africa","ZAF","14_5_1","2000",38.16439,38.16439
"33061","South Africa","ZAF","14_5_1","2002",38.22468,38.22468
"33071","South Africa","ZAF","14_5_1","2007",39.7426,39.7426
"33081","South Africa","ZAF","14_5_1","2001",38.18327,38.18327
"33091","South Africa","ZAF","14_5_1","2008",39.7426,39.7426
"3332","Spain","ESP","14_5_1","2011",58.85285,58.85285
"3333","Spain","ESP","14_5_1","2008",58.62135,58.62135
"3334","Spain","ESP","14_5_1","2010",58.6472,58.6472
"3335","Spain","ESP","14_5_1","2018",84.12451,84.12451
"33361","Spain","ESP","14_5_1","2013",58.88799,58.88799
"33371","Spain","ESP","14_5_1","2012",58.88714,58.88714
"33381","Spain","ESP","14_5_1","2014",84.12094,84.12094
"33391","Spain","ESP","14_5_1","2001",53.54756,53.54756
"33401","Spain","ESP","14_5_1","2016",84.12451,84.12451
"33411","Spain","ESP","14_5_1","2007",58.56068,58.56068
"33421","Spain","ESP","14_5_1","2015",84.12451,84.12451
"33431","Spain","ESP","14_5_1","2004",56.20477,56.20477
"33441","Spain","ESP","14_5_1","2009",58.63029,58.63029
"33451","Spain","ESP","14_5_1","2019",84.12451,84.12451
"33461","Spain","ESP","14_5_1","2006",58.14041,58.14041
"33471","Spain","ESP","14_5_1","2005",56.34287,56.34287
"33481","Spain","ESP","14_5_1","2002",53.70634,53.70634
"33491","Spain","ESP","14_5_1","2003",55.26883,55.26883
"33501","Spain","ESP","14_5_1","2000",52.09491,52.09491
"33512","Spain","ESP","14_5_1","2017",84.12451,84.12451
"33521","Sri Lanka","LKA","14_5_1","2000",46.34869,46.34869
"33531","Sri Lanka","LKA","14_5_1","2006",46.34869,46.34869
"33541","Sri Lanka","LKA","14_5_1","2018",49.97138,49.97138
"33551","Sri Lanka","LKA","14_5_1","2009",46.34869,46.34869
"33561","Sri Lanka","LKA","14_5_1","2002",46.34869,46.34869
"33571","Sri Lanka","LKA","14_5_1","2005",46.34869,46.34869
"33581","Sri Lanka","LKA","14_5_1","2007",46.34869,46.34869
"33591","Sri Lanka","LKA","14_5_1","2008",46.34869,46.34869
"33601","Sri Lanka","LKA","14_5_1","2010",46.34869,46.34869
"33612","Sri Lanka","LKA","14_5_1","2019",49.97138,49.97138
"33621","Sri Lanka","LKA","14_5_1","2012",47.5772,47.5772
"33631","Sri Lanka","LKA","14_5_1","2013",49.97138,49.97138
"33641","Sri Lanka","LKA","14_5_1","2017",49.97138,49.97138
"33651","Sri Lanka","LKA","14_5_1","2014",49.97138,49.97138
"33661","Sri Lanka","LKA","14_5_1","2015",49.97138,49.97138
"33671","Sri Lanka","LKA","14_5_1","2011",46.34869,46.34869
"33681","Sri Lanka","LKA","14_5_1","2003",46.34869,46.34869
"33691","Sri Lanka","LKA","14_5_1","2016",49.97138,49.97138
"33701","Sri Lanka","LKA","14_5_1","2004",46.34869,46.34869
"33712","Sri Lanka","LKA","14_5_1","2001",46.34869,46.34869
"33921","Sudan","SDN","14_5_1","2005",0,0
"33931","Sudan","SDN","14_5_1","2009",0,0
"33941","Sudan","SDN","14_5_1","2010",0,0
"33951","Sudan","SDN","14_5_1","2006",0,0
"33961","Sudan","SDN","14_5_1","2018",47.97119,47.97119
"3397","Sudan","SDN","14_5_1","2000",0,0
"3398","Sudan","SDN","14_5_1","2014",0,0
"3399","Sudan","SDN","14_5_1","2004",0,0
"3400","Sudan","SDN","14_5_1","2019",47.97119,47.97119
"34011","Sudan","SDN","14_5_1","2017",47.97119,47.97119
"3402","Sudan","SDN","14_5_1","2011",0,0
"3403","Sudan","SDN","14_5_1","2008",0,0
"3404","Sudan","SDN","14_5_1","2003",0,0
"3405","Sudan","SDN","14_5_1","2007",0,0
"3406","Sudan","SDN","14_5_1","2001",0,0
"3407","Sudan","SDN","14_5_1","2015",0,0
"3408","Sudan","SDN","14_5_1","2002",0,0
"3409","Sudan","SDN","14_5_1","2012",0,0
"34101","Sudan","SDN","14_5_1","2013",0,0
"34111","Sudan","SDN","14_5_1","2016",47.97119,47.97119
"3412","Suriname","SUR","14_5_1","2008",74.24457,74.24457
"3413","Suriname","SUR","14_5_1","2004",74.24457,74.24457
"3414","Suriname","SUR","14_5_1","2017",74.24457,74.24457
"3415","Suriname","SUR","14_5_1","2018",74.24457,74.24457
"34161","Suriname","SUR","14_5_1","2007",74.24457,74.24457
"34171","Suriname","SUR","14_5_1","2005",74.24457,74.24457
"34181","Suriname","SUR","14_5_1","2009",74.24457,74.24457
"34191","Suriname","SUR","14_5_1","2016",74.24457,74.24457
"34201","Suriname","SUR","14_5_1","2002",74.24457,74.24457
"34212","Suriname","SUR","14_5_1","2010",74.24457,74.24457
"34221","Suriname","SUR","14_5_1","2019",74.24457,74.24457
"34231","Suriname","SUR","14_5_1","2011",74.24457,74.24457
"34241","Suriname","SUR","14_5_1","2014",74.24457,74.24457
"34251","Suriname","SUR","14_5_1","2015",74.24457,74.24457
"34261","Suriname","SUR","14_5_1","2012",74.24457,74.24457
"34271","Suriname","SUR","14_5_1","2003",74.24457,74.24457
"34281","Suriname","SUR","14_5_1","2006",74.24457,74.24457
"34291","Suriname","SUR","14_5_1","2000",74.24457,74.24457
"34301","Suriname","SUR","14_5_1","2001",74.24457,74.24457
"34311","Suriname","SUR","14_5_1","2013",74.24457,74.24457
"34331","Sweden","SWE","14_5_1","2012",57.83798,57.83798
"34341","Sweden","SWE","14_5_1","2010",57.25057,57.25057
"34351","Sweden","SWE","14_5_1","2005",50.88722,50.88722
"34361","Sweden","SWE","14_5_1","2011",57.61946,57.61946
"3437","Sweden","SWE","14_5_1","2007",51.18232,51.18232
"3438","Sweden","SWE","14_5_1","2006",51.18232,51.18232
"3439","Sweden","SWE","14_5_1","2018",60.97831,60.97831
"3440","Sweden","SWE","14_5_1","2017",60.78627,60.78627
"34411","Sweden","SWE","14_5_1","2008",57.16896,57.16896
"3442","Sweden","SWE","14_5_1","2001",45.4564,45.4564
"3443","Sweden","SWE","14_5_1","2003",47.68445,47.68445
"3444","Sweden","SWE","14_5_1","2015",58.17778,58.17778
"3445","Sweden","SWE","14_5_1","2009",57.17935,57.17935
"3446","Sweden","SWE","14_5_1","2019",61.17438,61.17438
"3447","Sweden","SWE","14_5_1","2013",57.83886,57.83886
"3448","Sweden","SWE","14_5_1","2014",58.17113,58.17113
"3449","Sweden","SWE","14_5_1","2002",47.07989,47.07989
"3450","Sweden","SWE","14_5_1","2016",60.75505,60.75505
"34511","Sweden","SWE","14_5_1","2004",49.47011,49.47011
"3452","Sweden","SWE","14_5_1","2000",43.64547,43.64547
"3454","Syrian Arab Republic","SYR","14_5_1","2019",0,0
"3455","Syrian Arab Republic","SYR","14_5_1","2007",0,0
"3456","Syrian Arab Republic","SYR","14_5_1","2010",0,0
"3457","Syrian Arab Republic","SYR","14_5_1","2017",0,0
"3458","Syrian Arab Republic","SYR","14_5_1","2008",0,0
"3459","Syrian Arab Republic","SYR","14_5_1","2018",0,0
"3460","Syrian Arab Republic","SYR","14_5_1","2009",0,0
"34611","Syrian Arab Republic","SYR","14_5_1","2002",0,0
"3462","Syrian Arab Republic","SYR","14_5_1","2005",0,0
"3463","Syrian Arab Republic","SYR","14_5_1","2012",0,0
"3464","Syrian Arab Republic","SYR","14_5_1","2015",0,0
"3465","Syrian Arab Republic","SYR","14_5_1","2013",0,0
"3466","Syrian Arab Republic","SYR","14_5_1","2001",0,0
"3467","Syrian Arab Republic","SYR","14_5_1","2003",0,0
"3468","Syrian Arab Republic","SYR","14_5_1","2014",0,0
"3469","Syrian Arab Republic","SYR","14_5_1","2006",0,0
"3470","Syrian Arab Republic","SYR","14_5_1","2004",0,0
"34711","Syrian Arab Republic","SYR","14_5_1","2016",0,0
"3472","Syrian Arab Republic","SYR","14_5_1","2011",0,0
"3473","Syrian Arab Republic","SYR","14_5_1","2000",0,0
"3477","Thailand","THA","14_5_1","2018",47.53539,47.53539
"3478","Thailand","THA","14_5_1","2015",47.53539,47.53539
"3479","Thailand","THA","14_5_1","2007",47.53539,47.53539
"3480","Thailand","THA","14_5_1","2006",47.53539,47.53539
"34811","Thailand","THA","14_5_1","2009",47.53539,47.53539
"3482","Thailand","THA","14_5_1","2017",47.53539,47.53539
"3483","Thailand","THA","14_5_1","2019",47.53539,47.53539
"3484","Thailand","THA","14_5_1","2012",47.53539,47.53539
"3485","Thailand","THA","14_5_1","2004",47.53539,47.53539
"3486","Thailand","THA","14_5_1","2010",47.53539,47.53539
"3487","Thailand","THA","14_5_1","2005",47.53539,47.53539
"3488","Thailand","THA","14_5_1","2003",47.53539,47.53539
"3489","Thailand","THA","14_5_1","2008",47.53539,47.53539
"3490","Thailand","THA","14_5_1","2000",47.53539,47.53539
"34911","Thailand","THA","14_5_1","2001",47.53539,47.53539
"3492","Thailand","THA","14_5_1","2016",47.53539,47.53539
"3493","Thailand","THA","14_5_1","2011",47.53539,47.53539
"3494","Thailand","THA","14_5_1","2014",47.53539,47.53539
"3495","Thailand","THA","14_5_1","2013",47.53539,47.53539
"3496","Thailand","THA","14_5_1","2002",47.53539,47.53539
"3497","Timor-Leste","TLS","14_5_1","2017",19.6113,19.6113
"3498","Timor-Leste","TLS","14_5_1","2006",9.78969,9.78969
"3499","Timor-Leste","TLS","14_5_1","2012",18.66668,18.66668
"3500","Timor-Leste","TLS","14_5_1","2007",9.78969,9.78969
"35011","Timor-Leste","TLS","14_5_1","2004",9.78969,9.78969
"3502","Timor-Leste","TLS","14_5_1","2019",19.6113,19.6113
"3503","Timor-Leste","TLS","14_5_1","2005",9.78969,9.78969
"3504","Timor-Leste","TLS","14_5_1","2009",18.66668,18.66668
"3505","Timor-Leste","TLS","14_5_1","2008",18.66668,18.66668
"3506","Timor-Leste","TLS","14_5_1","2001",9.78969,9.78969
"3507","Timor-Leste","TLS","14_5_1","2018",19.6113,19.6113
"3508","Timor-Leste","TLS","14_5_1","2016",19.6113,19.6113
"3509","Timor-Leste","TLS","14_5_1","2003",9.78969,9.78969
"35101","Timor-Leste","TLS","14_5_1","2010",18.66668,18.66668
"35111","Timor-Leste","TLS","14_5_1","2011",18.66668,18.66668
"3512","Timor-Leste","TLS","14_5_1","2000",9.78969,9.78969
"3513","Timor-Leste","TLS","14_5_1","2013",18.66668,18.66668
"3514","Timor-Leste","TLS","14_5_1","2014",18.66668,18.66668
"3515","Timor-Leste","TLS","14_5_1","2015",18.66668,18.66668
"35161","Timor-Leste","TLS","14_5_1","2002",9.78969,9.78969
"35181","Tokelau","TKL","14_5_1","2001",0,0
"35191","Tokelau","TKL","14_5_1","2013",0,0
"35201","Tokelau","TKL","14_5_1","2008",0,0
"35211","Tokelau","TKL","14_5_1","2016",0,0
"35221","Tokelau","TKL","14_5_1","2006",0,0
"35231","Tokelau","TKL","14_5_1","2017",0,0
"35241","Tokelau","TKL","14_5_1","2007",0,0
"35251","Tokelau","TKL","14_5_1","2012",0,0
"35261","Tokelau","TKL","14_5_1","2018",0,0
"35271","Tokelau","TKL","14_5_1","2015",0,0
"35281","Tokelau","TKL","14_5_1","2003",0,0
"35291","Tokelau","TKL","14_5_1","2019",0,0
"35301","Tokelau","TKL","14_5_1","2005",0,0
"35311","Tokelau","TKL","14_5_1","2014",0,0
"35321","Tokelau","TKL","14_5_1","2009",0,0
"35331","Tokelau","TKL","14_5_1","2004",0,0
"35341","Tokelau","TKL","14_5_1","2002",0,0
"35351","Tokelau","TKL","14_5_1","2000",0,0
"35361","Tokelau","TKL","14_5_1","2011",0,0
"35371","Tokelau","TKL","14_5_1","2010",0,0
"35381","Tonga","TON","14_5_1","2002",18.29469,18.29469
"35391","Tonga","TON","14_5_1","2017",19.16825,19.16825
"35401","Tonga","TON","14_5_1","2009",19.16825,19.16825
"35411","Tonga","TON","14_5_1","2015",19.16825,19.16825
"35421","Tonga","TON","14_5_1","2001",18.29469,18.29469
"35431","Tonga","TON","14_5_1","2008",19.16825,19.16825
"35441","Tonga","TON","14_5_1","2018",19.16825,19.16825
"35451","Tonga","TON","14_5_1","2007",18.29469,18.29469
"35461","Tonga","TON","14_5_1","2019",19.16825,19.16825
"35471","Tonga","TON","14_5_1","2000",9.11401,9.11401
"35481","Tonga","TON","14_5_1","2012",19.16825,19.16825
"35491","Tonga","TON","14_5_1","2004",18.29469,18.29469
"35501","Tonga","TON","14_5_1","2003",18.29469,18.29469
"35511","Tonga","TON","14_5_1","2016",19.16825,19.16825
"35521","Tonga","TON","14_5_1","2011",19.16825,19.16825
"35531","Tonga","TON","14_5_1","2005",18.29469,18.29469
"35541","Tonga","TON","14_5_1","2006",18.29469,18.29469
"35551","Tonga","TON","14_5_1","2013",19.16825,19.16825
"35561","Tonga","TON","14_5_1","2014",19.16825,19.16825
"3557","Tonga","TON","14_5_1","2010",19.16825,19.16825
"3558","Trinidad and Tobago","TTO","14_5_1","2004",8.49055,8.49055
"3559","Trinidad and Tobago","TTO","14_5_1","2000",8.49055,8.49055
"3560","Trinidad and Tobago","TTO","14_5_1","2002",8.49055,8.49055
"35611","Trinidad and Tobago","TTO","14_5_1","2016",8.49055,8.49055
"3562","Trinidad and Tobago","TTO","14_5_1","2013",8.49055,8.49055
"3563","Trinidad and Tobago","TTO","14_5_1","2014",8.49055,8.49055
"3564","Trinidad and Tobago","TTO","14_5_1","2006",8.49055,8.49055
"3565","Trinidad and Tobago","TTO","14_5_1","2010",8.49055,8.49055
"3566","Trinidad and Tobago","TTO","14_5_1","2008",8.49055,8.49055
"3567","Trinidad and Tobago","TTO","14_5_1","2015",8.49055,8.49055
"3568","Trinidad and Tobago","TTO","14_5_1","2018",8.49055,8.49055
"3569","Trinidad and Tobago","TTO","14_5_1","2003",8.49055,8.49055
"3570","Trinidad and Tobago","TTO","14_5_1","2001",8.49055,8.49055
"35711","Trinidad and Tobago","TTO","14_5_1","2011",8.49055,8.49055
"3572","Trinidad and Tobago","TTO","14_5_1","2012",8.49055,8.49055
"3573","Trinidad and Tobago","TTO","14_5_1","2017",8.49055,8.49055
"3574","Trinidad and Tobago","TTO","14_5_1","2019",8.49055,8.49055
"3575","Trinidad and Tobago","TTO","14_5_1","2005",8.49055,8.49055
"35761","Trinidad and Tobago","TTO","14_5_1","2009",8.49055,8.49055
"35771","Trinidad and Tobago","TTO","14_5_1","2007",8.49055,8.49055
"35781","Tunisia","TUN","14_5_1","2007",22.48351,22.48351
"35791","Tunisia","TUN","14_5_1","2001",10.29624,10.29624
"35801","Tunisia","TUN","14_5_1","2015",39.57627,39.57627
"35812","Tunisia","TUN","14_5_1","2017",39.57627,39.57627
"35821","Tunisia","TUN","14_5_1","2004",10.29624,10.29624
"35831","Tunisia","TUN","14_5_1","2019",39.57627,39.57627
"35841","Tunisia","TUN","14_5_1","2010",22.56046,22.56046
"35851","Tunisia","TUN","14_5_1","2011",22.56046,22.56046
"35861","Tunisia","TUN","14_5_1","2009",22.48351,22.48351
"35871","Tunisia","TUN","14_5_1","2012",36.34317,36.34317
"35881","Tunisia","TUN","14_5_1","2016",39.57627,39.57627
"35891","Tunisia","TUN","14_5_1","2003",10.29624,10.29624
"35901","Tunisia","TUN","14_5_1","2014",39.57627,39.57627
"35912","Tunisia","TUN","14_5_1","2008",22.48351,22.48351
"35921","Tunisia","TUN","14_5_1","2006",10.29624,10.29624
"35931","Tunisia","TUN","14_5_1","2018",39.57627,39.57627
"35941","Tunisia","TUN","14_5_1","2002",10.29624,10.29624
"35951","Tunisia","TUN","14_5_1","2013",39.57627,39.57627
"35961","Tunisia","TUN","14_5_1","2005",10.29624,10.29624
"35971","Tunisia","TUN","14_5_1","2000",7.3176,7.3176
"35981","Turkey","TUR","14_5_1","2016",3.7914,3.7914
"35991","Turkey","TUR","14_5_1","2003",3.07354,3.07354
"36001","Turkey","TUR","14_5_1","2008",3.7914,3.7914
"36012","Turkey","TUR","14_5_1","2019",3.7914,3.7914
"36021","Turkey","TUR","14_5_1","2009",3.7914,3.7914
"36031","Turkey","TUR","14_5_1","2002",3.07354,3.07354
"36041","Turkey","TUR","14_5_1","2011",3.7914,3.7914
"36051","Turkey","TUR","14_5_1","2004",3.07354,3.07354
"36061","Turkey","TUR","14_5_1","2010",3.7914,3.7914
"36071","Turkey","TUR","14_5_1","2014",3.7914,3.7914
"36081","Turkey","TUR","14_5_1","2015",3.7914,3.7914
"36091","Turkey","TUR","14_5_1","2005",3.7914,3.7914
"36102","Turkey","TUR","14_5_1","2001",3.07354,3.07354
"36112","Turkey","TUR","14_5_1","2012",3.7914,3.7914
"36121","Turkey","TUR","14_5_1","2017",3.7914,3.7914
"36131","Turkey","TUR","14_5_1","2013",3.7914,3.7914
"36141","Turkey","TUR","14_5_1","2007",3.7914,3.7914
"36151","Turkey","TUR","14_5_1","2000",3.07354,3.07354
"36161","Turkey","TUR","14_5_1","2006",3.7914,3.7914
"36171","Turkey","TUR","14_5_1","2018",3.7914,3.7914
"36191","Turks and Caicos Islands","TCA","14_5_1","2009",27.5244,27.5244
"36201","Turks and Caicos Islands","TCA","14_5_1","2016",27.5244,27.5244
"36212","Turks and Caicos Islands","TCA","14_5_1","2003",27.5244,27.5244
"36221","Turks and Caicos Islands","TCA","14_5_1","2008",27.5244,27.5244
"36231","Turks and Caicos Islands","TCA","14_5_1","2007",27.5244,27.5244
"36241","Turks and Caicos Islands","TCA","14_5_1","2006",27.5244,27.5244
"36251","Turks and Caicos Islands","TCA","14_5_1","2012",27.5244,27.5244
"36261","Turks and Caicos Islands","TCA","14_5_1","2010",27.5244,27.5244
"36271","Turks and Caicos Islands","TCA","14_5_1","2019",27.5244,27.5244
"36281","Turks and Caicos Islands","TCA","14_5_1","2002",27.5244,27.5244
"36291","Turks and Caicos Islands","TCA","14_5_1","2013",27.5244,27.5244
"36301","Turks and Caicos Islands","TCA","14_5_1","2001",27.5244,27.5244
"36312","Turks and Caicos Islands","TCA","14_5_1","2014",27.5244,27.5244
"36321","Turks and Caicos Islands","TCA","14_5_1","2018",27.5244,27.5244
"36331","Turks and Caicos Islands","TCA","14_5_1","2005",27.5244,27.5244
"36341","Turks and Caicos Islands","TCA","14_5_1","2000",27.5244,27.5244
"36351","Turks and Caicos Islands","TCA","14_5_1","2004",27.5244,27.5244
"36361","Turks and Caicos Islands","TCA","14_5_1","2015",27.5244,27.5244
