"","Country","Code","Year","SDG_sub","Value"
"1","Albania","ALB",2000,"14_1_1",92.5124113073244
"2","Albania","ALB",2001,"14_1_1",92.5124113073244
"3","Albania","ALB",2002,"14_1_1",88.5113231927096
"4","Albania","ALB",2003,"14_1_1",99.55115272142
"5","Albania","ALB",2004,"14_1_1",78.2649105705801
"6","Albania","ALB",2005,"14_1_1",92.3537279260082
"7","Albania","ALB",2006,"14_1_1",94.9039965543037
"8","Albania","ALB",2007,"14_1_1",91.9116813637703
"9","Albania","ALB",2008,"14_1_1",83.3654478271711
"10","Albania","ALB",2009,"14_1_1",92.9884614512729
"11","Albania","ALB",2010,"14_1_1",76.111350395575
"12","Albania","ALB",2011,"14_1_1",84.1135266248045
"13","Albania","ALB",2012,"14_1_1",92.807109015483
"14","Albania","ALB",2013,"14_1_1",95.5047264978578
"15","Albania","ALB",2014,"14_1_1",97.0008840931245
"16","Albania","ALB",2015,"14_1_1",95.1080180445674
"17","Albania","ALB",2016,"14_1_1",98.2023439802326
"18","Albania","ALB",2017,"14_1_1",97.6111616422451
"19","Albania","ALB",2018,"14_1_1",65.1590465046991
"20","Albania","ALB",2019,"14_1_1",94.9039965543037
"21","Albania","ALB",2020,"14_1_1",94.9039965543037
"22","Albania","ALB",2000,"14_2_1",0
"23","Albania","ALB",2001,"14_2_1",0
"24","Albania","ALB",2002,"14_2_1",0
"25","Albania","ALB",2003,"14_2_1",0
"26","Albania","ALB",2004,"14_2_1",0
"27","Albania","ALB",2005,"14_2_1",0
"28","Albania","ALB",2006,"14_2_1",0
"29","Albania","ALB",2007,"14_2_1",0
"30","Albania","ALB",2008,"14_2_1",0
"31","Albania","ALB",2009,"14_2_1",0
"32","Albania","ALB",2010,"14_2_1",0
"33","Albania","ALB",2011,"14_2_1",0
"34","Albania","ALB",2012,"14_2_1",0
"35","Albania","ALB",2013,"14_2_1",0
"36","Albania","ALB",2014,"14_2_1",0
"37","Albania","ALB",2015,"14_2_1",0
"38","Albania","ALB",2016,"14_2_1",0
"39","Albania","ALB",2017,"14_2_1",0
"40","Albania","ALB",2018,"14_2_1",0
"41","Albania","ALB",2019,"14_2_1",0
"42","Albania","ALB",2020,"14_2_1",0
"43","Albania","ALB",2000,"14_5_1",9.23875
"44","Albania","ALB",2001,"14_5_1",9.23875
"45","Albania","ALB",2002,"14_5_1",9.23875
"46","Albania","ALB",2003,"14_5_1",9.23875
"47","Albania","ALB",2004,"14_5_1",21.51751
"48","Albania","ALB",2005,"14_5_1",33.34536
"49","Albania","ALB",2006,"14_5_1",33.34536
"50","Albania","ALB",2007,"14_5_1",38.68951
"51","Albania","ALB",2008,"14_5_1",38.68951
"52","Albania","ALB",2009,"14_5_1",38.68951
"53","Albania","ALB",2010,"14_5_1",63.3863
"54","Albania","ALB",2011,"14_5_1",63.3863
"55","Albania","ALB",2012,"14_5_1",63.3863
"56","Albania","ALB",2013,"14_5_1",70.65466
"57","Albania","ALB",2014,"14_5_1",70.65466
"58","Albania","ALB",2015,"14_5_1",70.65466
"59","Albania","ALB",2016,"14_5_1",70.69782
"60","Albania","ALB",2017,"14_5_1",70.69782
"61","Albania","ALB",2018,"14_5_1",70.69782
"62","Albania","ALB",2019,"14_5_1",70.69782
"63","Albania","ALB",2020,"14_5_1",70.69782
"64","Albania","ALB",2000,"14_6_1",50
"65","Albania","ALB",2001,"14_6_1",50
"66","Albania","ALB",2002,"14_6_1",50
"67","Albania","ALB",2003,"14_6_1",50
"68","Albania","ALB",2004,"14_6_1",50
"69","Albania","ALB",2005,"14_6_1",50
"70","Albania","ALB",2006,"14_6_1",50
"71","Albania","ALB",2007,"14_6_1",50
"72","Albania","ALB",2008,"14_6_1",50
"73","Albania","ALB",2009,"14_6_1",50
"74","Albania","ALB",2010,"14_6_1",50
"75","Albania","ALB",2011,"14_6_1",50
"76","Albania","ALB",2012,"14_6_1",50
"77","Albania","ALB",2013,"14_6_1",50
"78","Albania","ALB",2014,"14_6_1",50
"79","Albania","ALB",2015,"14_6_1",50
"80","Albania","ALB",2016,"14_6_1",50
"81","Albania","ALB",2017,"14_6_1",50
"82","Albania","ALB",2018,"14_6_1",50
"83","Albania","ALB",2019,"14_6_1",75
"84","Albania","ALB",2020,"14_6_1",100
"85","Albania","ALB",2000,"14_b_1",50
"86","Albania","ALB",2001,"14_b_1",50
"87","Albania","ALB",2002,"14_b_1",50
"88","Albania","ALB",2003,"14_b_1",50
"89","Albania","ALB",2004,"14_b_1",50
"90","Albania","ALB",2005,"14_b_1",50
"91","Albania","ALB",2006,"14_b_1",50
"92","Albania","ALB",2007,"14_b_1",50
"93","Albania","ALB",2008,"14_b_1",50
"94","Albania","ALB",2009,"14_b_1",50
"95","Albania","ALB",2010,"14_b_1",50
"96","Albania","ALB",2011,"14_b_1",50
"97","Albania","ALB",2012,"14_b_1",50
"98","Albania","ALB",2013,"14_b_1",50
"99","Albania","ALB",2014,"14_b_1",50
"100","Albania","ALB",2015,"14_b_1",50
"101","Albania","ALB",2016,"14_b_1",50
"102","Albania","ALB",2017,"14_b_1",50
"103","Albania","ALB",2018,"14_b_1",50
"104","Albania","ALB",2019,"14_b_1",75
"105","Albania","ALB",2020,"14_b_1",100
"106","Argentina","ARG",2000,"14_1_1",60.1257018664569
"107","Argentina","ARG",2001,"14_1_1",58.3688501447421
"108","Argentina","ARG",2002,"14_1_1",57.0880485669759
"109","Argentina","ARG",2003,"14_1_1",53.4609998511779
"110","Argentina","ARG",2004,"14_1_1",57.7907892556618
"111","Argentina","ARG",2005,"14_1_1",58.7315550163219
"112","Argentina","ARG",2006,"14_1_1",59.3379522234944
"113","Argentina","ARG",2007,"14_1_1",58.7258877527035
"114","Argentina","ARG",2008,"14_1_1",57.388413538753
"115","Argentina","ARG",2009,"14_1_1",58.2668393996103
"116","Argentina","ARG",2010,"14_1_1",57.2127283665815
"117","Argentina","ARG",2011,"14_1_1",56.736678222633
"118","Argentina","ARG",2012,"14_1_1",56.0509393248024
"119","Argentina","ARG",2013,"14_1_1",58.4481918354002
"120","Argentina","ARG",2014,"14_1_1",56.7310109590146
"121","Argentina","ARG",2015,"14_1_1",59.1679343149414
"122","Argentina","ARG",2016,"14_1_1",65.3763105338102
"123","Argentina","ARG",2017,"14_1_1",58.21584212164
"124","Argentina","ARG",2018,"14_1_1",58.6690314526666
"125","Argentina","ARG",2019,"14_1_1",57.7622692737171
"126","Argentina","ARG",2020,"14_1_1",57.7622692737171
"127","Argentina","ARG",2000,"14_2_1",0
"128","Argentina","ARG",2001,"14_2_1",0
"129","Argentina","ARG",2002,"14_2_1",0
"130","Argentina","ARG",2003,"14_2_1",0
"131","Argentina","ARG",2004,"14_2_1",0
"132","Argentina","ARG",2005,"14_2_1",0
"133","Argentina","ARG",2006,"14_2_1",0
"134","Argentina","ARG",2007,"14_2_1",0
"135","Argentina","ARG",2008,"14_2_1",0
"136","Argentina","ARG",2009,"14_2_1",0
"137","Argentina","ARG",2010,"14_2_1",0
"138","Argentina","ARG",2011,"14_2_1",0
"139","Argentina","ARG",2012,"14_2_1",0
"140","Argentina","ARG",2013,"14_2_1",0
"141","Argentina","ARG",2014,"14_2_1",0
"142","Argentina","ARG",2015,"14_2_1",0
"143","Argentina","ARG",2016,"14_2_1",0
"144","Argentina","ARG",2017,"14_2_1",0
"145","Argentina","ARG",2018,"14_2_1",0
"146","Argentina","ARG",2019,"14_2_1",0
"147","Argentina","ARG",2020,"14_2_1",0
"148","Argentina","ARG",2000,"14_5_1",28.20771
"149","Argentina","ARG",2001,"14_5_1",31.22474
"150","Argentina","ARG",2002,"14_5_1",31.23497
"151","Argentina","ARG",2003,"14_5_1",31.23497
"152","Argentina","ARG",2004,"14_5_1",33.89184
"153","Argentina","ARG",2005,"14_5_1",36.31643
"154","Argentina","ARG",2006,"14_5_1",36.31643
"155","Argentina","ARG",2007,"14_5_1",36.31643
"156","Argentina","ARG",2008,"14_5_1",36.31643
"157","Argentina","ARG",2009,"14_5_1",38.09875
"158","Argentina","ARG",2010,"14_5_1",38.09875
"159","Argentina","ARG",2011,"14_5_1",38.09875
"160","Argentina","ARG",2012,"14_5_1",38.37897
"161","Argentina","ARG",2013,"14_5_1",38.37897
"162","Argentina","ARG",2014,"14_5_1",38.37897
"163","Argentina","ARG",2015,"14_5_1",38.37897
"164","Argentina","ARG",2016,"14_5_1",40.52593
"165","Argentina","ARG",2017,"14_5_1",40.52593
"166","Argentina","ARG",2018,"14_5_1",40.52593
"167","Argentina","ARG",2019,"14_5_1",40.52593
"168","Argentina","ARG",2020,"14_5_1",40.52593
"169","Argentina","ARG",2000,"14_6_1",50
"170","Argentina","ARG",2001,"14_6_1",50
"171","Argentina","ARG",2002,"14_6_1",50
"172","Argentina","ARG",2003,"14_6_1",50
"173","Argentina","ARG",2004,"14_6_1",50
"174","Argentina","ARG",2005,"14_6_1",50
"175","Argentina","ARG",2006,"14_6_1",50
"176","Argentina","ARG",2007,"14_6_1",50
"177","Argentina","ARG",2008,"14_6_1",50
"178","Argentina","ARG",2009,"14_6_1",50
"179","Argentina","ARG",2010,"14_6_1",50
"180","Argentina","ARG",2011,"14_6_1",50
"181","Argentina","ARG",2012,"14_6_1",50
"182","Argentina","ARG",2013,"14_6_1",50
"183","Argentina","ARG",2014,"14_6_1",50
"184","Argentina","ARG",2015,"14_6_1",50
"185","Argentina","ARG",2016,"14_6_1",50
"186","Argentina","ARG",2017,"14_6_1",50
"187","Argentina","ARG",2018,"14_6_1",50
"188","Argentina","ARG",2019,"14_6_1",75
"189","Argentina","ARG",2020,"14_6_1",100
"190","Argentina","ARG",2000,"14_7_1",0.598745603119949
"191","Argentina","ARG",2001,"14_7_1",0.598745603119949
"192","Argentina","ARG",2002,"14_7_1",0.598745603119949
"193","Argentina","ARG",2003,"14_7_1",0.598745603119949
"194","Argentina","ARG",2004,"14_7_1",0.598745603119949
"195","Argentina","ARG",2005,"14_7_1",0.598745603119949
"196","Argentina","ARG",2006,"14_7_1",0.598745603119949
"197","Argentina","ARG",2007,"14_7_1",0.598745603119949
"198","Argentina","ARG",2008,"14_7_1",0.598745603119949
"199","Argentina","ARG",2009,"14_7_1",0.598745603119949
"200","Argentina","ARG",2010,"14_7_1",0.598745603119949
"201","Argentina","ARG",2011,"14_7_1",0.598745603119949
"202","Argentina","ARG",2012,"14_7_1",0.849071861232298
"203","Argentina","ARG",2013,"14_7_1",0.93624933532933
"204","Argentina","ARG",2014,"14_7_1",0.852648760992276
"205","Argentina","ARG",2015,"14_7_1",0.769048186655222
"206","Argentina","ARG",2016,"14_7_1",0.836949273845959
"207","Argentina","ARG",2017,"14_7_1",0.963000609583396
"208","Argentina","ARG",2018,"14_7_1",1.21663766833247
"209","Argentina","ARG",2019,"14_7_1",1.69952767153947
"210","Argentina","ARG",2020,"14_7_1",1.69952767153947
"211","Argentina","ARG",2020,"14_b_1",50
"212","Antigua and Barbuda","ATG",2000,"14_1_1",98.6330560152336
"213","Antigua and Barbuda","ATG",2001,"14_1_1",96.8308661845714
"214","Antigua and Barbuda","ATG",2002,"14_1_1",96.6268446943078
"215","Antigua and Barbuda","ATG",2003,"14_1_1",81.8692902319044
"216","Antigua and Barbuda","ATG",2004,"14_1_1",90.8008976945572
"217","Antigua and Barbuda","ATG",2005,"14_1_1",99.9705302291841
"218","Antigua and Barbuda","ATG",2006,"14_1_1",99.981864756421
"219","Antigua and Barbuda","ATG",2007,"14_1_1",80.7925101444019
"220","Antigua and Barbuda","ATG",2008,"14_1_1",99.9705302291841
"221","Antigua and Barbuda","ATG",2009,"14_1_1",85.4169972570444
"222","Antigua and Barbuda","ATG",2010,"14_1_1",88.998707863895
"223","Antigua and Barbuda","ATG",2011,"14_1_1",94.4846190465396
"224","Antigua and Barbuda","ATG",2012,"14_1_1",99.9705302291841
"225","Antigua and Barbuda","ATG",2013,"14_1_1",97.9529843810215
"226","Antigua and Barbuda","ATG",2014,"14_1_1",98.5763833790493
"227","Antigua and Barbuda","ATG",2015,"14_1_1",97.8736426903634
"228","Antigua and Barbuda","ATG",2016,"14_1_1",98.9730918323397
"229","Antigua and Barbuda","ATG",2017,"14_1_1",98.4970416883912
"230","Antigua and Barbuda","ATG",2018,"14_1_1",99.9591957019473
"231","Antigua and Barbuda","ATG",2019,"14_1_1",97.8623081631265
"232","Antigua and Barbuda","ATG",2020,"14_1_1",97.8623081631265
"233","Antigua and Barbuda","ATG",2000,"14_2_1",0
"234","Antigua and Barbuda","ATG",2001,"14_2_1",0
"235","Antigua and Barbuda","ATG",2002,"14_2_1",0
"236","Antigua and Barbuda","ATG",2003,"14_2_1",0
"237","Antigua and Barbuda","ATG",2004,"14_2_1",0
"238","Antigua and Barbuda","ATG",2005,"14_2_1",0
"239","Antigua and Barbuda","ATG",2006,"14_2_1",0
"240","Antigua and Barbuda","ATG",2007,"14_2_1",0
"241","Antigua and Barbuda","ATG",2008,"14_2_1",0
"242","Antigua and Barbuda","ATG",2009,"14_2_1",0
"243","Antigua and Barbuda","ATG",2010,"14_2_1",0
"244","Antigua and Barbuda","ATG",2011,"14_2_1",0
"245","Antigua and Barbuda","ATG",2012,"14_2_1",0
"246","Antigua and Barbuda","ATG",2013,"14_2_1",0
"247","Antigua and Barbuda","ATG",2014,"14_2_1",0
"248","Antigua and Barbuda","ATG",2015,"14_2_1",0
"249","Antigua and Barbuda","ATG",2016,"14_2_1",0
"250","Antigua and Barbuda","ATG",2017,"14_2_1",0
"251","Antigua and Barbuda","ATG",2018,"14_2_1",0
