"","X","Country","Code","SDG","Year","Value"
"390",390,"Angola","AGO","14_7_1",2011,6.87878852026242
"391",391,"Angola","AGO","14_7_1",2012,8.0172777159876
"392",392,"Angola","AGO","14_7_1",2013,9.66281850383614
"393",393,"Angola","AGO","14_7_1",2014,13.5890325216009
"394",394,"Angola","AGO","14_7_1",2015,17.5152465393656
"395",395,"Angola","AGO","14_7_1",2016,18.8172109911053
"396",396,"Angola","AGO","14_7_1",2017,19.632279458564
"397",397,"Angola","AGO","14_7_1",2018,19.632279458564
"398",398,"Angola","AGO","14_7_1",2019,19.632279458564
"399",399,"Angola","AGO","14_7_1",2020,19.632279458564
"400",400,"Angola","AGO","14_a_1",2000,NA
"401",401,"Angola","AGO","14_a_1",2001,NA
"402",402,"Angola","AGO","14_a_1",2002,NA
"403",403,"Angola","AGO","14_a_1",2003,NA
"404",404,"Angola","AGO","14_a_1",2004,NA
"405",405,"Angola","AGO","14_a_1",2005,NA
"406",406,"Angola","AGO","14_a_1",2006,NA
"407",407,"Angola","AGO","14_a_1",2007,NA
"408",408,"Angola","AGO","14_a_1",2008,NA
"409",409,"Angola","AGO","14_a_1",2009,NA
"410",410,"Angola","AGO","14_a_1",2010,NA
"411",411,"Angola","AGO","14_a_1",2011,NA
"412",412,"Angola","AGO","14_a_1",2012,NA
"413",413,"Angola","AGO","14_a_1",2013,NA
"414",414,"Angola","AGO","14_a_1",2014,NA
"415",415,"Angola","AGO","14_a_1",2015,NA
"416",416,"Angola","AGO","14_a_1",2016,NA
"417",417,"Angola","AGO","14_a_1",2017,NA
"418",418,"Angola","AGO","14_a_1",2018,NA
"419",419,"Angola","AGO","14_a_1",2019,NA
"420",420,"Angola","AGO","14_a_1",2020,NA
"421",421,"Angola","AGO","14_b_1",2000,NA
"422",422,"Angola","AGO","14_b_1",2001,NA
"423",423,"Angola","AGO","14_b_1",2002,NA
"424",424,"Angola","AGO","14_b_1",2003,NA
"425",425,"Angola","AGO","14_b_1",2004,NA
"426",426,"Angola","AGO","14_b_1",2005,NA
"427",427,"Angola","AGO","14_b_1",2006,NA
"428",428,"Angola","AGO","14_b_1",2007,NA
"429",429,"Angola","AGO","14_b_1",2008,NA
"430",430,"Angola","AGO","14_b_1",2009,NA
"431",431,"Angola","AGO","14_b_1",2010,NA
"432",432,"Angola","AGO","14_b_1",2011,NA
"433",433,"Angola","AGO","14_b_1",2012,NA
"434",434,"Angola","AGO","14_b_1",2013,NA
"435",435,"Angola","AGO","14_b_1",2014,NA
"436",436,"Angola","AGO","14_b_1",2015,NA
"437",437,"Angola","AGO","14_b_1",2016,NA
"438",438,"Angola","AGO","14_b_1",2017,NA
"439",439,"Angola","AGO","14_b_1",2018,NA
"440",440,"Angola","AGO","14_b_1",2019,NA
"441",441,"Angola","AGO","14_b_1",2020,NA
"36646",36646,"Angola","AGO","14_2_1",2000,0
"36647",36647,"Angola","AGO","14_2_1",2001,0
"36648",36648,"Angola","AGO","14_2_1",2002,0
"36649",36649,"Angola","AGO","14_2_1",2003,0
"36650",36650,"Angola","AGO","14_2_1",2004,0
"36651",36651,"Angola","AGO","14_2_1",2005,0
"36652",36652,"Angola","AGO","14_2_1",2006,0
"36653",36653,"Angola","AGO","14_2_1",2007,0
"36654",36654,"Angola","AGO","14_2_1",2008,0
"36655",36655,"Angola","AGO","14_2_1",2009,0
"36656",36656,"Angola","AGO","14_2_1",2010,0
"36657",36657,"Angola","AGO","14_2_1",2011,0
"36658",36658,"Angola","AGO","14_2_1",2012,0
"36659",36659,"Angola","AGO","14_2_1",2013,0
"36660",36660,"Angola","AGO","14_2_1",2014,0
"36661",36661,"Angola","AGO","14_2_1",2015,0
"36662",36662,"Angola","AGO","14_2_1",2016,0
"36663",36663,"Angola","AGO","14_2_1",2017,0
"36664",36664,"Angola","AGO","14_2_1",2018,0
"36665",36665,"Angola","AGO","14_2_1",2019,0
"36666",36666,"Angola","AGO","14_2_1",2020,0
"442",442,"Anguilla","AIA","14_1_1_1",2000,NA
"443",443,"Anguilla","AIA","14_1_1_1",2001,NA
"444",444,"Anguilla","AIA","14_1_1_1",2002,NA
"445",445,"Anguilla","AIA","14_1_1_1",2003,NA
"446",446,"Anguilla","AIA","14_1_1_1",2004,NA
"447",447,"Anguilla","AIA","14_1_1_1",2005,NA
"448",448,"Anguilla","AIA","14_1_1_1",2006,NA
"449",449,"Anguilla","AIA","14_1_1_1",2007,NA
"450",450,"Anguilla","AIA","14_1_1_1",2008,NA
"451",451,"Anguilla","AIA","14_1_1_1",2009,NA
"452",452,"Anguilla","AIA","14_1_1_1",2010,NA
"453",453,"Anguilla","AIA","14_1_1_1",2011,NA
"454",454,"Anguilla","AIA","14_1_1_1",2012,NA
"455",455,"Anguilla","AIA","14_1_1_1",2013,NA
"456",456,"Anguilla","AIA","14_1_1_1",2014,NA
"457",457,"Anguilla","AIA","14_1_1_1",2015,NA
"458",458,"Anguilla","AIA","14_1_1_1",2016,NA
"459",459,"Anguilla","AIA","14_1_1_1",2017,NA
"460",460,"Anguilla","AIA","14_1_1_1",2018,NA
"461",461,"Anguilla","AIA","14_1_1_1",2019,NA
"462",462,"Anguilla","AIA","14_1_1_1",2020,NA
"463",463,"Anguilla","AIA","14_1_1_2",2000,97.5902795094417
"464",464,"Anguilla","AIA","14_1_1_2",2001,97.9756534354952
"465",465,"Anguilla","AIA","14_1_1_2",2002,96.6835173304921
"466",466,"Anguilla","AIA","14_1_1_2",2003,98.3950309432594
"467",467,"Anguilla","AIA","14_1_1_2",2004,92.4670731983769
"468",468,"Anguilla","AIA","14_1_1_2",2005,99.5284836669463
"469",469,"Anguilla","AIA","14_1_1_2",2006,99.9591957019473
"470",470,"Anguilla","AIA","14_1_1_2",2007,88.2732981207354
"471",471,"Anguilla","AIA","14_1_1_2",2008,99.9705302291841
"472",472,"Anguilla","AIA","14_1_1_2",2009,78.9336476775554
"473",473,"Anguilla","AIA","14_1_1_2",2010,90.6535488404779
"474",474,"Anguilla","AIA","14_1_1_2",2011,99.981864756421
"475",475,"Anguilla","AIA","14_1_1_2",2012,99.981864756421
"476",476,"Anguilla","AIA","14_1_1_2",2013,98.4630381066806
"477",477,"Anguilla","AIA","14_1_1_2",2014,99.981864756421
"478",478,"Anguilla","AIA","14_1_1_2",2015,98.2703511436538
"479",479,"Anguilla","AIA","14_1_1_2",2016,99.6191598848412
"480",480,"Anguilla","AIA","14_1_1_2",2017,98.8937501416816
"481",481,"Anguilla","AIA","14_1_1_2",2018,99.2791240677351
"482",482,"Anguilla","AIA","14_1_1_2",2019,99.6304944120781
"483",483,"Anguilla","AIA","14_1_1_2",2020,99.6304944120781
"484",484,"Anguilla","AIA","14_5_1",2000,13.31575
"485",485,"Anguilla","AIA","14_5_1",2001,13.31575
"486",486,"Anguilla","AIA","14_5_1",2002,13.31575
"487",487,"Anguilla","AIA","14_5_1",2003,13.31575
"488",488,"Anguilla","AIA","14_5_1",2004,13.31575
"489",489,"Anguilla","AIA","14_5_1",2005,13.31575
"490",490,"Anguilla","AIA","14_5_1",2006,13.31575
"491",491,"Anguilla","AIA","14_5_1",2007,13.31575
"492",492,"Anguilla","AIA","14_5_1",2008,13.31575
"493",493,"Anguilla","AIA","14_5_1",2009,13.31575
"494",494,"Anguilla","AIA","14_5_1",2010,13.31575
"495",495,"Anguilla","AIA","14_5_1",2011,13.31575
"496",496,"Anguilla","AIA","14_5_1",2012,13.31575
"497",497,"Anguilla","AIA","14_5_1",2013,13.31575
"498",498,"Anguilla","AIA","14_5_1",2014,13.31575
"499",499,"Anguilla","AIA","14_5_1",2015,13.31575
"500",500,"Anguilla","AIA","14_5_1",2016,13.31575
"501",501,"Anguilla","AIA","14_5_1",2017,13.31575
"502",502,"Anguilla","AIA","14_5_1",2018,13.43641
"503",503,"Anguilla","AIA","14_5_1",2019,13.43641
"504",504,"Anguilla","AIA","14_5_1",2020,13.43641
"505",505,"Anguilla","AIA","14_6_1",2000,NA
"506",506,"Anguilla","AIA","14_6_1",2001,NA
"507",507,"Anguilla","AIA","14_6_1",2002,NA
"508",508,"Anguilla","AIA","14_6_1",2003,NA
"509",509,"Anguilla","AIA","14_6_1",2004,NA
"510",510,"Anguilla","AIA","14_6_1",2005,NA
"511",511,"Anguilla","AIA","14_6_1",2006,NA
"512",512,"Anguilla","AIA","14_6_1",2007,NA
"513",513,"Anguilla","AIA","14_6_1",2008,NA
"514",514,"Anguilla","AIA","14_6_1",2009,NA
"515",515,"Anguilla","AIA","14_6_1",2010,NA
"516",516,"Anguilla","AIA","14_6_1",2011,NA
"517",517,"Anguilla","AIA","14_6_1",2012,NA
"518",518,"Anguilla","AIA","14_6_1",2013,NA
"519",519,"Anguilla","AIA","14_6_1",2014,NA
"520",520,"Anguilla","AIA","14_6_1",2015,NA
"521",521,"Anguilla","AIA","14_6_1",2016,NA
"522",522,"Anguilla","AIA","14_6_1",2017,NA
"523",523,"Anguilla","AIA","14_6_1",2018,NA
"524",524,"Anguilla","AIA","14_6_1",2019,NA
"525",525,"Anguilla","AIA","14_6_1",2020,NA
"526",526,"Anguilla","AIA","14_7_1",2000,9.27291003096039
"527",527,"Anguilla","AIA","14_7_1",2001,9.27291003096039
"528",528,"Anguilla","AIA","14_7_1",2002,9.27291003096039
"529",529,"Anguilla","AIA","14_7_1",2003,9.27291003096039
"530",530,"Anguilla","AIA","14_7_1",2004,9.27291003096039
"531",531,"Anguilla","AIA","14_7_1",2005,9.27291003096039
"532",532,"Anguilla","AIA","14_7_1",2006,9.27291003096039
"533",533,"Anguilla","AIA","14_7_1",2007,9.27291003096039
"534",534,"Anguilla","AIA","14_7_1",2008,9.27291003096039
"535",535,"Anguilla","AIA","14_7_1",2009,9.27291003096039
"536",536,"Anguilla","AIA","14_7_1",2010,9.27291003096039
"537",537,"Anguilla","AIA","14_7_1",2011,9.27291003096039
"538",538,"Anguilla","AIA","14_7_1",2012,8.21276972056839
"539",539,"Anguilla","AIA","14_7_1",2013,7.89006923493596
"540",540,"Anguilla","AIA","14_7_1",2014,8.14215349855428
"541",541,"Anguilla","AIA","14_7_1",2015,8.47289707186754
"542",542,"Anguilla","AIA","14_7_1",2016,8.8568507558339
"543",543,"Anguilla","AIA","14_7_1",2017,9.33221169942015
"544",544,"Anguilla","AIA","14_7_1",2018,9.89897990262628
"545",545,"Anguilla","AIA","14_7_1",2019,10.5571553654523
"546",546,"Anguilla","AIA","14_7_1",2020,10.5571553654523
"547",547,"Anguilla","AIA","14_a_1",2000,NA
"548",548,"Anguilla","AIA","14_a_1",2001,NA
"549",549,"Anguilla","AIA","14_a_1",2002,NA
"550",550,"Anguilla","AIA","14_a_1",2003,NA
"551",551,"Anguilla","AIA","14_a_1",2004,NA
"552",552,"Anguilla","AIA","14_a_1",2005,NA
"553",553,"Anguilla","AIA","14_a_1",2006,NA
"554",554,"Anguilla","AIA","14_a_1",2007,NA
"555",555,"Anguilla","AIA","14_a_1",2008,NA
"556",556,"Anguilla","AIA","14_a_1",2009,NA
"557",557,"Anguilla","AIA","14_a_1",2010,NA
"558",558,"Anguilla","AIA","14_a_1",2011,NA
"559",559,"Anguilla","AIA","14_a_1",2012,NA
"560",560,"Anguilla","AIA","14_a_1",2013,NA
"561",561,"Anguilla","AIA","14_a_1",2014,NA
"562",562,"Anguilla","AIA","14_a_1",2015,NA
"563",563,"Anguilla","AIA","14_a_1",2016,NA
"564",564,"Anguilla","AIA","14_a_1",2017,NA
"565",565,"Anguilla","AIA","14_a_1",2018,NA
"566",566,"Anguilla","AIA","14_a_1",2019,NA
"567",567,"Anguilla","AIA","14_a_1",2020,NA
"568",568,"Anguilla","AIA","14_b_1",2000,NA
"569",569,"Anguilla","AIA","14_b_1",2001,NA
"570",570,"Anguilla","AIA","14_b_1",2002,NA
"571",571,"Anguilla","AIA","14_b_1",2003,NA
"572",572,"Anguilla","AIA","14_b_1",2004,NA
"573",573,"Anguilla","AIA","14_b_1",2005,NA
"574",574,"Anguilla","AIA","14_b_1",2006,NA
"575",575,"Anguilla","AIA","14_b_1",2007,NA
"576",576,"Anguilla","AIA","14_b_1",2008,NA
"577",577,"Anguilla","AIA","14_b_1",2009,NA
"578",578,"Anguilla","AIA","14_b_1",2010,NA
"579",579,"Anguilla","AIA","14_b_1",2011,NA
"580",580,"Anguilla","AIA","14_b_1",2012,NA
"581",581,"Anguilla","AIA","14_b_1",2013,NA
"582",582,"Anguilla","AIA","14_b_1",2014,NA
"583",583,"Anguilla","AIA","14_b_1",2015,NA
"584",584,"Anguilla","AIA","14_b_1",2016,NA
"585",585,"Anguilla","AIA","14_b_1",2017,NA
"586",586,"Anguilla","AIA","14_b_1",2018,NA
"587",587,"Anguilla","AIA","14_b_1",2019,NA
"588",588,"Anguilla","AIA","14_b_1",2020,NA
"36667",36667,"Anguilla","AIA","14_2_1",2000,0
"36668",36668,"Anguilla","AIA","14_2_1",2001,0
"36669",36669,"Anguilla","AIA","14_2_1",2002,0
"36670",36670,"Anguilla","AIA","14_2_1",2003,0
"36671",36671,"Anguilla","AIA","14_2_1",2004,0
"36672",36672,"Anguilla","AIA","14_2_1",2005,0
"36673",36673,"Anguilla","AIA","14_2_1",2006,0
"36674",36674,"Anguilla","AIA","14_2_1",2007,0
"36675",36675,"Anguilla","AIA","14_2_1",2008,0
"36676",36676,"Anguilla","AIA","14_2_1",2009,0
"36677",36677,"Anguilla","AIA","14_2_1",2010,0
"36678",36678,"Anguilla","AIA","14_2_1",2011,0
"36679",36679,"Anguilla","AIA","14_2_1",2012,0
"36680",36680,"Anguilla","AIA","14_2_1",2013,0
"36681",36681,"Anguilla","AIA","14_2_1",2014,0
"36682",36682,"Anguilla","AIA","14_2_1",2015,0
"36683",36683,"Anguilla","AIA","14_2_1",2016,0
"36684",36684,"Anguilla","AIA","14_2_1",2017,0
"36685",36685,"Anguilla","AIA","14_2_1",2018,0
"36686",36686,"Anguilla","AIA","14_2_1",2019,0
"36687",36687,"Anguilla","AIA","14_2_1",2020,0
"736",736,"Albania","ALB","14_1_1_1",2000,NA
"737",737,"Albania","ALB","14_1_1_1",2001,NA
"738",738,"Albania","ALB","14_1_1_1",2002,NA
"739",739,"Albania","ALB","14_1_1_1",2003,NA
"740",740,"Albania","ALB","14_1_1_1",2004,NA
"741",741,"Albania","ALB","14_1_1_1",2005,NA
"742",742,"Albania","ALB","14_1_1_1",2006,NA
"743",743,"Albania","ALB","14_1_1_1",2007,NA
"744",744,"Albania","ALB","14_1_1_1",2008,NA
"745",745,"Albania","ALB","14_1_1_1",2009,NA
"746",746,"Albania","ALB","14_1_1_1",2010,NA
"747",747,"Albania","ALB","14_1_1_1",2011,NA
"748",748,"Albania","ALB","14_1_1_1",2012,NA
"749",749,"Albania","ALB","14_1_1_1",2013,NA
"750",750,"Albania","ALB","14_1_1_1",2014,NA
"751",751,"Albania","ALB","14_1_1_1",2015,NA
"752",752,"Albania","ALB","14_1_1_1",2016,NA
"753",753,"Albania","ALB","14_1_1_1",2017,NA
"754",754,"Albania","ALB","14_1_1_1",2018,35.4140964550945
"755",755,"Albania","ALB","14_1_1_1",2019,NA
"756",756,"Albania","ALB","14_1_1_1",2020,NA
"757",757,"Albania","ALB","14_1_1_2",2000,92.5124113073244
"758",758,"Albania","ALB","14_1_1_2",2001,92.5124113073244
"759",759,"Albania","ALB","14_1_1_2",2002,88.5113231927096
"760",760,"Albania","ALB","14_1_1_2",2003,99.55115272142
"761",761,"Albania","ALB","14_1_1_2",2004,78.2649105705801
"762",762,"Albania","ALB","14_1_1_2",2005,92.3537279260082
"763",763,"Albania","ALB","14_1_1_2",2006,94.9039965543037
"764",764,"Albania","ALB","14_1_1_2",2007,91.9116813637703
"765",765,"Albania","ALB","14_1_1_2",2008,83.3654478271711
"766",766,"Albania","ALB","14_1_1_2",2009,92.9884614512729
"767",767,"Albania","ALB","14_1_1_2",2010,76.111350395575
"768",768,"Albania","ALB","14_1_1_2",2011,84.1135266248045
"769",769,"Albania","ALB","14_1_1_2",2012,92.807109015483
"770",770,"Albania","ALB","14_1_1_2",2013,95.5047264978578
"771",771,"Albania","ALB","14_1_1_2",2014,97.0008840931245
"772",772,"Albania","ALB","14_1_1_2",2015,95.1080180445674
"773",773,"Albania","ALB","14_1_1_2",2016,98.2023439802326
"774",774,"Albania","ALB","14_1_1_2",2017,97.6111616422451
"775",775,"Albania","ALB","14_1_1_2",2018,94.9039965543037
"776",776,"Albania","ALB","14_1_1_2",2019,94.9039965543037
"777",777,"Albania","ALB","14_1_1_2",2020,94.9039965543037
"778",778,"Albania","ALB","14_5_1",2000,9.23875
"779",779,"Albania","ALB","14_5_1",2001,9.23875
"780",780,"Albania","ALB","14_5_1",2002,9.23875
"781",781,"Albania","ALB","14_5_1",2003,9.23875
"782",782,"Albania","ALB","14_5_1",2004,21.51751
"783",783,"Albania","ALB","14_5_1",2005,33.34536
"784",784,"Albania","ALB","14_5_1",2006,33.34536
"785",785,"Albania","ALB","14_5_1",2007,38.68951
"786",786,"Albania","ALB","14_5_1",2008,38.68951
"787",787,"Albania","ALB","14_5_1",2009,38.68951
"788",788,"Albania","ALB","14_5_1",2010,63.3863
"789",789,"Albania","ALB","14_5_1",2011,63.3863
"790",790,"Albania","ALB","14_5_1",2012,63.3863
"791",791,"Albania","ALB","14_5_1",2013,70.65466
"792",792,"Albania","ALB","14_5_1",2014,70.65466
"793",793,"Albania","ALB","14_5_1",2015,70.65466
"794",794,"Albania","ALB","14_5_1",2016,70.69782
"795",795,"Albania","ALB","14_5_1",2017,70.69782
"796",796,"Albania","ALB","14_5_1",2018,70.69782
"797",797,"Albania","ALB","14_5_1",2019,70.69782
"798",798,"Albania","ALB","14_5_1",2020,70.69782
"799",799,"Albania","ALB","14_6_1",2000,50
"800",800,"Albania","ALB","14_6_1",2001,50
"801",801,"Albania","ALB","14_6_1",2002,50
"802",802,"Albania","ALB","14_6_1",2003,50
"803",803,"Albania","ALB","14_6_1",2004,50
"804",804,"Albania","ALB","14_6_1",2005,50
"805",805,"Albania","ALB","14_6_1",2006,50
"806",806,"Albania","ALB","14_6_1",2007,50
"807",807,"Albania","ALB","14_6_1",2008,50
"808",808,"Albania","ALB","14_6_1",2009,50
"809",809,"Albania","ALB","14_6_1",2010,50
"810",810,"Albania","ALB","14_6_1",2011,50
"811",811,"Albania","ALB","14_6_1",2012,50
"812",812,"Albania","ALB","14_6_1",2013,50
"813",813,"Albania","ALB","14_6_1",2014,50
"814",814,"Albania","ALB","14_6_1",2015,50
"815",815,"Albania","ALB","14_6_1",2016,50
"816",816,"Albania","ALB","14_6_1",2017,50
"817",817,"Albania","ALB","14_6_1",2018,50
"818",818,"Albania","ALB","14_6_1",2019,75
"819",819,"Albania","ALB","14_6_1",2020,100
"820",820,"Albania","ALB","14_7_1",2000,NA
"821",821,"Albania","ALB","14_7_1",2001,NA
"822",822,"Albania","ALB","14_7_1",2002,NA
"823",823,"Albania","ALB","14_7_1",2003,NA
"824",824,"Albania","ALB","14_7_1",2004,NA
"825",825,"Albania","ALB","14_7_1",2005,NA
"826",826,"Albania","ALB","14_7_1",2006,NA
"827",827,"Albania","ALB","14_7_1",2007,NA
"828",828,"Albania","ALB","14_7_1",2008,NA
"829",829,"Albania","ALB","14_7_1",2009,NA
"830",830,"Albania","ALB","14_7_1",2010,NA
"831",831,"Albania","ALB","14_7_1",2011,NA
"832",832,"Albania","ALB","14_7_1",2012,NA
"833",833,"Albania","ALB","14_7_1",2013,NA
"834",834,"Albania","ALB","14_7_1",2014,NA
"835",835,"Albania","ALB","14_7_1",2015,NA
"836",836,"Albania","ALB","14_7_1",2016,NA
"837",837,"Albania","ALB","14_7_1",2017,NA
"838",838,"Albania","ALB","14_7_1",2018,NA
"839",839,"Albania","ALB","14_7_1",2019,NA
"840",840,"Albania","ALB","14_7_1",2020,NA
"841",841,"Albania","ALB","14_a_1",2000,NA
"842",842,"Albania","ALB","14_a_1",2001,NA
"843",843,"Albania","ALB","14_a_1",2002,NA
"844",844,"Albania","ALB","14_a_1",2003,NA
"845",845,"Albania","ALB","14_a_1",2004,NA
"846",846,"Albania","ALB","14_a_1",2005,NA
"847",847,"Albania","ALB","14_a_1",2006,NA
"848",848,"Albania","ALB","14_a_1",2007,NA
"849",849,"Albania","ALB","14_a_1",2008,NA
"850",850,"Albania","ALB","14_a_1",2009,NA
"851",851,"Albania","ALB","14_a_1",2010,NA
"852",852,"Albania","ALB","14_a_1",2011,NA
"853",853,"Albania","ALB","14_a_1",2012,NA
"854",854,"Albania","ALB","14_a_1",2013,NA
"855",855,"Albania","ALB","14_a_1",2014,NA
"856",856,"Albania","ALB","14_a_1",2015,NA
"857",857,"Albania","ALB","14_a_1",2016,NA
"858",858,"Albania","ALB","14_a_1",2017,NA
"859",859,"Albania","ALB","14_a_1",2018,NA
"860",860,"Albania","ALB","14_a_1",2019,NA
"861",861,"Albania","ALB","14_a_1",2020,NA
"862",862,"Albania","ALB","14_b_1",2000,50
"863",863,"Albania","ALB","14_b_1",2001,50
"864",864,"Albania","ALB","14_b_1",2002,50
"865",865,"Albania","ALB","14_b_1",2003,50
"866",866,"Albania","ALB","14_b_1",2004,50
"867",867,"Albania","ALB","14_b_1",2005,50
"868",868,"Albania","ALB","14_b_1",2006,50
"869",869,"Albania","ALB","14_b_1",2007,50
"870",870,"Albania","ALB","14_b_1",2008,50
"871",871,"Albania","ALB","14_b_1",2009,50
"872",872,"Albania","ALB","14_b_1",2010,50
"873",873,"Albania","ALB","14_b_1",2011,50
"874",874,"Albania","ALB","14_b_1",2012,50
"875",875,"Albania","ALB","14_b_1",2013,50
"876",876,"Albania","ALB","14_b_1",2014,50
"877",877,"Albania","ALB","14_b_1",2015,50
"878",878,"Albania","ALB","14_b_1",2016,50
"879",879,"Albania","ALB","14_b_1",2017,50
"880",880,"Albania","ALB","14_b_1",2018,50
"881",881,"Albania","ALB","14_b_1",2019,75
"882",882,"Albania","ALB","14_b_1",2020,100
"36709",36709,"Albania","ALB","14_2_1",2000,0
"36710",36710,"Albania","ALB","14_2_1",2001,0
"36711",36711,"Albania","ALB","14_2_1",2002,0
"36712",36712,"Albania","ALB","14_2_1",2003,0
"36713",36713,"Albania","ALB","14_2_1",2004,0
