"","Entity","Code","SDG","Year","value","value_norm"
"449","Switzerland","CHE","14_1_1_1",2015,5934498,0.235582573627577
"450","Switzerland","CHE","14_1_1_1",2017,1317600,0.352187604499899
"451","Switzerland","CHE","14_1_1_1",2018,123206,0.535792554449374
"452","Tanzania","TZA","14_1_1_1",2016,41173753,0.085502488051706
"453","Tanzania","TZA","14_1_1_1",2017,14546454,0.166116783711444
"454","Tanzania","TZA","14_1_1_1",2018,88635,0.561309096535166
"455","Thailand","THA","14_1_1_1",2016,447946,0.435780287392033
"456","Thailand","THA","14_1_1_1",2017,519666,0.424273461593022
"457","Thailand","THA","14_1_1_1",2018,804727,0.390390181743903
"458","Timor","TLS","14_1_1_1",2016,172592,0.509676182897051
"459","Tonga","TON","14_1_1_1",2017,630051,0.40934970347727
"460","Trinidad and Tobago","TTO","14_1_1_1",2016,1517814,0.341227350582979
"461","Trinidad and Tobago","TTO","14_1_1_1",2017,2355550,0.307174675400171
"462","Trinidad and Tobago","TTO","14_1_1_1",2018,3285571,0.281391968511226
"463","Tunisia","TUN","14_1_1_1",2019,1040778,0.370460736730881
"464","Turkey","TUR","14_1_1_1",2016,2511675,0.302202352415255
"465","Turkey","TUR","14_1_1_1",2017,5753343,0.237984557550123
"466","Turkey","TUR","14_1_1_1",2018,451999,0.435082404011083
"467","Turkey","TUR","14_1_1_1",2019,183296,0.505014067177357
"468","Turkey","TUR","14_1_1_1",2020,12194,0.714996976530438
"469","Ukraine","UKR","14_1_1_1",2017,11372,0.720404288825092
"470","Ukraine","UKR","14_1_1_1",2018,1229709,0.357536381485012
"471","Ukraine","UKR","14_1_1_1",2020,1421200,0.346323172044173
"472","United Arab Emirates","ARE","14_1_1_1",2016,1807540,0.327691940677081
"473","United Arab Emirates","ARE","14_1_1_1",2017,9460278,0.199452178954314
"474","United Arab Emirates","ARE","14_1_1_1",2018,716678,0.399368281886844
"475","United Kingdom","GBR","14_1_1_1",2015,954398,0.377173832477341
"476","United Kingdom","GBR","14_1_1_1",2016,1180157,0.360723137369613
"477","United Kingdom","GBR","14_1_1_1",2017,505209,0.426459487852406
"478","United Kingdom","GBR","14_1_1_1",2018,1151873,0.362602658777253
"479","United Kingdom","GBR","14_1_1_1",2019,26712,0.654239617254701
"480","United States","USA","14_1_1_1",2015,7717,0.750445471159501
"481","United States","USA","14_1_1_1",2016,203851,0.496778956356839
"482","United States","USA","14_1_1_1",2017,214112,0.492973923531026
"483","United States","USA","14_1_1_1",2018,119956,0.537863805785615
"484","United States","USA","14_1_1_1",2019,1510,0.876839743708572
"485","United States","USA","14_1_1_1",2020,2114,0.850769894197335
"486","United States Virgin Islands","VIR","14_1_1_1",2015,48352,0.608263431363032
"487","United States Virgin Islands","VIR","14_1_1_1",2016,1042555,0.370328562094347
"488","United States Virgin Islands","VIR","14_1_1_1",2017,864228,0.384863263684063
"489","United States Virgin Islands","VIR","14_1_1_1",2018,453534,0.434819725951876
"490","Uruguay","URY","14_1_1_1",2016,560363,0.418431590892376
"491","Uruguay","URY","14_1_1_1",2017,483382,0.429881387471504
"492","Uruguay","URY","14_1_1_1",2018,244069,0.482827791064866
"493","Vanuatu","VUT","14_1_1_1",2016,535071,0.4220100283475
"494","Vanuatu","VUT","14_1_1_1",2017,684594,0.402916916280983
"495","Vanuatu","VUT","14_1_1_1",2018,696651,0.401564224479547
"496","Venezuela","VEN","14_1_1_1",2016,1614656,0.336435155008812
"497","Venezuela","VEN","14_1_1_1",2017,2192921,0.312717575043104
"498","Venezuela","VEN","14_1_1_1",2018,2108750,0.315750069496998
"499","Vietnam","VNM","14_1_1_1",2016,3446296,0.277691559478046
"500","Vietnam","VNM","14_1_1_1",2017,2302819,0.30892883843751
