"","Country","Code","SDG","Year","Value"
"1407","Georgia","GEO","14_1_1_2","2001",68.39
"1408","Georgia","GEO","14_1_1_2","2002",95.69
"1409","Georgia","GEO","14_1_1_2","2003",95.87
"1410","Georgia","GEO","14_1_1_2","2004",99.22
"1411","Georgia","GEO","14_1_1_2","2005",99.27
"1412","Georgia","GEO","14_1_1_2","2007",98.87
"1413","Georgia","GEO","14_1_1_2","2008",95.94
"1414","Georgia","GEO","14_1_1_2","2009",99.81
"1415","Georgia","GEO","14_1_1_2","2010",99.32
"1416","Georgia","GEO","14_1_1_2","2011",99.32
"1417","Georgia","GEO","14_1_1_2","2012",99.61
"1418","Georgia","GEO","14_1_1_2","2014",99.61
"1419","Georgia","GEO","14_1_1_2","2015",98.64
"1420","Georgia","GEO","14_1_1_2","2016",99.32
"1421","Georgia","GEO","14_1_1_2","2018",99.47
"1422","Georgia","GEO","14_1_1_2","2019",98.35
"1423","Germany","DEU","14_1_1_2","2000",94.44
"1424","Germany","DEU","14_1_1_2","2001",97.01
"1425","Germany","DEU","14_1_1_2","2002",94.41
"1426","Germany","DEU","14_1_1_2","2003",98.21
"1427","Germany","DEU","14_1_1_2","2004",94.51
"1428","Germany","DEU","14_1_1_2","2005",94.81
"1429","Germany","DEU","14_1_1_2","2006",96.01
"1430","Germany","DEU","14_1_1_2","2007",95.56
"1431","Germany","DEU","14_1_1_2","2008",94.49
"1432","Germany","DEU","14_1_1_2","2009",93.43
"1433","Germany","DEU","14_1_1_2","2010",98.67
"1434","Germany","DEU","14_1_1_2","2011",98.66
"1435","Germany","DEU","14_1_1_2","2012",97.31
"1436","Germany","DEU","14_1_1_2","2013",95.59
"1437","Germany","DEU","14_1_1_2","2014",97.4
"1438","Germany","DEU","14_1_1_2","2015",97.46
"1439","Germany","DEU","14_1_1_2","2016",98.22
"1440","Germany","DEU","14_1_1_2","2017",98.77
"1441","Germany","DEU","14_1_1_2","2018",97.14
"1442","Germany","DEU","14_1_1_2","2019",98.42
"1443","Ghana","GHA","14_1_1_2","2000",97.41
"1444","Ghana","GHA","14_1_1_2","2001",97.92
"1445","Ghana","GHA","14_1_1_2","2002",95.78
"1446","Ghana","GHA","14_1_1_2","2003",94.29
"1447","Ghana","GHA","14_1_1_2","2004",97.74
"1448","Ghana","GHA","14_1_1_2","2005",95.49
"1449","Ghana","GHA","14_1_1_2","2006",97.47
"1450","Ghana","GHA","14_1_1_2","2007",99.22
"1451","Ghana","GHA","14_1_1_2","2008",93.27
"1452","Ghana","GHA","14_1_1_2","2009",97.8
"1453","Ghana","GHA","14_1_1_2","2010",98.73
"1454","Ghana","GHA","14_1_1_2","2011",97.8
"1455","Ghana","GHA","14_1_1_2","2012",99
"1456","Ghana","GHA","14_1_1_2","2013",99.01
"1457","Ghana","GHA","14_1_1_2","2014",98.4
"1458","Ghana","GHA","14_1_1_2","2015",99.44
"1459","Ghana","GHA","14_1_1_2","2016",98.73
"1460","Ghana","GHA","14_1_1_2","2017",97.88
"1461","Ghana","GHA","14_1_1_2","2018",96.55
"1462","Ghana","GHA","14_1_1_2","2019",97.57
"1463","Greece","GRC","14_1_1_2","2000",99.73
"1464","Greece","GRC","14_1_1_2","2001",99.86
"1465","Greece","GRC","14_1_1_2","2002",99.9
"1466","Greece","GRC","14_1_1_2","2003",97.22
"1467","Greece","GRC","14_1_1_2","2004",99.77
"1468","Greece","GRC","14_1_1_2","2005",99.69
"1469","Greece","GRC","14_1_1_2","2006",99.11
"1470","Greece","GRC","14_1_1_2","2007",98.67
"1471","Greece","GRC","14_1_1_2","2008",99.47
"1472","Greece","GRC","14_1_1_2","2009",99.95
"1473","Greece","GRC","14_1_1_2","2010",99.8
"1474","Greece","GRC","14_1_1_2","2011",99.07
"1475","Greece","GRC","14_1_1_2","2012",99.59
"1476","Greece","GRC","14_1_1_2","2013",99.9
"1477","Greece","GRC","14_1_1_2","2014",99.73
"1478","Greece","GRC","14_1_1_2","2015",99.61
"1479","Greece","GRC","14_1_1_2","2016",99.95
"1480","Greece","GRC","14_1_1_2","2017",97.48
"1481","Greece","GRC","14_1_1_2","2018",99.69
"1482","Greece","GRC","14_1_1_2","2019",99.93
"1483","Greenland","GRL","14_1_1_2","2000",98.07
"1484","Greenland","GRL","14_1_1_2","2001",98.15
"1485","Greenland","GRL","14_1_1_2","2002",97.91
"1486","Greenland","GRL","14_1_1_2","2003",97.46
"1487","Greenland","GRL","14_1_1_2","2004",97.13
"1488","Greenland","GRL","14_1_1_2","2005",96.33
"1489","Greenland","GRL","14_1_1_2","2006",96.74
"1490","Greenland","GRL","14_1_1_2","2007",96.72
"1491","Greenland","GRL","14_1_1_2","2008",97.74
"1492","Greenland","GRL","14_1_1_2","2009",96.87
"1493","Greenland","GRL","14_1_1_2","2010",96.35
"1494","Greenland","GRL","14_1_1_2","2011",97.5
"1495","Greenland","GRL","14_1_1_2","2012",98.18
"1496","Greenland","GRL","14_1_1_2","2013",97.08
"1497","Greenland","GRL","14_1_1_2","2014",97.4
"1498","Greenland","GRL","14_1_1_2","2015",96.16
"1499","Greenland","GRL","14_1_1_2","2016",95.25
"1500","Greenland","GRL","14_1_1_2","2017",96.71
"1501","Greenland","GRL","14_1_1_2","2018",96.94
"1502","Greenland","GRL","14_1_1_2","2019",95.96
"1503","Grenada","GRD","14_1_1_2","2000",90.92
"1504","Grenada","GRD","14_1_1_2","2001",97.16
"1505","Grenada","GRD","14_1_1_2","2002",91.86
"1506","Grenada","GRD","14_1_1_2","2003",73.92
"1507","Grenada","GRD","14_1_1_2","2004",89.98
"1508","Grenada","GRD","14_1_1_2","2005",97.27
"1509","Grenada","GRD","14_1_1_2","2006",79.76
"1510","Grenada","GRD","14_1_1_2","2007",75.1
"1511","Grenada","GRD","14_1_1_2","2008",94.68
"1512","Grenada","GRD","14_1_1_2","2009",75.52
"1513","Grenada","GRD","14_1_1_2","2010",64.72
"1514","Grenada","GRD","14_1_1_2","2011",96.83
"1515","Grenada","GRD","14_1_1_2","2012",88.55
"1516","Grenada","GRD","14_1_1_2","2013",96.67
"1517","Grenada","GRD","14_1_1_2","2014",95.23
"1518","Grenada","GRD","14_1_1_2","2015",98.34
"1519","Grenada","GRD","14_1_1_2","2016",88.17
"1520","Grenada","GRD","14_1_1_2","2017",87.22
"1521","Grenada","GRD","14_1_1_2","2018",90.49
"1522","Grenada","GRD","14_1_1_2","2019",93.07
"1523","Guadeloupe","GLP","14_1_1_2","2000",99.31
"1524","Guadeloupe","GLP","14_1_1_2","2001",95.39
"1525","Guadeloupe","GLP","14_1_1_2","2002",99.11
"1526","Guadeloupe","GLP","14_1_1_2","2003",84.6
"1527","Guadeloupe","GLP","14_1_1_2","2004",92.05
"1528","Guadeloupe","GLP","14_1_1_2","2005",99.95
"1529","Guadeloupe","GLP","14_1_1_2","2006",98.5
"1530","Guadeloupe","GLP","14_1_1_2","2007",83.17
"1531","Guadeloupe","GLP","14_1_1_2","2008",99.7
"1532","Guadeloupe","GLP","14_1_1_2","2009",88.17
"1533","Guadeloupe","GLP","14_1_1_2","2010",75.09
"1534","Guadeloupe","GLP","14_1_1_2","2011",99.44
"1535","Guadeloupe","GLP","14_1_1_2","2012",99.87
"1536","Guadeloupe","GLP","14_1_1_2","2013",91.11
"1537","Guadeloupe","GLP","14_1_1_2","2014",98.5
"1538","Guadeloupe","GLP","14_1_1_2","2015",96.65
"1539","Guadeloupe","GLP","14_1_1_2","2016",97.36
"1540","Guadeloupe","GLP","14_1_1_2","2017",98.86
"1541","Guadeloupe","GLP","14_1_1_2","2018",99.26
"1542","Guadeloupe","GLP","14_1_1_2","2019",98.6
"1543","Guam","GUM","14_1_1_2","2000",99.96
"1544","Guam","GUM","14_1_1_2","2001",99.42
"1545","Guam","GUM","14_1_1_2","2002",99.19
"1546","Guam","GUM","14_1_1_2","2003",99.7
"1547","Guam","GUM","14_1_1_2","2004",98.42
"1548","Guam","GUM","14_1_1_2","2005",99
"1549","Guam","GUM","14_1_1_2","2006",99.8
"1550","Guam","GUM","14_1_1_2","2007",99.8
"1551","Guam","GUM","14_1_1_2","2008",99.84
"1552","Guam","GUM","14_1_1_2","2009",99.93
"1553","Guam","GUM","14_1_1_2","2010",99.98
"1554","Guam","GUM","14_1_1_2","2011",99.61
"1555","Guam","GUM","14_1_1_2","2012",99.96
"1556","Guam","GUM","14_1_1_2","2013",99.13
"1557","Guam","GUM","14_1_1_2","2014",99.98
"1558","Guam","GUM","14_1_1_2","2015",98.03
"1559","Guam","GUM","14_1_1_2","2016",99.96
"1560","Guam","GUM","14_1_1_2","2017",99.97
"1561","Guam","GUM","14_1_1_2","2018",99.97
"1562","Guam","GUM","14_1_1_2","2019",94.9
"1563","Guatemala","GTM","14_1_1_2","2000",87.89
"1564","Guatemala","GTM","14_1_1_2","2001",89.61
"1565","Guatemala","GTM","14_1_1_2","2002",93.03
"1566","Guatemala","GTM","14_1_1_2","2003",87.41
"1567","Guatemala","GTM","14_1_1_2","2004",88.58
"1568","Guatemala","GTM","14_1_1_2","2005",96.93
"1569","Guatemala","GTM","14_1_1_2","2006",95.04
"1570","Guatemala","GTM","14_1_1_2","2007",94.4
"1571","Guatemala","GTM","14_1_1_2","2008",96.28
"1572","Guatemala","GTM","14_1_1_2","2009",97.48
"1573","Guatemala","GTM","14_1_1_2","2010",96.54
"1574","Guatemala","GTM","14_1_1_2","2011",87.8
"1575","Guatemala","GTM","14_1_1_2","2012",95.21
"1576","Guatemala","GTM","14_1_1_2","2013",82.45
"1577","Guatemala","GTM","14_1_1_2","2014",96.74
"1578","Guatemala","GTM","14_1_1_2","2015",99.91
"1579","Guatemala","GTM","14_1_1_2","2016",99.88
"1580","Guatemala","GTM","14_1_1_2","2017",99.59
"1581","Guatemala","GTM","14_1_1_2","2018",98.94
"1582","Guatemala","GTM","14_1_1_2","2019",99.93
"1583","Guernsey","GGY","14_1_1_2","2000",96.36
"1584","Guernsey","GGY","14_1_1_2","2001",98.98
"1585","Guernsey","GGY","14_1_1_2","2002",88.54
"1586","Guernsey","GGY","14_1_1_2","2003",72.32
"1587","Guernsey","GGY","14_1_1_2","2004",99.66
"1588","Guernsey","GGY","14_1_1_2","2005",88.93
"1589","Guernsey","GGY","14_1_1_2","2006",89.04
"1590","Guernsey","GGY","14_1_1_2","2007",80.34
"1591","Guernsey","GGY","14_1_1_2","2008",62.31
"1592","Guernsey","GGY","14_1_1_2","2009",87.8
"1593","Guernsey","GGY","14_1_1_2","2010",92.25
"1594","Guernsey","GGY","14_1_1_2","2011",92.03
"1595","Guernsey","GGY","14_1_1_2","2012",96.95
"1596","Guernsey","GGY","14_1_1_2","2013",94.07
"1597","Guernsey","GGY","14_1_1_2","2014",66.78
"1598","Guernsey","GGY","14_1_1_2","2015",84.63
"1599","Guernsey","GGY","14_1_1_2","2016",90.76
"1600","Guernsey","GGY","14_1_1_2","2017",94.69
"1601","Guernsey","GGY","14_1_1_2","2018",97.06
"1602","Guernsey","GGY","14_1_1_2","2019",99.05
"1603","Guinea","GIN","14_1_1_2","2000",95.14
"1604","Guinea","GIN","14_1_1_2","2001",98.64
"1605","Guinea","GIN","14_1_1_2","2002",96.93
"1606","Guinea","GIN","14_1_1_2","2003",93
"1607","Guinea","GIN","14_1_1_2","2004",88.08
"1608","Guinea","GIN","14_1_1_2","2005",91.45
"1609","Guinea","GIN","14_1_1_2","2006",95.15
"1610","Guinea","GIN","14_1_1_2","2007",95.59
"1611","Guinea","GIN","14_1_1_2","2008",94.82
"1612","Guinea","GIN","14_1_1_2","2009",83.57
"1613","Guinea","GIN","14_1_1_2","2010",87.13
"1614","Guinea","GIN","14_1_1_2","2011",87.14
"1615","Guinea","GIN","14_1_1_2","2012",95.9
"1616","Guinea","GIN","14_1_1_2","2013",94.92
"1617","Guinea","GIN","14_1_1_2","2014",94.11
"1618","Guinea","GIN","14_1_1_2","2015",97.92
"1619","Guinea","GIN","14_1_1_2","2016",91.92
"1620","Guinea","GIN","14_1_1_2","2017",94.78
"1621","Guinea","GIN","14_1_1_2","2018",92.91
"1622","Guinea","GIN","14_1_1_2","2019",94.55
"1623","Guinea-Bissau","GNB","14_1_1_2","2000",98
"1624","Guinea-Bissau","GNB","14_1_1_2","2001",99.08
"1625","Guinea-Bissau","GNB","14_1_1_2","2002",97.19
"1626","Guinea-Bissau","GNB","14_1_1_2","2003",83.27
"1627","Guinea-Bissau","GNB","14_1_1_2","2004",92.34
"1628","Guinea-Bissau","GNB","14_1_1_2","2005",91.44
"1629","Guinea-Bissau","GNB","14_1_1_2","2006",91.58
"1630","Guinea-Bissau","GNB","14_1_1_2","2007",95.88
"1631","Guinea-Bissau","GNB","14_1_1_2","2008",94.62
"1632","Guinea-Bissau","GNB","14_1_1_2","2009",80.96
"1633","Guinea-Bissau","GNB","14_1_1_2","2010",93.57
"1634","Guinea-Bissau","GNB","14_1_1_2","2011",91.55
"1635","Guinea-Bissau","GNB","14_1_1_2","2012",94.43
"1636","Guinea-Bissau","GNB","14_1_1_2","2013",97.95
"1637","Guinea-Bissau","GNB","14_1_1_2","2014",91.94
"1638","Guinea-Bissau","GNB","14_1_1_2","2015",91.29
"1639","Guinea-Bissau","GNB","14_1_1_2","2016",93.97
"1640","Guinea-Bissau","GNB","14_1_1_2","2017",97.72
"1641","Guinea-Bissau","GNB","14_1_1_2","2018",88.9
"1642","Guinea-Bissau","GNB","14_1_1_2","2019",93.77
"1643","Guyana","GUY","14_1_1_2","2000",96.22
"1644","Guyana","GUY","14_1_1_2","2001",87.99
"1645","Guyana","GUY","14_1_1_2","2002",96.77
"1646","Guyana","GUY","14_1_1_2","2003",90.69
"1647","Guyana","GUY","14_1_1_2","2004",89.62
"1648","Guyana","GUY","14_1_1_2","2005",96.82
"1649","Guyana","GUY","14_1_1_2","2006",94.1
"1650","Guyana","GUY","14_1_1_2","2007",93.63
"1651","Guyana","GUY","14_1_1_2","2008",89.74
"1652","Guyana","GUY","14_1_1_2","2009",90.53
"1653","Guyana","GUY","14_1_1_2","2010",79.62
"1654","Guyana","GUY","14_1_1_2","2011",96.4
"1655","Guyana","GUY","14_1_1_2","2012",96.04
"1656","Guyana","GUY","14_1_1_2","2013",94.04
"1657","Guyana","GUY","14_1_1_2","2014",95.32
"1658","Guyana","GUY","14_1_1_2","2015",96.26
"1659","Guyana","GUY","14_1_1_2","2016",92.1
"1660","Guyana","GUY","14_1_1_2","2017",92.26
"1661","Guyana","GUY","14_1_1_2","2018",94.68
"1662","Guyana","GUY","14_1_1_2","2019",96.84
"1663","Haiti","HTI","14_1_1_2","2000",98.67
"1664","Haiti","HTI","14_1_1_2","2001",99.84
"1665","Haiti","HTI","14_1_1_2","2002",97.77
"1666","Haiti","HTI","14_1_1_2","2003",98.19
"1667","Haiti","HTI","14_1_1_2","2004",99.91
"1668","Haiti","HTI","14_1_1_2","2005",99.65
"1669","Haiti","HTI","14_1_1_2","2006",99.88
"1670","Haiti","HTI","14_1_1_2","2007",99.94
"1671","Haiti","HTI","14_1_1_2","2008",99.43
"1672","Haiti","HTI","14_1_1_2","2009",88.19
"1673","Haiti","HTI","14_1_1_2","2010",99.54
"1674","Haiti","HTI","14_1_1_2","2011",99.91
"1675","Haiti","HTI","14_1_1_2","2012",99.68
"1676","Haiti","HTI","14_1_1_2","2013",99.88
"1677","Haiti","HTI","14_1_1_2","2014",99.46
"1678","Haiti","HTI","14_1_1_2","2015",98.93
"1679","Haiti","HTI","14_1_1_2","2016",99.79
"1680","Haiti","HTI","14_1_1_2","2017",99.88
"1681","Haiti","HTI","14_1_1_2","2018",96.83
"1682","Haiti","HTI","14_1_1_2","2019",97.35
"1683","Heard Island and McDonald Islands","HMD","14_1_1_2","2000",92.48
"1684","Heard Island and McDonald Islands","HMD","14_1_1_2","2001",97.53
"1685","Heard Island and McDonald Islands","HMD","14_1_1_2","2002",98.21
"1686","Heard Island and McDonald Islands","HMD","14_1_1_2","2003",97.9
"1687","Heard Island and McDonald Islands","HMD","14_1_1_2","2004",96.78
"1688","Heard Island and McDonald Islands","HMD","14_1_1_2","2005",98.88
"1689","Heard Island and McDonald Islands","HMD","14_1_1_2","2006",97.52
"1690","Heard Island and McDonald Islands","HMD","14_1_1_2","2007",97.38
"1691","Heard Island and McDonald Islands","HMD","14_1_1_2","2008",97.9
"1692","Heard Island and McDonald Islands","HMD","14_1_1_2","2009",98.39
"1693","Heard Island and McDonald Islands","HMD","14_1_1_2","2010",98.79
"1694","Heard Island and McDonald Islands","HMD","14_1_1_2","2011",96.66
"1695","Heard Island and McDonald Islands","HMD","14_1_1_2","2012",97.54
"1696","Heard Island and McDonald Islands","HMD","14_1_1_2","2013",98
"1697","Heard Island and McDonald Islands","HMD","14_1_1_2","2014",98.23
"1698","Heard Island and McDonald Islands","HMD","14_1_1_2","2015",98.56
"1699","Heard Island and McDonald Islands","HMD","14_1_1_2","2016",97.91
"1700","Heard Island and McDonald Islands","HMD","14_1_1_2","2017",97.61
"1701","Heard Island and McDonald Islands","HMD","14_1_1_2","2018",97.9
"1702","Heard Island and McDonald Islands","HMD","14_1_1_2","2019",98.42
"1703","Honduras","HND","14_1_1_2","2000",99.11
"1704","Honduras","HND","14_1_1_2","2001",98.67
"1705","Honduras","HND","14_1_1_2","2002",99.04
"1706","Honduras","HND","14_1_1_2","2003",99.17
"1707","Honduras","HND","14_1_1_2","2004",99.29
"1708","Honduras","HND","14_1_1_2","2005",98.32
"1709","Honduras","HND","14_1_1_2","2006",99.22
"1710","Honduras","HND","14_1_1_2","2007",97.85
"1711","Honduras","HND","14_1_1_2","2008",98.79
"1712","Honduras","HND","14_1_1_2","2009",99.78
"1713","Honduras","HND","14_1_1_2","2010",98.71
"1714","Honduras","HND","14_1_1_2","2011",99.37
"1715","Honduras","HND","14_1_1_2","2012",99.23
"1716","Honduras","HND","14_1_1_2","2013",98.56
"1717","Honduras","HND","14_1_1_2","2014",98.26
"1718","Honduras","HND","14_1_1_2","2015",99.4
"1719","Honduras","HND","14_1_1_2","2016",99.26
"1720","Honduras","HND","14_1_1_2","2017",98.19
"1721","Honduras","HND","14_1_1_2","2018",98.75
"1722","Honduras","HND","14_1_1_2","2019",99.48
"1723","Iceland","ISL","14_1_1_2","2000",93.18
"1724","Iceland","ISL","14_1_1_2","2001",94.79
"1725","Iceland","ISL","14_1_1_2","2002",91.77
"1726","Iceland","ISL","14_1_1_2","2003",89.35
"1727","Iceland","ISL","14_1_1_2","2004",94.59
"1728","Iceland","ISL","14_1_1_2","2005",89.19
"1729","Iceland","ISL","14_1_1_2","2006",95.08
"1730","Iceland","ISL","14_1_1_2","2007",94.24
"1731","Iceland","ISL","14_1_1_2","2008",90.65
"1732","Iceland","ISL","14_1_1_2","2009",92.13
"1733","Iceland","ISL","14_1_1_2","2010",92.37
"1734","Iceland","ISL","14_1_1_2","2011",89.32
"1735","Iceland","ISL","14_1_1_2","2012",91.51
"1736","Iceland","ISL","14_1_1_2","2013",91.82
"1737","Iceland","ISL","14_1_1_2","2014",90.1
"1738","Iceland","ISL","14_1_1_2","2015",93.15
"1739","Iceland","ISL","14_1_1_2","2016",92.39
"1740","Iceland","ISL","14_1_1_2","2017",92.32
"1741","Iceland","ISL","14_1_1_2","2018",96.16
"1742","Iceland","ISL","14_1_1_2","2019",93.56
"1743","India","IND","14_1_1_2","2000",96.64
"1744","India","IND","14_1_1_2","2001",95.82
"1745","India","IND","14_1_1_2","2002",95.36
"1746","India","IND","14_1_1_2","2003",96.44
"1747","India","IND","14_1_1_2","2004",95.24
"1748","India","IND","14_1_1_2","2005",94.31
"1749","India","IND","14_1_1_2","2006",96.49
"1750","India","IND","14_1_1_2","2007",96.95
"1751","India","IND","14_1_1_2","2008",97.43
"1752","India","IND","14_1_1_2","2009",95.14
"1753","India","IND","14_1_1_2","2010",96.68
"1754","India","IND","14_1_1_2","2011",98.03
"1755","India","IND","14_1_1_2","2012",97.84
"1756","India","IND","14_1_1_2","2013",95.14
"1757","India","IND","14_1_1_2","2014",97.71
"1758","India","IND","14_1_1_2","2015",99.27
"1759","India","IND","14_1_1_2","2016",92.62
"1760","India","IND","14_1_1_2","2017",95.52
"1761","India","IND","14_1_1_2","2018",96.43
"1762","India","IND","14_1_1_2","2019",96.69
"1763","Indonesia","IDN","14_1_1_2","2000",98.4
"1764","Indonesia","IDN","14_1_1_2","2001",97.94
"1765","Indonesia","IDN","14_1_1_2","2002",96.16
"1766","Indonesia","IDN","14_1_1_2","2003",94.55
"1767","Indonesia","IDN","14_1_1_2","2004",96.32
"1768","Indonesia","IDN","14_1_1_2","2005",97.38
"1769","Indonesia","IDN","14_1_1_2","2006",92.08
"1770","Indonesia","IDN","14_1_1_2","2007",97.05
"1771","Indonesia","IDN","14_1_1_2","2008",96.84
"1772","Indonesia","IDN","14_1_1_2","2009",98.34
"1773","Indonesia","IDN","14_1_1_2","2010",98.13
"1774","Indonesia","IDN","14_1_1_2","2011",97.32
"1775","Indonesia","IDN","14_1_1_2","2012",98.13
"1776","Indonesia","IDN","14_1_1_2","2013",98.64
"1777","Indonesia","IDN","14_1_1_2","2014",98.6
"1778","Indonesia","IDN","14_1_1_2","2015",97.2
"1779","Indonesia","IDN","14_1_1_2","2016",99.16
"1780","Indonesia","IDN","14_1_1_2","2017",98.02
"1781","Indonesia","IDN","14_1_1_2","2018",98.73
"1782","Indonesia","IDN","14_1_1_2","2019",95.32
"1783","Iran","IRN","14_1_1_2","2000",91.59
"1784","Iran","IRN","14_1_1_2","2001",99.01
"1785","Iran","IRN","14_1_1_2","2002",94.86
"1786","Iran","IRN","14_1_1_2","2003",93.7
"1787","Iran","IRN","14_1_1_2","2004",91.14
"1788","Iran","IRN","14_1_1_2","2005",97.41
"1789","Iran","IRN","14_1_1_2","2006",95.12
"1790","Iran","IRN","14_1_1_2","2007",94.7
"1791","Iran","IRN","14_1_1_2","2008",94.73
"1792","Iran","IRN","14_1_1_2","2009",95.64
"1793","Iran","IRN","14_1_1_2","2010",99.38
"1794","Iran","IRN","14_1_1_2","2011",99.3
"1795","Iran","IRN","14_1_1_2","2012",98.82
"1796","Iran","IRN","14_1_1_2","2013",98.93
"1797","Iran","IRN","14_1_1_2","2014",97.67
"1798","Iran","IRN","14_1_1_2","2015",99.15
"1799","Iran","IRN","14_1_1_2","2016",99.48
"1800","Iran","IRN","14_1_1_2","2017",97.33
"1801","Iran","IRN","14_1_1_2","2018",99.67
"1802","Iran","IRN","14_1_1_2","2019",94.96
"1803","Iraq","IRQ","14_1_1_2","2001",90
"1804","Iraq","IRQ","14_1_1_2","2002",95
"1805","Iraq","IRQ","14_1_1_2","2004",70
"1806","Iraq","IRQ","14_1_1_2","2005",90
"1807","Iraq","IRQ","14_1_1_2","2006",37.5
"1808","Iraq","IRQ","14_1_1_2","2007",40
"1809","Iraq","IRQ","14_1_1_2","2008",65
"1810","Iraq","IRQ","14_1_1_2","2009",95
"1811","Ireland","IRL","14_1_1_2","2000",94.31
"1812","Ireland","IRL","14_1_1_2","2001",98.31
"1813","Ireland","IRL","14_1_1_2","2002",93.52
"1814","Ireland","IRL","14_1_1_2","2003",90.68
"1815","Ireland","IRL","14_1_1_2","2004",88.99
"1816","Ireland","IRL","14_1_1_2","2005",94.66
"1817","Ireland","IRL","14_1_1_2","2006",99.28
"1818","Ireland","IRL","14_1_1_2","2007",95.78
"1819","Ireland","IRL","14_1_1_2","2008",96.96
"1820","Ireland","IRL","14_1_1_2","2009",93.08
"1821","Ireland","IRL","14_1_1_2","2010",98.64
"1822","Ireland","IRL","14_1_1_2","2011",94.95
"1823","Ireland","IRL","14_1_1_2","2012",90.18
"1824","Ireland","IRL","14_1_1_2","2013",97.25
"1825","Ireland","IRL","14_1_1_2","2014",94.86
"1826","Ireland","IRL","14_1_1_2","2015",93.59
"1827","Ireland","IRL","14_1_1_2","2016",96.59
"1828","Ireland","IRL","14_1_1_2","2017",94.61
"1829","Ireland","IRL","14_1_1_2","2018",97.89
"1830","Ireland","IRL","14_1_1_2","2019",98.19
"1831","Israel","ISR","14_1_1_2","2000",94.43
"1832","Israel","ISR","14_1_1_2","2001",98.32
"1833","Israel","ISR","14_1_1_2","2002",99.18
"1834","Israel","ISR","14_1_1_2","2003",98.6
"1835","Israel","ISR","14_1_1_2","2004",99.45
"1836","Israel","ISR","14_1_1_2","2005",98.8
"1837","Israel","ISR","14_1_1_2","2006",98.84
"1838","Israel","ISR","14_1_1_2","2007",99.73
"1839","Israel","ISR","14_1_1_2","2008",99.25
"1840","Israel","ISR","14_1_1_2","2009",97.36
"1841","Israel","ISR","14_1_1_2","2010",98.45
"1842","Israel","ISR","14_1_1_2","2011",98.73
"1843","Israel","ISR","14_1_1_2","2013",98.54
"1844","Israel","ISR","14_1_1_2","2014",98.41
"1845","Israel","ISR","14_1_1_2","2015",99.39
"1846","Israel","ISR","14_1_1_2","2016",97.62
"1847","Israel","ISR","14_1_1_2","2019",99.73
"1848","Italy","ITA","14_1_1_2","2000",98.97
"1849","Italy","ITA","14_1_1_2","2001",98.88
"1850","Italy","ITA","14_1_1_2","2002",99.11
"1851","Italy","ITA","14_1_1_2","2003",99.75
"1852","Italy","ITA","14_1_1_2","2004",98.49
"1853","Italy","ITA","14_1_1_2","2005",96.55
"1854","Italy","ITA","14_1_1_2","2006",98.09
"1855","Italy","ITA","14_1_1_2","2007",99.57
"1856","Italy","ITA","14_1_1_2","2008",98.92
"1857","Italy","ITA","14_1_1_2","2009",98.7
"1858","Italy","ITA","14_1_1_2","2010",98.51
"1859","Italy","ITA","14_1_1_2","2011",99.16
"1860","Italy","ITA","14_1_1_2","2012",99.36
"1861","Italy","ITA","14_1_1_2","2013",94.92
"1862","Italy","ITA","14_1_1_2","2014",98.91
"1863","Italy","ITA","14_1_1_2","2015",98.77
"1864","Italy","ITA","14_1_1_2","2016",99.81
"1865","Italy","ITA","14_1_1_2","2017",99.87
"1866","Italy","ITA","14_1_1_2","2018",98.98
"1867","Italy","ITA","14_1_1_2","2019",99.83
"1868","Jamaica","JAM","14_1_1_2","2000",99.67
"1869","Jamaica","JAM","14_1_1_2","2001",99.66
"1870","Jamaica","JAM","14_1_1_2","2002",99.28
"1871","Jamaica","JAM","14_1_1_2","2003",98.62
"1872","Jamaica","JAM","14_1_1_2","2004",99.66
"1873","Jamaica","JAM","14_1_1_2","2005",99.48
"1874","Jamaica","JAM","14_1_1_2","2006",99.93
"1875","Jamaica","JAM","14_1_1_2","2007",99.91
"1876","Jamaica","JAM","14_1_1_2","2008",99.96
"1877","Jamaica","JAM","14_1_1_2","2009",98.19
"1878","Jamaica","JAM","14_1_1_2","2010",99.93
"1879","Jamaica","JAM","14_1_1_2","2011",99.97
"1880","Jamaica","JAM","14_1_1_2","2012",99.9
"1881","Jamaica","JAM","14_1_1_2","2013",99.89
"1882","Jamaica","JAM","14_1_1_2","2014",98.88
"1883","Jamaica","JAM","14_1_1_2","2015",99.35
"1884","Jamaica","JAM","14_1_1_2","2016",99.87
"1885","Jamaica","JAM","14_1_1_2","2017",99.93
"1886","Jamaica","JAM","14_1_1_2","2018",99.57
"1887","Jamaica","JAM","14_1_1_2","2019",99.53
"1888","Japan","JPN","14_1_1_2","2000",98.66
"1889","Japan","JPN","14_1_1_2","2001",98.03
"1890","Japan","JPN","14_1_1_2","2002",98.31
"1891","Japan","JPN","14_1_1_2","2003",97.55
"1892","Japan","JPN","14_1_1_2","2004",96.4
"1893","Japan","JPN","14_1_1_2","2005",98.67
"1894","Japan","JPN","14_1_1_2","2006",97.23
"1895","Japan","JPN","14_1_1_2","2007",98.79
"1896","Japan","JPN","14_1_1_2","2008",98.62
"1897","Japan","JPN","14_1_1_2","2009",97.91
"1898","Japan","JPN","14_1_1_2","2010",98.79
"1899","Japan","JPN","14_1_1_2","2011",98.66
