"","Country","Code","SDG","Year","Value"
"24712","Sudan","SDN","14_6_1","2020",100
"24812","Suriname","SUR","14_6_1","2020",40
"24912","Sweden","SWE","14_6_1","2020",100
"25010","Tajikistan","TJK","14_6_1","2020",100
"25110","Tanzania","TZA","14_6_1","2020",60
"25210","Thailand","THA","14_6_1","2020",100
"25310","Tokelau","TKL","14_6_1","2020",100
"25411","Tonga","TON","14_6_1","2020",100
"25511","Trinidad and Tobago","TTO","14_6_1","2020",40
"25612","Turkey","TUR","14_6_1","2020",80
"25712","Ukraine","UKR","14_6_1","2020",50
"25813","United Arab Emirates","ARE","14_6_1","2020",80
"25913","United Kingdom","GBR","14_6_1","2020",80
"26013","Uruguay","URY","14_6_1","2020",100
"26113","Vanuatu","VUT","14_6_1","2020",100
"2627","Vatican","VAT","14_6_1","2020",80
"2633","Venezuela","VEN","14_6_1","2020",80
"2643","Vietnam","VNM","14_6_1","2020",100
"2653","Yemen","YEM","14_6_1","2020",40
"26612","Zambia","ZMB","14_6_1","2020",40
"11002","Angola","AGO","14_7_1","2011",0.832305246684834
"2628","Angola","AGO","14_7_1","2013",1.16900297712681
"3323","Angola","AGO","14_7_1","2015",2.11866756896712
"4104","Angola","AGO","14_7_1","2017",2.3746993586284
"5103","Anguilla","AIA","14_7_1","2011",1.12184784637321
"6102","Anguilla","AIA","14_7_1","2013",0.954608498977126
"7103","Anguilla","AIA","14_7_1","2015",1.02509509972895
"8103","Anguilla","AIA","14_7_1","2019",1.27716315978771
"9102","Antigua and Barbuda","ATG","14_7_1","2011",0.604390552362306
"1025","Antigua and Barbuda","ATG","14_7_1","2013",0.60030362681226
"11104","Antigua and Barbuda","ATG","14_7_1","2015",0.516573934471154
"12103","Antigua and Barbuda","ATG","14_7_1","2019",0.582285655527209
"13104","Argentina","ARG","14_7_1","2011",0.0728032981584653
"14104","Argentina","ARG","14_7_1","2013",0.113620653331029
"15103","Argentina","ARG","14_7_1","2015",0.093399517920124
"16103","Argentina","ARG","14_7_1","2017",0.11685592499869
"17103","Argentina","ARG","14_7_1","2019",0.205930752365089
"22103","Bahamas","BHS","14_7_1","2011",0.84384
"23103","Bahamas","BHS","14_7_1","2013",0.429522977930631
"24103","Bahamas","BHS","14_7_1","2015",0.429462647180001
"25103","Bahrain","BHR","14_7_1","2011",0.0683830342496225
"2629","Bahrain","BHR","14_7_1","2013",0.05764996206592
"27103","Bahrain","BHR","14_7_1","2015",0.0587149325386612
"28103","Bahrain","BHR","14_7_1","2017",0.0638780510224511
"29100","Bahrain","BHR","14_7_1","2019",0.0564846932714199
"30103","Bangladesh","BGD","14_7_1","2011",0.487991127622056
"31104","Bangladesh","BGD","14_7_1","2013",0.451828338951142
"32103","Bangladesh","BGD","14_7_1","2015",0.375484017171113
"3324","Bangladesh","BGD","14_7_1","2017",0.319331690879452
"3476","Bangladesh","BGD","14_7_1","2019",0.287181016552496
"35103","Barbados","BRB","14_7_1","2011",0.0534019165380319
"36104","Barbados","BRB","14_7_1","2013",0.098698944174269
"37104","Barbados","BRB","14_7_1","2015",0.0650229263855019
"38104","Barbados","BRB","14_7_1","2017",0.0899240295139425
"39103","Barbados","BRB","14_7_1","2019",0.0353039803338188
"4053","Belgium","BEL","14_7_1","2011",0.0100660756844888
"4132","Belgium","BEL","14_7_1","2013",0.00841503331699
"4214","Belgium","BEL","14_7_1","2015",0.008743136473687
"4314","Belgium","BEL","14_7_1","2017",0.0091512772891666
"4415","Belgium","BEL","14_7_1","2019",0.0069196011022919
"4515","Belize","BLZ","14_7_1","2011",0.943864788025393
"4615","Belize","BLZ","14_7_1","2013",1.43292683137273
"4715","Belize","BLZ","14_7_1","2015",1.25698992462526
"4815","Belize","BLZ","14_7_1","2017",0.603990718003491
"4915","Belize","BLZ","14_7_1","2019",0.640508599871566
"5015","Benin","BEN","14_7_1","2011",0.12336
"5114","Benin","BEN","14_7_1","2013",0.25479
"5214","Benin","BEN","14_7_1","2015",0.186670238959189
"5314","Benin","BEN","14_7_1","2017",0.106507267837057
"5414","Benin","BEN","14_7_1","2019",0.220529446059302
"5514","Bermuda","BMU","14_7_1","2011",0.114798571891202
"5613","Bermuda","BMU","14_7_1","2013",0.0729876781895941
"5713","Bermuda","BMU","14_7_1","2015",0.0382061721354382
"5814","Bermuda","BMU","14_7_1","2017",0.0695542313259927
"5913","Bermuda","BMU","14_7_1","2019",0.0462949851238216
"6013","Brunei","BRN","14_7_1","2011",0.126410056095851
"6113","Brunei","BRN","14_7_1","2013",0.163904039804391
"6214","Brunei","BRN","14_7_1","2015",0.265003212871053
"6312","Brunei","BRN","14_7_1","2017",0.263771854130087
"6413","Brunei","BRN","14_7_1","2019",0.240411586904454
"6513","Bulgaria","BGR","14_7_1","2011",0.007484358127428
"6613","Bulgaria","BGR","14_7_1","2013",0.0063273604311219
"6714","Bulgaria","BGR","14_7_1","2015",0.0068382741328916
"6814","Bulgaria","BGR","14_7_1","2017",0.0058111987433187
"6914","Bulgaria","BGR","14_7_1","2019",0.0055289084367886
"7014","Cambodia","KHM","14_7_1","2011",1.12772205874938
"7114","Cambodia","KHM","14_7_1","2013",0.827824932163689
"7214","Cambodia","KHM","14_7_1","2015",0.784699903657389
"7314","Cambodia","KHM","14_7_1","2017",0.671284335468722
"7414","Cambodia","KHM","14_7_1","2019",0.568398760793804
"7514","Cameroon","CMR","14_7_1","2011",0.128362877137526
"7614","Cameroon","CMR","14_7_1","2013",0.144935913816142
"7713","Cameroon","CMR","14_7_1","2015",0.168787780970182
"7813","Cameroon","CMR","14_7_1","2017",0.183255858774326
"7913","Cameroon","CMR","14_7_1","2019",0.172443721853677
"8012","Canada","CAN","14_7_1","2011",0.0539188277085353
"8112","Canada","CAN","14_7_1","2013",0.0404316812347241
"8212","Canada","CAN","14_7_1","2015",0.0580336918665437
"8313","Canada","CAN","14_7_1","2017",0.0548921438056652
"8413","Cape Verde","CPV","14_7_1","2011",0.355796284084203
"8513","Cape Verde","CPV","14_7_1","2013",0.464165762349636
"8612","Cape Verde","CPV","14_7_1","2015",0.673886683993124
"8712","Cape Verde","CPV","14_7_1","2017",0.383813700582771
"8812","Cape Verde","CPV","14_7_1","2019",0.333156268321501
"8912","Cayman Islands","CYM","14_7_1","2011",0.0187564601210353
"9012","Cayman Islands","CYM","14_7_1","2013",0.015052958578568
"9111","Cayman Islands","CYM","14_7_1","2015",0.023501439437028
"9211","Cayman Islands","CYM","14_7_1","2017",0.0313547428662385
"9312","Cayman Islands","CYM","14_7_1","2019",0.03535253891786
"9913","Chile","CHL","14_7_1","2011",0.284493739360435
"10013","Chile","CHL","14_7_1","2013",0.167962934784666
"10113","Chile","CHL","14_7_1","2015",0.0914120668254559
"10210","Chile","CHL","14_7_1","2017",0.191298937471355
"10313","Chile","CHL","14_7_1","2018",0.10696
"10412","Chile","CHL","14_7_1","2019",0.126545060822248
"10513","Colombia","COL","14_7_1","2011",0.035608988118939
"10613","Colombia","COL","14_7_1","2013",0.0293860923619059
"10713","Colombia","COL","14_7_1","2015",0.033724659363597
"10813","Colombia","COL","14_7_1","2017",0.0312415134774426
"10914","Colombia","COL","14_7_1","2019",0.0268051367751472
"11014","Comoros","COM","14_7_1","2011",4.58874860943988
"11114","Comoros","COM","14_7_1","2013",4.49866425654057
"11214","Comoros","COM","14_7_1","2015",5.46230452027717
"11314","Comoros","COM","14_7_1","2017",6.75217225837939
"11414","Comoros","COM","14_7_1","2019",7.15436016226345
"11513","Congo","COG","14_7_1","2011",0.208523152467535
"11613","Congo","COG","14_7_1","2013",0.213394351683055
"11713","Congo","COG","14_7_1","2015",0.217912527663509
"11813","Congo","COG","14_7_1","2017",0.2871386018289
"11914","Cook Islands","COK","14_7_1","2011",0.546266062768855
"12013","Cook Islands","COK","14_7_1","2013",0.408925183565892
"12113","Cook Islands","COK","14_7_1","2015",0.219134534247187
"12213","Cook Islands","COK","14_7_1","2017",0.26564793574247
"12313","Cook Islands","COK","14_7_1","2019",0.391763255029567
"12413","Costa Rica","CRI","14_7_1","2011",0.0345828877776839
"12514","Costa Rica","CRI","14_7_1","2013",0.0267662860418124
"12614","Costa Rica","CRI","14_7_1","2015",0.0256911008665186
"12714","Costa Rica","CRI","14_7_1","2017",0.0265712807537107
"12814","Costa Rica","CRI","14_7_1","2019",0.0149660430168288
"12914","Croatia","HRV","14_7_1","2011",0.0815926172895073
"13014","Croatia","HRV","14_7_1","2013",0.0820642504039499
"13114","Croatia","HRV","14_7_1","2015",0.0740737591319655
"13214","Croatia","HRV","14_7_1","2017",0.0766346314554889
"13313","Croatia","HRV","14_7_1","2019",0.0699903153247343
"13413","Cyprus","CYP","14_7_1","2011",0.0138774468765126
"13513","Cyprus","CYP","14_7_1","2013",0.0113925310238604
"13613","Cyprus","CYP","14_7_1","2015",0.0121555898700637
"13713","Cyprus","CYP","14_7_1","2017",0.0118343535250152
"13813","Denmark","DNK","14_7_1","2011",0.0836425840168302
"13913","Denmark","DNK","14_7_1","2013",0.0775667917280239
"14013","Denmark","DNK","14_7_1","2015",0.0863658922561661
"14113","Denmark","DNK","14_7_1","2017",0.0874635756920048
"14213","Denmark","DNK","14_7_1","2019",0.0655351338024795
"14313","Djibouti","DJI","14_7_1","2013",0.370947714796566
"14413","Djibouti","DJI","14_7_1","2015",0.299180182025803
"14512","Djibouti","DJI","14_7_1","2017",0.342050844202589
"14613","Dominica","DMA","14_7_1","2011",0.195795344278485
"14713","Dominica","DMA","14_7_1","2013",0.157596577742296
"14813","Dominica","DMA","14_7_1","2015",0.272793554814759
"14914","Dominica","DMA","14_7_1","2017",0.244992808236258
"15014","Dominica","DMA","14_7_1","2019",0.240948066499107
"15614","Ecuador","ECU","14_7_1","2011",0.47284267085639
"15713","Ecuador","ECU","14_7_1","2013",0.441431243927648
"15813","Ecuador","ECU","14_7_1","2015",0.262331387944235
"15912","Ecuador","ECU","14_7_1","2017",0.333132951583919
"16013","Ecuador","ECU","14_7_1","2019",0.206326988295711
"16113","El Salvador","SLV","14_7_1","2011",0.237186071455298
"16213","El Salvador","SLV","14_7_1","2013",0.250220600081342
"16313","El Salvador","SLV","14_7_1","2015",0.229817907310619
"16413","El Salvador","SLV","14_7_1","2017",0.200412233076745
"16513","Equatorial Guinea","GNQ","14_7_1","2011",0.0611293874353634
"16613","Equatorial Guinea","GNQ","14_7_1","2013",0.0682750733465761
"16713","Equatorial Guinea","GNQ","14_7_1","2015",0.110936109114136
"16814","Equatorial Guinea","GNQ","14_7_1","2017",0.134179567933513
"16914","Equatorial Guinea","GNQ","14_7_1","2019",0.162659516499309
"17014","Estonia","EST","14_7_1","2011",0.159185439518479
"17114","Estonia","EST","14_7_1","2013",0.123669838433997
"17214","Estonia","EST","14_7_1","2015",0.148502897843226
"17314","Estonia","EST","14_7_1","2017",0.0863413451828254
"17414","Estonia","EST","14_7_1","2018",0.10527
"18514","Faeroe Islands","FRO","14_7_1","2011",10.4205017542179
"18613","Faeroe Islands","FRO","14_7_1","2013",10.3213712974397
"18713","Faeroe Islands","FRO","14_7_1","2015",10.1919404036779
"18812","Faeroe Islands","FRO","14_7_1","2017",13.6012369467238
"18913","Faeroe Islands","FRO","14_7_1","2019",11.5240503607663
"19013","Fiji","FJI","14_7_1","2011",1.41966160881791
"19112","Fiji","FJI","14_7_1","2013",1.17292183495225
"19212","Fiji","FJI","14_7_1","2015",0.670999218681354
"19313","Fiji","FJI","14_7_1","2017",0.531878291168691
"19413","Fiji","FJI","14_7_1","2019",0.521349651091331
"19512","Finland","FIN","14_7_1","2011",0.0400957946343254
"19611","Finland","FIN","14_7_1","2013",0.0364032109436319
"19711","Finland","FIN","14_7_1","2015",0.0297676244572838
"19811","Finland","FIN","14_7_1","2017",0.0359479323673803
"19912","Finland","FIN","14_7_1","2019",0.0317169480941031
"20012","France","FRA","14_7_1","2011",0.0197431283379447
"20112","France","FRA","14_7_1","2013",0.0152546122205029
"20212","France","FRA","14_7_1","2015",0.0165323490358668
"20312","France","FRA","14_7_1","2017",0.0195751732153657
"20412","French Polynesia","PYF","14_7_1","2011",1.37869758925168
"20512","French Polynesia","PYF","14_7_1","2013",1.94943847255389
"20612","French Polynesia","PYF","14_7_1","2015",1.96569473558864
"20712","Gambia","GMB","14_7_1","2011",2.44363590847261
"20813","Gambia","GMB","14_7_1","2013",2.43202247427483
"20913","Gambia","GMB","14_7_1","2015",2.53386324781631
"21013","Gambia","GMB","14_7_1","2017",3.73018578022635
"21113","Gambia","GMB","14_7_1","2019",6.39768177035842
"21213","Georgia","GEO","14_7_1","2011",0.018011353717627
"21313","Georgia","GEO","14_7_1","2013",0.0153994536142261
"21413","Georgia","GEO","14_7_1","2015",0.0123871460250884
"21513","Georgia","GEO","14_7_1","2017",0.015557068140364
"21614","Germany","DEU","14_7_1","2011",0.005195709366097
"21714","Germany","DEU","14_7_1","2013",0.0050938080142339
"21814","Germany","DEU","14_7_1","2015",0.0045221040797418
"21914","Germany","DEU","14_7_1","2017",0.0049962569220613
"22014","Ghana","GHA","14_7_1","2013",0.499521800900894
"22114","Ghana","GHA","14_7_1","2015",0.528275287235812
"22214","Ghana","GHA","14_7_1","2017",0.413871321604214
"22314","Ghana","GHA","14_7_1","2019",0.34081548898596
"22413","Greece","GRC","14_7_1","2011",0.059773987375971
"22513","Greece","GRC","14_7_1","2013",0.0501768389964407
"22613","Greece","GRC","14_7_1","2015",0.0455748243823875
"22713","Greece","GRC","14_7_1","2017",0.0471703440840659
"22814","Greece","GRC","14_7_1","2019",0.0451140024914034
"22914","Greenland","GRL","14_7_1","2011",9.11330349809315
"23013","Greenland","GRL","14_7_1","2013",9.20771508464058
"23113","Greenland","GRL","14_7_1","2015",11.0506609194984
"23213","Greenland","GRL","14_7_1","2017",11.7944153794227
"23314","Greenland","GRL","14_7_1","2019",10.7182835712302
"23414","Grenada","GRD","14_7_1","2011",0.72516258480743
"23514","Grenada","GRD","14_7_1","2013",0.73652736142453
"23613","Grenada","GRD","14_7_1","2015",0.72196537955549
"23713","Grenada","GRD","14_7_1","2017",0.689236049134617
"23813","Grenada","GRD","14_7_1","2019",0.699570560429882
"23913","Guatemala","GTM","14_7_1","2011",0.0531
"24013","Guatemala","GTM","14_7_1","2013",0.0583422213367433
"24113","Guatemala","GTM","14_7_1","2015",0.0525348328984387
"24213","Guatemala","GTM","14_7_1","2017",0.0509035274033523
"24313","Guatemala","GTM","14_7_1","2019",0.040784317243633
"24413","Guinea","GIN","14_7_1","2011",1.85488894888888
"24513","Guinea","GIN","14_7_1","2013",1.87663170372069
"24613","Guinea","GIN","14_7_1","2015",1.92942049913006
"24713","Guinea","GIN","14_7_1","2017",1.51123
"24813","Guinea-Bissau","GNB","14_7_1","2011",1.70986511721818
"24913","Guinea-Bissau","GNB","14_7_1","2013",1.91289621992023
"25012","Guinea-Bissau","GNB","14_7_1","2015",1.70215847040866
"25112","Guinea-Bissau","GNB","14_7_1","2017",1.82632174318481
"25211","Guyana","GUY","14_7_1","2011",0.856818951934977
"25311","Guyana","GUY","14_7_1","2013",0.764184762071241
"25412","Guyana","GUY","14_7_1","2015",0.669609088234997
"25512","Guyana","GUY","14_7_1","2017",0.733673530566947
"25613","Guyana","GUY","14_7_1","2019",0.631805135590532
"25713","Haiti","HTI","14_7_1","2011",0.339361961747968
"25814","Haiti","HTI","14_7_1","2013",0.310832256581734
"25914","Haiti","HTI","14_7_1","2015",0.199599053534622
"26014","Haiti","HTI","14_7_1","2017",0.215203999016822
"26114","Honduras","HND","14_7_1","2011",0.0373252216111618
"26210","Honduras","HND","14_7_1","2013",0.030449484333047
"2634","Honduras","HND","14_7_1","2015",0.0250870238819379
"2644","Honduras","HND","14_7_1","2017",0.0245891700414045
"2654","Honduras","HND","14_7_1","2019",0.02386168410531
"26613","Iceland","ISL","14_7_1","2011",4.72626067672482
"26712","Iceland","ISL","14_7_1","2013",3.74010253430274
"26812","Iceland","ISL","14_7_1","2015",3.15757232171107
"26912","Iceland","ISL","14_7_1","2017",2.21151730231963
"27013","India","IND","14_7_1","2011",0.253965688757243
"27112","India","IND","14_7_1","2013",0.238274193673482
"27212","India","IND","14_7_1","2015",0.231388789416246
"27312","India","IND","14_7_1","2017",0.236297568084921
"27412","India","IND","14_7_1","2019",0.192822664475278
"27512","Indonesia","IDN","14_7_1","2011",1.1563790910672
"27613","Indonesia","IDN","14_7_1","2013",0.992814659018403
"27713","Indonesia","IDN","14_7_1","2015",1.13396733646694
"27813","Indonesia","IDN","14_7_1","2017",0.989760060684175
"27913","Indonesia","IDN","14_7_1","2018",0.5100799999999
"28013","Indonesia","IDN","14_7_1","2019",1.03700777150096
"28113","Iran","IRN","14_7_1","2011",0.103137558320889
"28213","Iran","IRN","14_7_1","2013",0.152405387685367
"28313","Iran","IRN","14_7_1","2015",0.185869719126643
"28413","Iran","IRN","14_7_1","2017",0.1947
"28513","Iraq","IRQ","14_7_1","2011",0.0031675145030159
"28613","Iraq","IRQ","14_7_1","2013",0.0052898370262192
"28713","Iraq","IRQ","14_7_1","2015",0.0045774410177056
"28811","Iraq","IRQ","14_7_1","2017",0.0078025814674971
"28913","Iraq","IRQ","14_7_1","2019",0.0157115912622432
"29013","Ireland","IRL","14_7_1","2011",0.0574398402754632
"29112","Ireland","IRL","14_7_1","2013",0.0539715725693359
"29212","Ireland","IRL","14_7_1","2015",0.0351966752804787
"29313","Ireland","IRL","14_7_1","2017",0.0349645121604349
"29413","Ireland","IRL","14_7_1","2018",0.02879
"29512","Ireland","IRL","14_7_1","2019",0.0289628625078115
"29610","Italy","ITA","14_7_1","2011",0.0214067546011983
"29713","Italy","ITA","14_7_1","2013",0.0127515597073042
"29813","Italy","ITA","14_7_1","2015",0.0133553170067467
"29913","Italy","ITA","14_7_1","2017",0.0112016831287469
"30013","Italy","ITA","14_7_1","2019",0.0094024846778775
"30113","Jamaica","JAM","14_7_1","2011",0.184266533926029
"30213","Jamaica","JAM","14_7_1","2013",0.182564798163487
"30313","Jamaica","JAM","14_7_1","2015",0.248048611649869
"30413","Jamaica","JAM","14_7_1","2017",0.240339569530919
"30513","Jamaica","JAM","14_7_1","2019",0.220705011425269
"30613","Kenya","KEN","14_7_1","2011",0.0157301092992689
"30712","Kenya","KEN","14_7_1","2013",0.0226701959915023
"30812","Kenya","KEN","14_7_1","2015",0.0202625066937074
"30911","Kenya","KEN","14_7_1","2017",0.0539857164733663
"31012","Kenya","KEN","14_7_1","2019",0.0599427259559341
"31112","Kuwait","KWT","14_7_1","2011",0.0130803229874464
"31212","Kuwait","KWT","14_7_1","2013",0.012610293534374
"31312","Kuwait","KWT","14_7_1","2015",0.0108655840605653
"31412","Kuwait","KWT","14_7_1","2017",0.0227494230457029
"31512","Kuwait","KWT","14_7_1","2019",0.0092138366675472
"32012","Latvia","LVA","14_7_1","2011",0.0794567155526501
"32111","Latvia","LVA","14_7_1","2013",0.058689110898645
"32211","Latvia","LVA","14_7_1","2015",0.08652
"32313","Latvia","LVA","14_7_1","2017",0.088489999999
"32913","Lithuania","LTU","14_7_1","2011",0.0331432294726356
"33013","Lithuania","LTU","14_7_1","2013",0.0394906129794851
"33111","Lithuania","LTU","14_7_1","2015",0.032024491814772
"3325","Lithuania","LTU","14_7_1","2017",0.045637653132069
"33310","Lithuania","LTU","14_7_1","2019",0.0452500231348922
"33412","Madagascar","MDG","14_7_1","2011",3.74235450084301
"33513","Madagascar","MDG","14_7_1","2013",3.71891976713463
"33613","Madagascar","MDG","14_7_1","2015",3.90979352781619
"33713","Madagascar","MDG","14_7_1","2017",3.90439224235191
"33812","Madagascar","MDG","14_7_1","2019",3.60197889732607
"33911","Malaysia","MYS","14_7_1","2011",0.77015169407346
"34012","Malaysia","MYS","14_7_1","2013",0.764562250471868
"34112","Malaysia","MYS","14_7_1","2015",0.691584320542968
"34213","Malaysia","MYS","14_7_1","2017",0.602088241984456
"34312","Malaysia","MYS","14_7_1","2019",0.566694557102356
"34412","Maldives","MDV","14_7_1","2011",2.78270630846395
"34512","Maldives","MDV","14_7_1","2013",2.58720426210614
"34612","Maldives","MDV","14_7_1","2015",2.86178956964212
"34710","Maldives","MDV","14_7_1","2017",2.83270423135718
"34812","Maldives","MDV","14_7_1","2019",2.61426760183134
"34912","Malta","MLT","14_7_1","2011",0.0599359593985672
"35012","Malta","MLT","14_7_1","2013",0.0293769134711231
"35112","Malta","MLT","14_7_1","2015",0.0342418775827427
"35212","Malta","MLT","14_7_1","2017",0.007964314968265
"35312","Malta","MLT","14_7_1","2019",0.0028670012062128
"35412","Marshall Islands","MHL","14_7_1","2011",10.1394572302431
"35512","Marshall Islands","MHL","14_7_1","2013",12.5010816045876
"35612","Marshall Islands","MHL","14_7_1","2015",8.53238335536433
"35712","Marshall Islands","MHL","14_7_1","2017",10.0106703661893
"35813","Mexico","MEX","14_7_1","2011",0.0364449428345484
"35913","Mexico","MEX","14_7_1","2013",0.05978
"36013","Mexico","MEX","14_7_1","2015",0.0679
"36113","Mexico","MEX","14_7_1","2017",0.0711999999999
"36213","Micronesia (country)","FSM","14_7_1","2011",10.2625548564682
"36313","Micronesia (country)","FSM","14_7_1","2013",9.0560305201646
"36413","Micronesia (country)","FSM","14_7_1","2015",8.78468832115136
"36513","Micronesia (country)","FSM","14_7_1","2017",9.35743
"36612","Montenegro","MNE","14_7_1","2011",0.0029980916991199
"36713","Montenegro","MNE","14_7_1","2013",7.60758182071066e-05
"36813","Montserrat","MSR","14_7_1","2011",0.18043684711396
"36912","Montserrat","MSR","14_7_1","2013",0.183328836593051
"37012","Montserrat","MSR","14_7_1","2015",0.160210729135341
"37113","Montserrat","MSR","14_7_1","2017",0.144130791278028
"37213","Montserrat","MSR","14_7_1","2019",0.1199416556583
"37313","Morocco","MAR","14_7_1","2011",0.463218885247562
"37413","Morocco","MAR","14_7_1","2013",0.469190664135287
"37513","Morocco","MAR","14_7_1","2015",0.563095418414241
"37613","Morocco","MAR","14_7_1","2017",0.597675201559361
"37712","Morocco","MAR","14_7_1","2019",0.58151902676257
"37813","Mozambique","MOZ","14_7_1","2011",0.721107797036496
"37913","Mozambique","MOZ","14_7_1","2013",0.608685843298702
"38013","Mozambique","MOZ","14_7_1","2015",0.639500680332238
"38113","Mozambique","MOZ","14_7_1","2017",0.637761123366147
"38213","Mozambique","MOZ","14_7_1","2019",0.518816832259518
"38312","Myanmar","MMR","14_7_1","2011",3.06939999
"38412","Myanmar","MMR","14_7_1","2013",2.5676
"38512","Myanmar","MMR","14_7_1","2015",2.29353271031675
"38612","Myanmar","MMR","14_7_1","2017",2.15358541838542
"38713","Myanmar","MMR","14_7_1","2019",1.75709285684083
"38813","Namibia","NAM","14_7_1","2011",1.6078399999
"38912","Namibia","NAM","14_7_1","2013",1.80643827567963
"39012","Namibia","NAM","14_7_1","2015",1.78857783818014
"39111","Namibia","NAM","14_7_1","2017",1.78169464180355
"39211","Namibia","NAM","14_7_1","2019",1.65519819782318
"39311","Netherlands","NLD","14_7_1","2011",0.0275914380855805
"39412","Netherlands","NLD","14_7_1","2013",0.0226731398283594
"39512","Netherlands","NLD","14_7_1","2015",0.025481461974919
"39612","Netherlands","NLD","14_7_1","2017",0.030007448941056
"39712","Netherlands","NLD","14_7_1","2019",0.0254938621327633
"39812","New Zealand","NZL","14_7_1","2011",0.501708035931935
"39912","New Zealand","NZL","14_7_1","2013",0.556866633609965
"40012","New Zealand","NZL","14_7_1","2015",0.577611468700002
"40112","New Zealand","NZL","14_7_1","2017",0.566066097221831
"40212","Nicaragua","NIC","14_7_1","2011",0.338424755377889
"40312","Nicaragua","NIC","14_7_1","2013",0.333861251406571
"40411","Nicaragua","NIC","14_7_1","2015",0.356291593326223
"4054","Nicaragua","NIC","14_7_1","2017",0.406311412250167
"4063","Nicaragua","NIC","14_7_1","2019",0.314170906516926
"4073","Nigeria","NGA","14_7_1","2011",0.0920353367042082
"4083","Nigeria","NGA","14_7_1","2013",0.0924730911871889
"4092","Nigeria","NGA","14_7_1","2015",0.10366836802732
"4105","Nigeria","NGA","14_7_1","2017",0.127156963981959
"41111","Nigeria","NGA","14_7_1","2019",0.202410807969848
"4172","Norway","NOR","14_7_1","2011",0.386052313792031
"4182","Norway","NOR","14_7_1","2013",0.344842328957618
"4192","Norway","NOR","14_7_1","2015",0.369998444418651
"4202","Norway","NOR","14_7_1","2017",0.629397084555632
"4315","Oman","OMN","14_7_1","2011",0.354363822701566
"4322","Oman","OMN","14_7_1","2013",0.361259176201794
"4332","Oman","OMN","14_7_1","2015",0.424605054654397
"4343","Oman","OMN","14_7_1","2017",0.540220882231425
"4353","Oman","OMN","14_7_1","2019",0.54753465972774
"4363","Pakistan","PAK","14_7_1","2011",0.143984653838254
"4373","Pakistan","PAK","14_7_1","2013",0.123412408140171
"4383","Pakistan","PAK","14_7_1","2015",0.125981310609139
"4393","Pakistan","PAK","14_7_1","2017",0.170184458527423
"4403","Pakistan","PAK","14_7_1","2019",0.13858228802587
"4416","Palau","PLW","14_7_1","2011",1.62935200382624
"4423","Palau","PLW","14_7_1","2013",1.45303520237637
"4433","Palau","PLW","14_7_1","2015",1.23132029971424
"4443","Palau","PLW","14_7_1","2017",1.31201116109282
"4453","Palau","PLW","14_7_1","2019",1.29619430736557
"4463","Panama","PAN","14_7_1","2011",0.503414862061352
"4473","Panama","PAN","14_7_1","2013",0.451565305152747
"4483","Panama","PAN","14_7_1","2015",0.404182576346391
"4493","Panama","PAN","14_7_1","2017",0.329639516781855
"4503","Panama","PAN","14_7_1","2019",0.218253586501015
"4516","Peru","PER","14_7_1","2011",0.501167898469667
"4523","Peru","PER","14_7_1","2013",0.358267505252474
"4533","Peru","PER","14_7_1","2015",0.224520501552229
"4543","Peru","PER","14_7_1","2017",0.23550413082267
"4553","Peru","PER","14_7_1","2019",0.171600456803834
"4563","Philippines","PHL","14_7_1","2011",1.1003980722137
"4573","Philippines","PHL","14_7_1","2013",0.880254888309335
"4583","Philippines","PHL","14_7_1","2015",0.798838398086567
"4593","Philippines","PHL","14_7_1","2017",0.615727230894875
"4603","Philippines","PHL","14_7_1","2019",0.619573435449388
"4616","Poland","POL","14_7_1","2011",0.007758449541216
"4623","Poland","POL","14_7_1","2013",0.0082842044167299
"4633","Poland","POL","14_7_1","2015",0.01019975361104
"4643","Poland","POL","14_7_1","2017",0.0108681317629385
"4653","Poland","POL","14_7_1","2019",0.0082476525926346
"4663","Portugal","PRT","14_7_1","2011",0.126375955174743
"4673","Portugal","PRT","14_7_1","2013",0.12095370533131
"4683","Portugal","PRT","14_7_1","2015",0.102689586234145
"4693","Portugal","PRT","14_7_1","2017",0.117413014911384
"4703","Portugal","PRT","14_7_1","2019",0.11480632333972
"4716","Romania","ROU","14_7_1","2011",0.0009244138797606
"4723","Romania","ROU","14_7_1","2013",0.0018097102608149
"4733","Romania","ROU","14_7_1","2015",0.0085493375164163
"4743","Romania","ROU","14_7_1","2017",0.0127738939313184
"4752","Romania","ROU","14_7_1","2019",0.0094696084258463
"4762","Saint Kitts and Nevis","KNA","14_7_1","2011",0.252420504229361
"4772","Saint Kitts and Nevis","KNA","14_7_1","2013",0.193150817128376
"4783","Saint Kitts and Nevis","KNA","14_7_1","2015",0.195408854950247
"4793","Saint Kitts and Nevis","KNA","14_7_1","2017",0.15878
"4803","Saint Vincent and the Grenadines","VCT","14_7_1","2011",0.209643434755113
"4816","Saint Vincent and the Grenadines","VCT","14_7_1","2013",0.218330173256508
"4823","Saint Vincent and the Grenadines","VCT","14_7_1","2015",0.256347051931383
"4833","Saint Vincent and the Grenadines","VCT","14_7_1","2017",0.024021999999
"4843","Samoa","WSM","14_7_1","2011",1.56700975154161
"4853","Samoa","WSM","14_7_1","2013",1.6441072695927
"4863","Samoa","WSM","14_7_1","2015",2.32554388792059
