"","Entity","Code","SDG","Year","value","value_norm"
"1","Angola","AGO","14_7_1",2011,0.832305246684834,0.0687878852026242
"2","Angola","AGO","14_7_1",2013,1.16900297712681,0.0966281850383614
"3","Angola","AGO","14_7_1",2015,2.11866756896712,0.175152465393656
"4","Angola","AGO","14_7_1",2017,2.3746993586284,0.19632279458564
"5","Anguilla","AIA","14_7_1",2011,1.12184784637321,0.0927291003096039
"6","Anguilla","AIA","14_7_1",2013,0.954608498977126,0.0789006923493596
"7","Anguilla","AIA","14_7_1",2015,1.02509509972895,0.0847289707186754
"8","Anguilla","AIA","14_7_1",2019,1.27716315978771,0.105571553654523
"9","Antigua and Barbuda","ATG","14_7_1",2011,0.604390552362306,0.0499424554500079
"10","Antigua and Barbuda","ATG","14_7_1",2013,0.60030362681226,0.0496045225730317
"11","Antigua and Barbuda","ATG","14_7_1",2015,0.516573934471154,0.0426812215550222
"12","Antigua and Barbuda","ATG","14_7_1",2019,0.582285655527209,0.0481146826434633
"13","Argentina","ARG","14_7_1",2011,0.0728032981584653,0.00598745603119949
"14","Argentina","ARG","14_7_1",2013,0.113620653331029,0.0093624933532933
"15","Argentina","ARG","14_7_1",2015,0.093399517920124,0.00769048186655222
"16","Argentina","ARG","14_7_1",2017,0.11685592499869,0.00963000609583396
"17","Argentina","ARG","14_7_1",2019,0.205930752365089,0.0169952767153947
"22","Bahamas","BHS","14_7_1",2011,0.84384,0.0697416516280882
"23","Bahamas","BHS","14_7_1",2013,0.429522977930631,0.0354832973875662
"24","Bahamas","BHS","14_7_1",2015,0.429462647180001,0.0354783088591771
"25","Bahrain","BHR","14_7_1",2011,0.0683830342496225,0.00562196062850185
"26","Bahrain","BHR","14_7_1",2013,0.05764996206592,0.00473448227407206
"27","Bahrain","BHR","14_7_1",2015,0.0587149325386612,0.00482254077461022
"28","Bahrain","BHR","14_7_1",2017,0.0638780510224511,0.00524946009624467
"29","Bahrain","BHR","14_7_1",2019,0.0564846932714199,0.00463813047334704
"30","Bangladesh","BGD","14_7_1",2011,0.487991127622056,0.040317814139768
"31","Bangladesh","BGD","14_7_1",2013,0.451828338951142,0.03732764584201
"32","Bangladesh","BGD","14_7_1",2015,0.375484017171113,0.0310150140154694
"33","Bangladesh","BGD","14_7_1",2017,0.319331690879452,0.0263719842024027
"34","Bangladesh","BGD","14_7_1",2019,0.287181016552496,0.0237135629175053
"35","Barbados","BRB","14_7_1",2011,0.0534019165380319,0.00438322697734933
"36","Barbados","BRB","14_7_1",2013,0.098698944174269,0.00812867197754318
"37","Barbados","BRB","14_7_1",2015,0.0650229263855019,0.00534412563895576
"38","Barbados","BRB","14_7_1",2017,0.0899240295139425,0.00740310648336591
"39","Barbados","BRB","14_7_1",2019,0.0353039803338188,0.00288677504204243
"40","Belgium","BEL","14_7_1",2011,0.0100660756844888,0.000799945315745297
"41","Belgium","BEL","14_7_1",2013,0.00841503331699,0.000663426680789445
"42","Belgium","BEL","14_7_1",2015,0.008743136473687,0.000690556326859544
"43","Belgium","BEL","14_7_1",2017,0.0091512772891666,0.000724303993240421
"44","Belgium","BEL","14_7_1",2019,0.0069196011022919,0.000539774878365459
"45","Belize","BLZ","14_7_1",2011,0.943864788025393,0.0780123343142398
"46","Belize","BLZ","14_7_1",2013,1.43292683137273,0.118451080091335
"47","Belize","BLZ","14_7_1",2015,1.25698992462526,0.103903502863559
"48","Belize","BLZ","14_7_1",2017,0.603990718003491,0.0499093946140486
"49","Belize","BLZ","14_7_1",2019,0.640508599871566,0.052928924265284
"50","Benin","BEN","14_7_1",2011,0.12336,0.0101678041913331
"51","Benin","BEN","14_7_1",2013,0.25479,0.0210352686159011
"52","Benin","BEN","14_7_1",2015,0.186670238959189,0.0154026955372959
"53","Benin","BEN","14_7_1",2017,0.106507267837057,0.00877431360898851
"54","Benin","BEN","14_7_1",2019,0.220529446059302,0.018202389127835
"55","Bermuda","BMU","14_7_1",2011,0.114798571891202,0.00945989111672417
"56","Bermuda","BMU","14_7_1",2013,0.0729876781895941,0.00600270173940076
"57","Bermuda","BMU","14_7_1",2015,0.0382061721354382,0.00312674663267905
"58","Bermuda","BMU","14_7_1",2017,0.0695542313259927,0.00571880261710119
