"","X","Country","Code","SDG","Year","Value"
"2711",2711,"Belgium","BEL","14_6_1",2001,100
"2712",2712,"Belgium","BEL","14_6_1",2002,100
"2713",2713,"Belgium","BEL","14_6_1",2003,100
"2714",2714,"Belgium","BEL","14_6_1",2004,100
"2715",2715,"Belgium","BEL","14_6_1",2005,100
"2716",2716,"Belgium","BEL","14_6_1",2006,100
"2717",2717,"Belgium","BEL","14_6_1",2007,100
"2718",2718,"Belgium","BEL","14_6_1",2008,100
"2719",2719,"Belgium","BEL","14_6_1",2009,100
"2720",2720,"Belgium","BEL","14_6_1",2010,100
"2721",2721,"Belgium","BEL","14_6_1",2011,100
"2722",2722,"Belgium","BEL","14_6_1",2012,100
"2723",2723,"Belgium","BEL","14_6_1",2013,100
"2724",2724,"Belgium","BEL","14_6_1",2014,100
"2725",2725,"Belgium","BEL","14_6_1",2015,100
"2726",2726,"Belgium","BEL","14_6_1",2016,100
"2727",2727,"Belgium","BEL","14_6_1",2017,100
"2728",2728,"Belgium","BEL","14_6_1",2018,100
"2729",2729,"Belgium","BEL","14_6_1",2019,100
"2730",2730,"Belgium","BEL","14_6_1",2020,100
"2731",2731,"Belgium","BEL","14_7_1",2000,0.0799945315745297
"2732",2732,"Belgium","BEL","14_7_1",2001,0.0799945315745297
"2733",2733,"Belgium","BEL","14_7_1",2002,0.0799945315745297
"2734",2734,"Belgium","BEL","14_7_1",2003,0.0799945315745297
"2735",2735,"Belgium","BEL","14_7_1",2004,0.0799945315745297
"2736",2736,"Belgium","BEL","14_7_1",2005,0.0799945315745297
"2737",2737,"Belgium","BEL","14_7_1",2006,0.0799945315745297
"2738",2738,"Belgium","BEL","14_7_1",2007,0.0799945315745297
"2739",2739,"Belgium","BEL","14_7_1",2008,0.0799945315745297
"2740",2740,"Belgium","BEL","14_7_1",2009,0.0799945315745297
"2741",2741,"Belgium","BEL","14_7_1",2010,0.0799945315745297
"2742",2742,"Belgium","BEL","14_7_1",2011,0.0799945315745297
"2743",2743,"Belgium","BEL","14_7_1",2012,0.0698073956974306
"2744",2744,"Belgium","BEL","14_7_1",2013,0.0663426680789445
"2745",2745,"Belgium","BEL","14_7_1",2014,0.0675557643746206
"2746",2746,"Belgium","BEL","14_7_1",2015,0.0690556326859544
"2747",2747,"Belgium","BEL","14_7_1",2016,0.0707430160049982
"2748",2748,"Belgium","BEL","14_7_1",2017,0.0724303993240421
"2749",2749,"Belgium","BEL","14_7_1",2018,0.0679896150897904
"2750",2750,"Belgium","BEL","14_7_1",2019,0.0539774878365459
"2751",2751,"Belgium","BEL","14_7_1",2020,0.0539774878365459
"2752",2752,"Belgium","BEL","14_a_1",2000,4.50305509576101
"2753",2753,"Belgium","BEL","14_a_1",2001,4.50305509576101
"2754",2754,"Belgium","BEL","14_a_1",2002,4.50305509576101
"2755",2755,"Belgium","BEL","14_a_1",2003,4.50305509576101
"2756",2756,"Belgium","BEL","14_a_1",2004,4.50305509576101
"2757",2757,"Belgium","BEL","14_a_1",2005,4.50305509576101
"2758",2758,"Belgium","BEL","14_a_1",2006,4.50305509576101
"2759",2759,"Belgium","BEL","14_a_1",2007,4.50305509576101
"2760",2760,"Belgium","BEL","14_a_1",2008,4.50305509576101
"2761",2761,"Belgium","BEL","14_a_1",2009,4.50305509576101
"2762",2762,"Belgium","BEL","14_a_1",2010,4.50305509576101
"2763",2763,"Belgium","BEL","14_a_1",2011,4.50305509576101
"2764",2764,"Belgium","BEL","14_a_1",2012,4.50305509576101
"2765",2765,"Belgium","BEL","14_a_1",2013,4.50305509576101
"2766",2766,"Belgium","BEL","14_a_1",2014,4.26230207901234
"2767",2767,"Belgium","BEL","14_a_1",2015,3.50509716151526
"2768",2768,"Belgium","BEL","14_a_1",2016,3.26114299662145
"2769",2769,"Belgium","BEL","14_a_1",2017,3.06920748908609
"2770",2770,"Belgium","BEL","14_a_1",2018,3.06920748908609
"2771",2771,"Belgium","BEL","14_a_1",2019,3.06920748908609
"2772",2772,"Belgium","BEL","14_a_1",2020,3.06920748908609
"2773",2773,"Belgium","BEL","14_b_1",2000,75
"2774",2774,"Belgium","BEL","14_b_1",2001,75
"2775",2775,"Belgium","BEL","14_b_1",2002,75
"2776",2776,"Belgium","BEL","14_b_1",2003,75
"2777",2777,"Belgium","BEL","14_b_1",2004,75
"2778",2778,"Belgium","BEL","14_b_1",2005,75
"2779",2779,"Belgium","BEL","14_b_1",2006,75
"2780",2780,"Belgium","BEL","14_b_1",2007,75
"2781",2781,"Belgium","BEL","14_b_1",2008,75
"2782",2782,"Belgium","BEL","14_b_1",2009,75
"2783",2783,"Belgium","BEL","14_b_1",2010,75
"2784",2784,"Belgium","BEL","14_b_1",2011,75
"2785",2785,"Belgium","BEL","14_b_1",2012,75
"2786",2786,"Belgium","BEL","14_b_1",2013,75
"2787",2787,"Belgium","BEL","14_b_1",2014,75
"2788",2788,"Belgium","BEL","14_b_1",2015,75
"2789",2789,"Belgium","BEL","14_b_1",2016,75
"2790",2790,"Belgium","BEL","14_b_1",2017,75
"2791",2791,"Belgium","BEL","14_b_1",2018,75
"2792",2792,"Belgium","BEL","14_b_1",2019,81.25
"2793",2793,"Belgium","BEL","14_b_1",2020,87.5
"36982",36982,"Belgium","BEL","14_2_1",2000,0
"36983",36983,"Belgium","BEL","14_2_1",2001,0
"36984",36984,"Belgium","BEL","14_2_1",2002,0
"36985",36985,"Belgium","BEL","14_2_1",2003,0
"36986",36986,"Belgium","BEL","14_2_1",2004,0
"36987",36987,"Belgium","BEL","14_2_1",2005,0
"36988",36988,"Belgium","BEL","14_2_1",2006,0
"36989",36989,"Belgium","BEL","14_2_1",2007,0
"36990",36990,"Belgium","BEL","14_2_1",2008,0
"36991",36991,"Belgium","BEL","14_2_1",2009,0
"36992",36992,"Belgium","BEL","14_2_1",2010,0
"36993",36993,"Belgium","BEL","14_2_1",2011,0
"36994",36994,"Belgium","BEL","14_2_1",2012,0
"36995",36995,"Belgium","BEL","14_2_1",2013,0
"36996",36996,"Belgium","BEL","14_2_1",2014,0
"36997",36997,"Belgium","BEL","14_2_1",2015,0
"36998",36998,"Belgium","BEL","14_2_1",2016,0
"36999",36999,"Belgium","BEL","14_2_1",2017,0
"37000",37000,"Belgium","BEL","14_2_1",2018,0
"37001",37001,"Belgium","BEL","14_2_1",2019,0
"37002",37002,"Belgium","BEL","14_2_1",2020,0
"3235",3235,"Bangladesh","BGD","14_1_1_1",2000,0
"3236",3236,"Bangladesh","BGD","14_1_1_1",2001,0
"3237",3237,"Bangladesh","BGD","14_1_1_1",2002,0
"3238",3238,"Bangladesh","BGD","14_1_1_1",2003,0
"3239",3239,"Bangladesh","BGD","14_1_1_1",2004,0
"3240",3240,"Bangladesh","BGD","14_1_1_1",2005,0
"3241",3241,"Bangladesh","BGD","14_1_1_1",2006,0
"3242",3242,"Bangladesh","BGD","14_1_1_1",2007,0
"3243",3243,"Bangladesh","BGD","14_1_1_1",2008,0
"3244",3244,"Bangladesh","BGD","14_1_1_1",2009,0
"3245",3245,"Bangladesh","BGD","14_1_1_1",2010,0
"3246",3246,"Bangladesh","BGD","14_1_1_1",2011,0
"3247",3247,"Bangladesh","BGD","14_1_1_1",2012,0
"3248",3248,"Bangladesh","BGD","14_1_1_1",2013,0
"3249",3249,"Bangladesh","BGD","14_1_1_1",2014,0
"3250",3250,"Bangladesh","BGD","14_1_1_1",2015,0
"3251",3251,"Bangladesh","BGD","14_1_1_1",2016,0
"3252",3252,"Bangladesh","BGD","14_1_1_1",2017,23.7562805102407
"3253",3253,"Bangladesh","BGD","14_1_1_1",2018,26.5986187187978
"3254",3254,"Bangladesh","BGD","14_1_1_1",2019,26.5986187187978
"3255",3255,"Bangladesh","BGD","14_1_1_1",2020,26.5986187187978
"3256",3256,"Bangladesh","BGD","14_1_1_2",2000,92.4670731983769
"3257",3257,"Bangladesh","BGD","14_1_1_2",2001,96.3208124589123
"3258",3258,"Bangladesh","BGD","14_1_1_2",2002,94.1785868111441
"3259",3259,"Bangladesh","BGD","14_1_1_2",2003,91.9683539999547
"3260",3260,"Bangladesh","BGD","14_1_1_2",2004,90.9935846575839
"3261",3261,"Bangladesh","BGD","14_1_1_2",2005,88.9760388094213
"3262",3262,"Bangladesh","BGD","14_1_1_2",2006,96.5928411125972
"3263",3263,"Bangladesh","BGD","14_1_1_2",2007,89.7581211887652
"3264",3264,"Bangladesh","BGD","14_1_1_2",2008,94.0425724843017
"3265",3265,"Bangladesh","BGD","14_1_1_2",2009,96.6381792215447
"3266",3266,"Bangladesh","BGD","14_1_1_2",2010,95.6974134608845
"3267",3267,"Bangladesh","BGD","14_1_1_2",2011,94.5412916827239
"3268",3268,"Bangladesh","BGD","14_1_1_2",2012,93.2038174687734
"3269",3269,"Bangladesh","BGD","14_1_1_2",2013,95.9354385328588
"3270",3270,"Bangladesh","BGD","14_1_1_2",2014,96.00344569628
"3271",3271,"Bangladesh","BGD","14_1_1_2",2015,97.6582866728629
"3272",3272,"Bangladesh","BGD","14_1_1_2",2016,97.7262938362841
"3273",3273,"Bangladesh","BGD","14_1_1_2",2017,97.8283045814159
"3274",3274,"Bangladesh","BGD","14_1_1_2",2018,97.9416498537846
"3275",3275,"Bangladesh","BGD","14_1_1_2",2019,92.7504363792986
"3276",3276,"Bangladesh","BGD","14_1_1_2",2020,92.7504363792986
"3277",3277,"Bangladesh","BGD","14_5_1",2000,25.18675
"3278",3278,"Bangladesh","BGD","14_5_1",2001,25.78079
"3279",3279,"Bangladesh","BGD","14_5_1",2002,25.78079
"3280",3280,"Bangladesh","BGD","14_5_1",2003,25.78079
"3281",3281,"Bangladesh","BGD","14_5_1",2004,25.78079
"3282",3282,"Bangladesh","BGD","14_5_1",2005,25.78079
"3283",3283,"Bangladesh","BGD","14_5_1",2006,25.78079
"3284",3284,"Bangladesh","BGD","14_5_1",2007,25.78079
"3285",3285,"Bangladesh","BGD","14_5_1",2008,25.78079
"3286",3286,"Bangladesh","BGD","14_5_1",2009,25.78079
"3287",3287,"Bangladesh","BGD","14_5_1",2010,25.78079
"3288",3288,"Bangladesh","BGD","14_5_1",2011,25.85321
"3289",3289,"Bangladesh","BGD","14_5_1",2012,25.85321
"3290",3290,"Bangladesh","BGD","14_5_1",2013,25.85321
"3291",3291,"Bangladesh","BGD","14_5_1",2014,25.85321
"3292",3292,"Bangladesh","BGD","14_5_1",2015,25.85321
"3293",3293,"Bangladesh","BGD","14_5_1",2016,25.85321
"3294",3294,"Bangladesh","BGD","14_5_1",2017,25.85321
"3295",3295,"Bangladesh","BGD","14_5_1",2018,25.85321
"3296",3296,"Bangladesh","BGD","14_5_1",2019,25.85321
"3297",3297,"Bangladesh","BGD","14_5_1",2020,25.85321
"3298",3298,"Bangladesh","BGD","14_6_1",2000,50
"3299",3299,"Bangladesh","BGD","14_6_1",2001,50
"3300",3300,"Bangladesh","BGD","14_6_1",2002,50
"3301",3301,"Bangladesh","BGD","14_6_1",2003,50
"3302",3302,"Bangladesh","BGD","14_6_1",2004,50
"3303",3303,"Bangladesh","BGD","14_6_1",2005,50
"3304",3304,"Bangladesh","BGD","14_6_1",2006,50
"3305",3305,"Bangladesh","BGD","14_6_1",2007,50
"3306",3306,"Bangladesh","BGD","14_6_1",2008,50
"3307",3307,"Bangladesh","BGD","14_6_1",2009,50
"3308",3308,"Bangladesh","BGD","14_6_1",2010,50
"3309",3309,"Bangladesh","BGD","14_6_1",2011,50
"3310",3310,"Bangladesh","BGD","14_6_1",2012,50
"3311",3311,"Bangladesh","BGD","14_6_1",2013,50
"3312",3312,"Bangladesh","BGD","14_6_1",2014,50
"3313",3313,"Bangladesh","BGD","14_6_1",2015,50
"3314",3314,"Bangladesh","BGD","14_6_1",2016,50
"3315",3315,"Bangladesh","BGD","14_6_1",2017,50
"3316",3316,"Bangladesh","BGD","14_6_1",2018,50
"3317",3317,"Bangladesh","BGD","14_6_1",2019,50
"3318",3318,"Bangladesh","BGD","14_6_1",2020,50
"3319",3319,"Bangladesh","BGD","14_7_1",2000,4.0317814139768
"3320",3320,"Bangladesh","BGD","14_7_1",2001,4.0317814139768
"3321",3321,"Bangladesh","BGD","14_7_1",2002,4.0317814139768
"3322",3322,"Bangladesh","BGD","14_7_1",2003,4.0317814139768
"3323",3323,"Bangladesh","BGD","14_7_1",2004,4.0317814139768
"3324",3324,"Bangladesh","BGD","14_7_1",2005,4.0317814139768
"3325",3325,"Bangladesh","BGD","14_7_1",2006,4.0317814139768
"3326",3326,"Bangladesh","BGD","14_7_1",2007,4.0317814139768
"3327",3327,"Bangladesh","BGD","14_7_1",2008,4.0317814139768
"3328",3328,"Bangladesh","BGD","14_7_1",2009,4.0317814139768
"3329",3329,"Bangladesh","BGD","14_7_1",2010,4.0317814139768
"3330",3330,"Bangladesh","BGD","14_7_1",2011,4.0317814139768
"3331",3331,"Bangladesh","BGD","14_7_1",2012,3.9045027223997
"3332",3332,"Bangladesh","BGD","14_7_1",2013,3.732764584201
"3333",3333,"Bangladesh","BGD","14_7_1",2014,3.41713299287397
"3334",3334,"Bangladesh","BGD","14_7_1",2015,3.10150140154694
"3335",3335,"Bangladesh","BGD","14_7_1",2016,2.84760939058441
"3336",3336,"Bangladesh","BGD","14_7_1",2017,2.63719842024027
"3337",3337,"Bangladesh","BGD","14_7_1",2018,2.48756977173303
"3338",3338,"Bangladesh","BGD","14_7_1",2019,2.37135629175053
"3339",3339,"Bangladesh","BGD","14_7_1",2020,2.37135629175053
"3340",3340,"Bangladesh","BGD","14_a_1",2000,NA
"3341",3341,"Bangladesh","BGD","14_a_1",2001,NA
"3342",3342,"Bangladesh","BGD","14_a_1",2002,NA
"3343",3343,"Bangladesh","BGD","14_a_1",2003,NA
"3344",3344,"Bangladesh","BGD","14_a_1",2004,NA
"3345",3345,"Bangladesh","BGD","14_a_1",2005,NA
"3346",3346,"Bangladesh","BGD","14_a_1",2006,NA
"3347",3347,"Bangladesh","BGD","14_a_1",2007,NA
"3348",3348,"Bangladesh","BGD","14_a_1",2008,NA
"3349",3349,"Bangladesh","BGD","14_a_1",2009,NA
"3350",3350,"Bangladesh","BGD","14_a_1",2010,NA
"3351",3351,"Bangladesh","BGD","14_a_1",2011,NA
"3352",3352,"Bangladesh","BGD","14_a_1",2012,NA
"3353",3353,"Bangladesh","BGD","14_a_1",2013,NA
"3354",3354,"Bangladesh","BGD","14_a_1",2014,NA
"3355",3355,"Bangladesh","BGD","14_a_1",2015,NA
"3356",3356,"Bangladesh","BGD","14_a_1",2016,NA
"3357",3357,"Bangladesh","BGD","14_a_1",2017,NA
"3358",3358,"Bangladesh","BGD","14_a_1",2018,NA
"3359",3359,"Bangladesh","BGD","14_a_1",2019,NA
"3360",3360,"Bangladesh","BGD","14_a_1",2020,NA
"3361",3361,"Bangladesh","BGD","14_b_1",2000,50
"3362",3362,"Bangladesh","BGD","14_b_1",2001,50
"3363",3363,"Bangladesh","BGD","14_b_1",2002,50
"3364",3364,"Bangladesh","BGD","14_b_1",2003,50
"3365",3365,"Bangladesh","BGD","14_b_1",2004,50
"3366",3366,"Bangladesh","BGD","14_b_1",2005,50
"3367",3367,"Bangladesh","BGD","14_b_1",2006,50
"3368",3368,"Bangladesh","BGD","14_b_1",2007,50
"3369",3369,"Bangladesh","BGD","14_b_1",2008,50
"3370",3370,"Bangladesh","BGD","14_b_1",2009,50
"3371",3371,"Bangladesh","BGD","14_b_1",2010,50
"3372",3372,"Bangladesh","BGD","14_b_1",2011,50
"3373",3373,"Bangladesh","BGD","14_b_1",2012,50
"3374",3374,"Bangladesh","BGD","14_b_1",2013,50
"3375",3375,"Bangladesh","BGD","14_b_1",2014,50
"3376",3376,"Bangladesh","BGD","14_b_1",2015,50
"3377",3377,"Bangladesh","BGD","14_b_1",2016,50
"3378",3378,"Bangladesh","BGD","14_b_1",2017,50
"3379",3379,"Bangladesh","BGD","14_b_1",2018,50
"3380",3380,"Bangladesh","BGD","14_b_1",2019,75
"3381",3381,"Bangladesh","BGD","14_b_1",2020,100
"37066",37066,"Bangladesh","BGD","14_2_1",2000,0
"37067",37067,"Bangladesh","BGD","14_2_1",2001,0
"37068",37068,"Bangladesh","BGD","14_2_1",2002,0
"37069",37069,"Bangladesh","BGD","14_2_1",2003,0
"37070",37070,"Bangladesh","BGD","14_2_1",2004,0
"37071",37071,"Bangladesh","BGD","14_2_1",2005,0
"37072",37072,"Bangladesh","BGD","14_2_1",2006,0
"37073",37073,"Bangladesh","BGD","14_2_1",2007,0
"37074",37074,"Bangladesh","BGD","14_2_1",2008,0
"37075",37075,"Bangladesh","BGD","14_2_1",2009,0
"37076",37076,"Bangladesh","BGD","14_2_1",2010,0
"37077",37077,"Bangladesh","BGD","14_2_1",2011,0
"37078",37078,"Bangladesh","BGD","14_2_1",2012,0
"37079",37079,"Bangladesh","BGD","14_2_1",2013,0
"37080",37080,"Bangladesh","BGD","14_2_1",2014,0
"37081",37081,"Bangladesh","BGD","14_2_1",2015,0
"37082",37082,"Bangladesh","BGD","14_2_1",2016,0
"37083",37083,"Bangladesh","BGD","14_2_1",2017,0
"37084",37084,"Bangladesh","BGD","14_2_1",2018,0
"37085",37085,"Bangladesh","BGD","14_2_1",2019,0
"37086",37086,"Bangladesh","BGD","14_2_1",2020,0
"3382",3382,"Bulgaria","BGR","14_1_1_1",2000,48.6778454638906
"3383",3383,"Bulgaria","BGR","14_1_1_1",2001,48.6778454638906
"3384",3384,"Bulgaria","BGR","14_1_1_1",2002,48.6778454638906
"3385",3385,"Bulgaria","BGR","14_1_1_1",2003,48.6778454638906
"3386",3386,"Bulgaria","BGR","14_1_1_1",2004,48.6778454638906
"3387",3387,"Bulgaria","BGR","14_1_1_1",2005,48.6778454638906
"3388",3388,"Bulgaria","BGR","14_1_1_1",2006,48.6778454638906
"3389",3389,"Bulgaria","BGR","14_1_1_1",2007,48.6778454638906
"3390",3390,"Bulgaria","BGR","14_1_1_1",2008,48.6778454638906
"3391",3391,"Bulgaria","BGR","14_1_1_1",2009,48.6778454638906
"3392",3392,"Bulgaria","BGR","14_1_1_1",2010,48.6778454638906
"3393",3393,"Bulgaria","BGR","14_1_1_1",2011,48.6778454638906
"3394",3394,"Bulgaria","BGR","14_1_1_1",2012,48.6778454638906
"3395",3395,"Bulgaria","BGR","14_1_1_1",2013,48.6778454638906
"3396",3396,"Bulgaria","BGR","14_1_1_1",2014,48.6778454638906
"3397",3397,"Bulgaria","BGR","14_1_1_1",2015,48.6778454638906
"3398",3398,"Bulgaria","BGR","14_1_1_1",2016,50.1233324979305
"3399",3399,"Bulgaria","BGR","14_1_1_1",2017,30.9262310948704
"3400",3400,"Bulgaria","BGR","14_1_1_1",2018,29.8962275484278
"3401",3401,"Bulgaria","BGR","14_1_1_1",2019,29.9834764966461
"3402",3402,"Bulgaria","BGR","14_1_1_1",2020,31.3922166964403
"3403",3403,"Bulgaria","BGR","14_1_1_2",2000,95.5273955523315
"3404",3404,"Bulgaria","BGR","14_1_1_2",2001,72.8130029696461
"3405",3405,"Bulgaria","BGR","14_1_1_2",2002,94.6886405368032
"3406",3406,"Bulgaria","BGR","14_1_1_2",2003,89.7921247704758
"3407",3407,"Bulgaria","BGR","14_1_1_2",2004,98.1910094529957
"3408",3408,"Bulgaria","BGR","14_1_1_2",2005,96.6721828032553
"3409",3409,"Bulgaria","BGR","14_1_1_2",2006,95.9921111690431
"3410",3410,"Bulgaria","BGR","14_1_1_2",2007,96.7401899666765
"3411",3411,"Bulgaria","BGR","14_1_1_2",2008,94.4166118831183
"3412",3412,"Bulgaria","BGR","14_1_1_2",2009,93.7932128850906
"3413",3413,"Bulgaria","BGR","14_1_1_2",2010,94.1672522839072
"3414",3414,"Bulgaria","BGR","14_1_1_2",2011,99.8571849568154
"3415",3415,"Bulgaria","BGR","14_1_1_2",2012,97.6582866728629
"3416",3416,"Bulgaria","BGR","14_1_1_2",2013,94.5866297916714
"3417",3417,"Bulgaria","BGR","14_1_1_2",2014,98.4403690522068
"3418",3418,"Bulgaria","BGR","14_1_1_2",2015,97.4089270736518
"3419",3419,"Bulgaria","BGR","14_1_1_2",2016,99.5624872486569
"3420",3420,"Bulgaria","BGR","14_1_1_2",2017,97.2275746378619
"3421",3421,"Bulgaria","BGR","14_1_1_2",2018,98.2250130347063
"3422",3422,"Bulgaria","BGR","14_1_1_2",2019,98.9390882506291
"3423",3423,"Bulgaria","BGR","14_1_1_2",2020,98.9390882506291
"3424",3424,"Bulgaria","BGR","14_5_1",2000,17.9657
"3425",3425,"Bulgaria","BGR","14_5_1",2001,22.71506
"3426",3426,"Bulgaria","BGR","14_5_1",2002,49.35492
"3427",3427,"Bulgaria","BGR","14_5_1",2003,49.35492
"3428",3428,"Bulgaria","BGR","14_5_1",2004,49.35626
"3429",3429,"Bulgaria","BGR","14_5_1",2005,49.56331
"3430",3430,"Bulgaria","BGR","14_5_1",2006,49.56331
"3431",3431,"Bulgaria","BGR","14_5_1",2007,99.73037
"3432",3432,"Bulgaria","BGR","14_5_1",2008,99.73037
"3433",3433,"Bulgaria","BGR","14_5_1",2009,99.73037
"3434",3434,"Bulgaria","BGR","14_5_1",2010,99.73037
"3435",3435,"Bulgaria","BGR","14_5_1",2011,99.73037
"3436",3436,"Bulgaria","BGR","14_5_1",2012,99.73037
"3437",3437,"Bulgaria","BGR","14_5_1",2013,99.73037
"3438",3438,"Bulgaria","BGR","14_5_1",2014,99.73037
"3439",3439,"Bulgaria","BGR","14_5_1",2015,99.73037
"3440",3440,"Bulgaria","BGR","14_5_1",2016,99.73037
"3441",3441,"Bulgaria","BGR","14_5_1",2017,99.73037
"3442",3442,"Bulgaria","BGR","14_5_1",2018,99.73037
"3443",3443,"Bulgaria","BGR","14_5_1",2019,99.73037
"3444",3444,"Bulgaria","BGR","14_5_1",2020,99.73037
"3445",3445,"Bulgaria","BGR","14_6_1",2000,100
"3446",3446,"Bulgaria","BGR","14_6_1",2001,100
"3447",3447,"Bulgaria","BGR","14_6_1",2002,100
"3448",3448,"Bulgaria","BGR","14_6_1",2003,100
"3449",3449,"Bulgaria","BGR","14_6_1",2004,100
"3450",3450,"Bulgaria","BGR","14_6_1",2005,100
"3451",3451,"Bulgaria","BGR","14_6_1",2006,100
"3452",3452,"Bulgaria","BGR","14_6_1",2007,100
"3453",3453,"Bulgaria","BGR","14_6_1",2008,100
"3454",3454,"Bulgaria","BGR","14_6_1",2009,100
"3455",3455,"Bulgaria","BGR","14_6_1",2010,100
"3456",3456,"Bulgaria","BGR","14_6_1",2011,100
"3457",3457,"Bulgaria","BGR","14_6_1",2012,100
"3458",3458,"Bulgaria","BGR","14_6_1",2013,100
"3459",3459,"Bulgaria","BGR","14_6_1",2014,100
"3460",3460,"Bulgaria","BGR","14_6_1",2015,100
"3461",3461,"Bulgaria","BGR","14_6_1",2016,100
"3462",3462,"Bulgaria","BGR","14_6_1",2017,100
"3463",3463,"Bulgaria","BGR","14_6_1",2018,100
"3464",3464,"Bulgaria","BGR","14_6_1",2019,100
"3465",3465,"Bulgaria","BGR","14_6_1",2020,100
"3466",3466,"Bulgaria","BGR","14_7_1",2000,0.0586472564427937
"3467",3467,"Bulgaria","BGR","14_7_1",2001,0.0586472564427937
"3468",3468,"Bulgaria","BGR","14_7_1",2002,0.0586472564427937
"3469",3469,"Bulgaria","BGR","14_7_1",2003,0.0586472564427937
