"","Country","countrycode","CountryCode","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018"
"30","Djibouti","DJI","DJI",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"31","Ecuador","ECU","ECU",0,NA,NA,NA,NA,26.527,NA,NA,NA,NA,41.219,NA,NA,NA,NA,54.422,55.544,56.604,57.466
"32","El Salvador","SLV","SLV",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"33","Eritrea","ERI","ERI",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"34","Ethiopia","ETH","ETH",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"35","Finland","FIN","FIN",13700,NA,NA,NA,NA,22367.196,NA,NA,NA,NA,20796.642,NA,NA,NA,NA,15231.199,16529.984,17744.52,18161.432
"36","France","FRA","FRA",1.05,NA,NA,NA,NA,3985.613,NA,NA,NA,NA,5056.003,NA,NA,NA,NA,8081.449,8132.925,8218.201,8017.654
"37","Georgia","GEO","GEO",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"38","Germany","DEU","DEU",148.5,NA,NA,NA,NA,7186.541,NA,NA,NA,NA,7424.4,NA,NA,NA,NA,7549.692,7499.358,7645.629,7760.405
"39","Greece","GRC","GRC",0,NA,NA,NA,NA,36.626,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"40","Guatemala","GTM","GTM",99.089,NA,NA,NA,NA,508.634,NA,NA,NA,NA,248.425,NA,NA,NA,NA,499.575,497.968,439.022,503.745
"41","Guinea","GIN","GIN",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"42","Hungary","HUN","HUN",0,NA,NA,NA,NA,134.446,NA,NA,NA,NA,251.906,NA,NA,NA,NA,306.585,304.273,304.428,304.118
"43","India","IND","IND",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.676,NA,NA,NA,NA,818.466,754.911,509.927,521.678
"44","Indonesia","IDN","IDN",204.838,NA,NA,NA,NA,92.273,NA,NA,NA,NA,1105.448,NA,NA,NA,NA,2639.761,3886.308,6251.341,6786.685
"45","Iraq","IRQ","IRQ",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"46","Ireland","IRL","IRL",0,NA,NA,NA,NA,446.481,NA,NA,NA,NA,449.573,NA,NA,NA,NA,448.12,446.647,446.647,446.873
"47","Italy","ITA","ITA",14.323,NA,NA,NA,NA,626.517,NA,NA,NA,NA,774.185,NA,NA,NA,NA,826.161,829.092,840.114,818.266
"48","Japan","JPN","JPN",12.44,NA,NA,NA,NA,268.72,NA,NA,NA,NA,1233.93,NA,NA,NA,NA,1655.35,1955.22,2019.46,NA
"49","Jordan","JOR","JOR",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"50","Lebanon","LBN","LBN",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"51","Liberia","LBR","LBR",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"52","Madagascar","MDG","MDG",0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1.298,0,1.298
"53","Malawi","MWI","MWI",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"54","Malaysia","MYS","MYS",55.139,NA,NA,NA,NA,73.303,NA,NA,NA,NA,1618.758,NA,NA,NA,NA,5228.453,4515.714,4736.86,5011.183
"55","Mexico","MEX","MEX",99.189,NA,NA,NA,NA,823.459,NA,NA,NA,NA,867.072,NA,NA,NA,NA,834.299,921.387,849.615,1205.334
"56","Mongolia","MNG","MNG",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"57","Morocco","MAR","MAR",0,NA,NA,NA,NA,0,NA,NA,NA,NA,20.27,NA,NA,NA,NA,0,0,0,0
"58","Mozambique","MOZ","MOZ",0,NA,NA,NA,NA,0,NA,NA,NA,NA,71.061,NA,NA,NA,NA,59.905,49.132,50.753,50.753
"59","Myanmar","MMR","MMR",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"60","Namibia","NAM","NAM",54.42,NA,NA,NA,NA,292.157,NA,NA,NA,NA,277.315,NA,NA,NA,NA,142.474,152.888,225.477,212.009
"61","Nepal","NPL","NPL",0,NA,NA,NA,NA,14.145,NA,NA,NA,NA,14.145,NA,NA,NA,NA,0,0,0,0
"62","New Zealand","NZL","NZL",19.695,NA,NA,NA,NA,902.107,NA,NA,NA,NA,1071.838,NA,NA,NA,NA,1262.902,1263.82,1271.38,1283.361
"63","Nicaragua","NIC","NIC",0,NA,NA,NA,NA,42.455,NA,NA,NA,NA,25.766,NA,NA,NA,NA,25.554,21.696,25.931,22.903
"64","Nigeria","NGA","NGA",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"65","Norway","NOR","NOR",3000,NA,NA,NA,NA,9236.8,NA,NA,NA,NA,9095.579,NA,NA,NA,NA,9218.403,9149.601,7414.176,7380.75
"66","Pakistan","PAK","PAK",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"67","Paraguay","PRY","PRY",0,NA,NA,NA,NA,2.7,NA,NA,NA,NA,13.245,NA,NA,NA,NA,25.022,25.022,38.88,41.686
"68","Peru","PER","PER",0,NA,NA,NA,NA,30.386,NA,NA,NA,NA,673.716,NA,NA,NA,NA,550.517,498.837,669.724,805.831
"69","Poland","POL","POL",1973.955,NA,NA,NA,NA,6977.564,NA,NA,NA,NA,6376.834,NA,NA,NA,NA,7416.476,7346.347,7261.238,7169.08
"70","Portugal","PRT","PRT",0,NA,NA,NA,NA,101.3,NA,NA,NA,NA,435.845,NA,NA,NA,NA,360.98,374.633,386.287,424.73
"71","Romania","ROU","ROU",0,NA,NA,NA,NA,48.9,NA,NA,NA,NA,914.676,NA,NA,NA,NA,2523.395,2523.707,2630.427,2728.308
"72","Rwanda","RWA","RWA",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"73","Sao Tome and Principe","STP","STP",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"74","Serbia","SRB","SRB",0,NA,NA,NA,NA,0,NA,NA,NA,NA,371.659,NA,NA,NA,NA,1001.943,1001.347,963.955,963.228
"75","Sierra Leone","SLE","SLE",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,3.137,3.137
"76","Somalia","SOM","SOM",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"77","South Africa","ZAF","ZAF",1001.505,NA,NA,NA,NA,1720.727,NA,NA,NA,NA,2150.646,NA,NA,NA,NA,1275.318,1459.436,1400.584,1472.629
"78","South Sudan","SSD","SSD",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"79","Spain","ESP","ESP",0,NA,NA,NA,NA,507.383,NA,NA,NA,NA,1282.201,NA,NA,NA,NA,1979.761,2023.015,2183.666,2314.735
"80","Sri Lanka","LKA","LKA",17.51,NA,NA,NA,NA,17.799,NA,NA,NA,NA,23.172,NA,NA,NA,NA,15.183,14.603,17.522,17.03
"81","Suriname","SUR","SUR",0,NA,NA,NA,NA,0,NA,NA,NA,NA,89.124,NA,NA,NA,NA,364.48,386.2,363.09,46.325
"82","Sweden","SWE","SWE",11856.501,NA,NA,NA,NA,12301.049,NA,NA,NA,NA,13475.407,NA,NA,NA,NA,15575.284,16371.472,16600.753,16853.029
"83","Switzerland","CHE","CHE",136.686,NA,NA,NA,NA,492.743,NA,NA,NA,NA,528.233,NA,NA,NA,NA,583.986,622.521,613.345,606.235
"84","Tajikistan","TJK","TJK",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"85","Thailand","THA","THA",0,NA,NA,NA,NA,2.94,NA,NA,NA,NA,7.643,NA,NA,NA,NA,44.237,61.795,63.374,56.877
"86","Tunisia","TUN","TUN",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"87","Turkey","TUR","TUR",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2359.473,2365.753,2350.078,2396.877
"88","Turkmenistan","TKM","TKM",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"89","Uganda","UGA","UGA",0,NA,NA,NA,NA,191.6,NA,NA,NA,NA,222.847,NA,NA,NA,NA,38.974,38.975,40.875,41.321
"90","Ukraine","UKR","UKR",0,NA,NA,NA,NA,143.357,NA,NA,NA,NA,1262.52,NA,NA,NA,NA,3147.421,2992.592,3764.071,4092.677
"91","Zambia","ZMB","ZMB",0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
"92","Zimbabwe","ZWE","ZWE",56.457,NA,NA,NA,NA,104.043,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0
