Country,CountryCode,SDG,Year,Value_2_cal
Thailand,THA,15_1_2_1,2013,43.58502
Thailand,THA,15_1_2_1,2014,43.58502
Thailand,THA,15_1_2_1,2015,43.58502
Thailand,THA,15_1_2_1,2016,43.58502
Thailand,THA,15_1_2_1,2017,43.58502
Thailand,THA,15_1_2_1,2018,43.58502
Thailand,THA,15_1_2_2,2000,66.8091
Thailand,THA,15_1_2_2,2001,67.28735
Thailand,THA,15_1_2_2,2002,67.57411
Thailand,THA,15_1_2_2,2003,67.57411
Thailand,THA,15_1_2_2,2004,67.57411
Thailand,THA,15_1_2_2,2005,67.57411
Thailand,THA,15_1_2_2,2006,67.57411
Thailand,THA,15_1_2_2,2007,68.60975
Thailand,THA,15_1_2_2,2008,69.66238
Thailand,THA,15_1_2_2,2009,70.57193
Thailand,THA,15_1_2_2,2010,70.57193
Thailand,THA,15_1_2_2,2011,70.57193
Thailand,THA,15_1_2_2,2012,70.57193
Thailand,THA,15_1_2_2,2013,71.2802
Thailand,THA,15_1_2_2,2014,71.2802
Thailand,THA,15_1_2_2,2015,71.2802
Thailand,THA,15_1_2_2,2016,71.2802
Thailand,THA,15_1_2_2,2017,71.2802
Thailand,THA,15_1_2_2,2018,71.2802
Thailand,THA,15_2_1_1,2000,-1.09
Thailand,THA,15_2_1_1,2001,-1.09
Thailand,THA,15_2_1_1,2002,-1.09
Thailand,THA,15_2_1_1,2003,-1.09
Thailand,THA,15_2_1_1,2004,-1.09
Thailand,THA,15_2_1_1,2005,-1.09
Thailand,THA,15_2_1_1,2006,-0.6666667
Thailand,THA,15_2_1_1,2007,-0.328
Thailand,THA,15_2_1_1,2008,-0.074
Thailand,THA,15_2_1_1,2009,0.09533333
Thailand,THA,15_2_1_1,2010,0.18
Thailand,THA,15_2_1_1,2011,0.2138667
Thailand,THA,15_2_1_1,2012,0.2308
Thailand,THA,15_2_1_1,2013,0.2308
Thailand,THA,15_2_1_1,2014,0.2138667
Thailand,THA,15_2_1_1,2015,0.18
Thailand,THA,15_2_1_1,2016,0.18
Thailand,THA,15_2_1_1,2017,0.18
Thailand,THA,15_2_1_1,2018,0.18
Thailand,THA,15_2_1_2,2000,55.69242
Thailand,THA,15_2_1_2,2001,56.13576
Thailand,THA,15_2_1_2,2002,56.51658
Thailand,THA,15_2_1_2,2003,56.83489
Thailand,THA,15_2_1_2,2004,57.09069
Thailand,THA,15_2_1_2,2005,57.28398
Thailand,THA,15_2_1_2,2006,57.38618
Thailand,THA,15_2_1_2,2007,57.39599
Thailand,THA,15_2_1_2,2008,57.36434
Thailand,THA,15_2_1_2,2009,57.36014
Thailand,THA,15_2_1_2,2010,57.47911
Thailand,THA,15_2_1_2,2011,57.94873
Thailand,THA,15_2_1_2,2012,58.91407
Thailand,THA,15_2_1_2,2013,60.37514
Thailand,THA,15_2_1_2,2014,62.33193
Thailand,THA,15_2_1_2,2015,64.78444
Thailand,THA,15_2_1_2,2016,64.78444
Thailand,THA,15_2_1_2,2017,64.78444
Thailand,THA,15_2_1_2,2018,64.78444
Thailand,THA,15_4_1,2000,83.3425
Thailand,THA,15_4_1,2001,83.3425
Thailand,THA,15_4_1,2002,83.3425
Thailand,THA,15_4_1,2003,83.3425
Thailand,THA,15_4_1,2004,83.3425
Thailand,THA,15_4_1,2005,83.3425
Thailand,THA,15_4_1,2006,83.3425
Thailand,THA,15_4_1,2007,85.06005
Thailand,THA,15_4_1,2008,86.23652
Thailand,THA,15_4_1,2009,88.42951
Thailand,THA,15_4_1,2010,88.42951
Thailand,THA,15_4_1,2011,88.42951
Thailand,THA,15_4_1,2012,88.42951
Thailand,THA,15_4_1,2013,88.42951
Thailand,THA,15_4_1,2014,88.42951
Thailand,THA,15_4_1,2015,88.42951
Thailand,THA,15_4_1,2016,88.42951
Thailand,THA,15_4_1,2017,88.42951
Thailand,THA,15_4_1,2018,88.42951
Thailand,THA,15_4_1,2019,88.42951
Thailand,THA,15_5_1,2000,85.118
Thailand,THA,15_5_1,2001,84.777
Thailand,THA,15_5_1,2002,84.437
Thailand,THA,15_5_1,2003,84.16
Thailand,THA,15_5_1,2004,83.796
Thailand,THA,15_5_1,2005,83.427
Thailand,THA,15_5_1,2006,83.17
Thailand,THA,15_5_1,2007,82.855
Thailand,THA,15_5_1,2008,82.496
Thailand,THA,15_5_1,2009,82.25
Thailand,THA,15_5_1,2010,81.938
Thailand,THA,15_5_1,2011,81.633
Thailand,THA,15_5_1,2012,81.391
Thailand,THA,15_5_1,2013,81.007
Thailand,THA,15_5_1,2014,80.641
Thailand,THA,15_5_1,2015,80.359
Thailand,THA,15_5_1,2016,80.081
Thailand,THA,15_5_1,2017,79.707
Thailand,THA,15_5_1,2018,79.482
Thailand,THA,15_5_1,2019,79.119
Thailand,THA,15_6_1_1,2000,0
Thailand,THA,15_6_1_1,2001,0
Thailand,THA,15_6_1_1,2002,0
Thailand,THA,15_6_1_1,2003,0
Thailand,THA,15_6_1_1,2004,0
Thailand,THA,15_6_1_1,2005,0
Thailand,THA,15_6_1_1,2006,0
Thailand,THA,15_6_1_1,2007,0
Thailand,THA,15_6_1_1,2008,0
Thailand,THA,15_6_1_1,2009,0
Thailand,THA,15_6_1_1,2010,0
Thailand,THA,15_6_1_1,2011,0
Thailand,THA,15_6_1_1,2012,0
Thailand,THA,15_6_1_1,2013,0
Thailand,THA,15_6_1_1,2014,0
Thailand,THA,15_6_1_1,2015,0
Thailand,THA,15_6_1_1,2016,0
Thailand,THA,15_6_1_1,2017,0
Thailand,THA,15_6_1_1,2018,0
Thailand,THA,15_6_1_1,2019,0
Thailand,THA,15_6_1_2,2000,0
Thailand,THA,15_6_1_2,2001,0
Thailand,THA,15_6_1_2,2002,0
Thailand,THA,15_6_1_2,2003,0
Thailand,THA,15_6_1_2,2004,0
Thailand,THA,15_6_1_2,2005,0
Thailand,THA,15_6_1_2,2006,0
Thailand,THA,15_6_1_2,2007,0
Thailand,THA,15_6_1_2,2008,0
Thailand,THA,15_6_1_2,2009,0
Thailand,THA,15_6_1_2,2010,0
Thailand,THA,15_6_1_2,2011,0
Thailand,THA,15_6_1_2,2012,0
Thailand,THA,15_6_1_2,2013,0
Thailand,THA,15_6_1_2,2014,0
Thailand,THA,15_6_1_2,2015,0
Thailand,THA,15_6_1_2,2016,0
Thailand,THA,15_6_1_2,2017,0
Thailand,THA,15_6_1_2,2018,0
Thailand,THA,15_6_1_2,2019,0
Thailand,THA,15_6_1_3,2000,0
Thailand,THA,15_6_1_3,2001,0
Thailand,THA,15_6_1_3,2002,0
Thailand,THA,15_6_1_3,2003,0
Thailand,THA,15_6_1_3,2004,0
Thailand,THA,15_6_1_3,2005,0
Thailand,THA,15_6_1_3,2006,0
Thailand,THA,15_6_1_3,2007,0
Thailand,THA,15_6_1_3,2008,0
Thailand,THA,15_6_1_3,2009,0
Thailand,THA,15_6_1_3,2010,0
Thailand,THA,15_6_1_3,2011,0
Thailand,THA,15_6_1_3,2012,0
Thailand,THA,15_6_1_3,2013,0
Thailand,THA,15_6_1_3,2014,0
Thailand,THA,15_6_1_3,2015,0
Thailand,THA,15_6_1_3,2016,0
Thailand,THA,15_6_1_3,2017,0
Thailand,THA,15_6_1_3,2018,0
Thailand,THA,15_6_1_3,2019,0
Thailand,THA,15_6_1_4,2000,0
Thailand,THA,15_6_1_4,2001,0
Thailand,THA,15_6_1_4,2002,0
Thailand,THA,15_6_1_4,2003,0
Thailand,THA,15_6_1_4,2004,0
Thailand,THA,15_6_1_4,2005,0
Thailand,THA,15_6_1_4,2006,0
Thailand,THA,15_6_1_4,2007,0
Thailand,THA,15_6_1_4,2008,0
Thailand,THA,15_6_1_4,2009,0
Thailand,THA,15_6_1_4,2010,0
Thailand,THA,15_6_1_4,2011,0
Thailand,THA,15_6_1_4,2012,0
Thailand,THA,15_6_1_4,2013,0
Thailand,THA,15_6_1_4,2014,0
Thailand,THA,15_6_1_4,2015,0
Thailand,THA,15_6_1_4,2016,0
Thailand,THA,15_6_1_4,2017,0
Thailand,THA,15_6_1_4,2018,0
Thailand,THA,15_6_1_4,2019,0
Thailand,THA,15_6_1_5,2000,0
Thailand,THA,15_6_1_5,2001,0
Thailand,THA,15_6_1_5,2002,0
Thailand,THA,15_6_1_5,2003,0
Thailand,THA,15_6_1_5,2004,0
Thailand,THA,15_6_1_5,2005,0
Thailand,THA,15_6_1_5,2006,0
Thailand,THA,15_6_1_5,2007,0
Thailand,THA,15_6_1_5,2008,0
Thailand,THA,15_6_1_5,2009,0
Thailand,THA,15_6_1_5,2010,0
Thailand,THA,15_6_1_5,2011,0
Thailand,THA,15_6_1_5,2012,0
Thailand,THA,15_6_1_5,2013,0
Thailand,THA,15_6_1_5,2014,0
Thailand,THA,15_6_1_5,2015,0
Thailand,THA,15_6_1_5,2016,0
Thailand,THA,15_6_1_5,2017,0
Thailand,THA,15_6_1_5,2018,0
Thailand,THA,15_6_1_5,2019,0
Thailand,THA,15_8_1,2000,0
Thailand,THA,15_8_1,2001,0
Thailand,THA,15_8_1,2002,0
Thailand,THA,15_8_1,2003,0
Thailand,THA,15_8_1,2004,0
Thailand,THA,15_8_1,2005,0
Thailand,THA,15_8_1,2006,0
Thailand,THA,15_8_1,2007,0
Thailand,THA,15_8_1,2008,0
Thailand,THA,15_8_1,2009,0
Thailand,THA,15_8_1,2010,0
Thailand,THA,15_8_1,2011,0
Thailand,THA,15_8_1,2012,0
Thailand,THA,15_8_1,2013,0
Thailand,THA,15_8_1,2014,0
Thailand,THA,15_8_1,2015,0
Thailand,THA,15_8_1,2016,100
Thailand,THA,15_8_1,2017,100
Thailand,THA,15_8_1,2018,100
Thailand,THA,15_8_1,2019,100
Thailand,THA,15_9_1,2000,100
Thailand,THA,15_9_1,2001,100
Thailand,THA,15_9_1,2002,100
Thailand,THA,15_9_1,2003,100
Thailand,THA,15_9_1,2004,100
Thailand,THA,15_9_1,2005,100
Thailand,THA,15_9_1,2006,100
Thailand,THA,15_9_1,2007,100
Thailand,THA,15_9_1,2008,100
Thailand,THA,15_9_1,2009,100
Thailand,THA,15_9_1,2010,100
Thailand,THA,15_9_1,2011,100
Thailand,THA,15_9_1,2012,100
Thailand,THA,15_9_1,2013,100
Thailand,THA,15_9_1,2014,100
Thailand,THA,15_9_1,2015,100
Thailand,THA,15_9_1,2016,100
Thailand,THA,15_9_1,2017,100
Thailand,THA,15_9_1,2018,100
Thailand,THA,15_9_1,2019,100
