"","Country","CountryCode","SDG","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"60","Namibia","NAM",15,22.8451877446,26.1911666282,40.4732454718,41.897202816,41.8897675196,42.3334644612,43.9389586858,44.4517166574,46.8414060306,47.3069548932,47.6676960528,48.2680600444,55.04544396,55.0413221662,55.0327441698,55.0247377734,69.307016677,69.306016377,69.305016077
"61","Nepal","NPL",15,24.146427246,24.105974944584,38.51603933219,38.83579080939,39.376244619184,39.595017361,40.4499796930222,40.476220647426,40.502617029266,40.6307894559142,40.743183299,40.7529707209018,46.493004245974,46.520425873574,46.5560930037018,46.596147337,60.887995315,60.886995015,60.891996515
"62","New Zealand","NZL",15,35.829880052,35.780909968,35.817177612,35.769223457,35.740882003,35.779686718,36.052215682555,36.0439080862002,36.1663975190862,36.379287591301,36.328206759,36.274373064033,36.2363155953278,36.2673063645278,36.233046693633,36.312782523,50.549799083,50.477509801,50.407343043
"63","Nicaragua","NIC",15,32.321066691,46.604420273,46.545025107,46.488774455,46.428521889,46.367841337,46.2959165949668,46.2359743549502,46.1725799889502,46.1111651249668,46.055300835,46.0418505710332,48.9017597390498,48.9117416390498,48.9366548710332,48.972641135,63.234632735,63.220485635,63.199765135
"64","Nigeria","NGA",15,26.799693866,26.765153844,26.730756722,26.6959309,26.662248278,26.628851456,40.8770831625314,40.8345752789772,45.4180452216432,45.374131393192,45.326956164,45.2807493458488,45.2339504400732,45.1841302894732,45.1335752226488,45.0824281396,59.3394600176,59.3374594176,59.3361733176
"65","Norway","NOR",15,24.320429044,38.613270657553,39.0418707894722,41.4498522378222,41.9416381957876,41.950873082,42.7402168206638,42.75743640616,42.77342712056,42.8095662588638,42.832716333,42.9421030042962,54.39162773808,54.43239782028,54.4510379948962,55.054737318,69.376144547,69.353995047,69.387335046
"66","Pakistan","PAK",15,35.242427844,35.2279720716,35.2099283332,35.1239395338,35.0765337344,35.004263335,34.9249730848064,34.8658408941304,34.8111399340334,34.7451424431642,34.6879881322,34.6179381253026,40.2809887544182,40.2114181624182,40.1459455065026,40.0668513294,39.9937050374,39.9589803374,39.8866729374
"67","Paraguay","PRY",15,22.183762265,29.052902572,29.02037743,43.442025506,43.428795571,44.083825397,44.01565267319,43.951034614285,43.884797962285,43.95462923419,43.892622707,43.826101381926,46.6209250147736,46.5555491981128,46.4959149930058,46.437570304,60.666948062,60.665090362,60.662375262
"68","Peru","PER",15,20.593506598,35.320997712,35.415915815,35.442871637,35.450880204,35.830167421,36.0790788248196,36.0161108299618,36.0087825518708,36.1792458199212,36.278827818,36.3715559841534,47.8587691715658,47.9293297221658,47.9600810889534,47.993342117,62.339789677,62.337001548,65.329947134
"69","Poland","POL",15,30.831390289,31.2524142298,31.370263404,45.814406712,47.3991767318,47.422116171,47.50149641136,49.00293923146,49.35402870916,49.38501622712,49.402322091,49.49957039586,58.11077197972,58.12993400172,58.15168786586,58.176020199,72.482967535,75.359258135,75.372547835
"70","Portugal","PRT",15,30.177435039,44.506534989,44.495185741,44.487705745,44.507837129,44.584400146,44.72751895838,44.694506816,46.032258964,46.06917390538,46.061288113,46.15257279362,57.614884951,57.607012673,57.59276379462,57.575302415,71.842698285,71.828979885,71.914108273
"71","Romania","ROU",15,34.980740956,35.1405818654,35.2959160496,35.4550958522,35.617621159,36.316824074,37.96714469846,45.04863571282,45.28591913334,45.47370016984,45.664906443,48.37903186128,51.52169753592,51.84257227792,52.05563594728,52.2707755,66.586718155,66.587718455,66.588861655
"72","Rwanda","RWA",15,9.332951956,9.356684602,9.380470121,9.547124917,9.570913294,10.66072791,10.7131607442,10.762080598,10.807531698,10.8495104722,10.888015563,10.9045515878,10.969076369,10.967193551,10.9561002748,10.935797184,11.098375022,11.098373593,11.098373593
"73","Sao Tome and Principe","STP",15,15.336207262,15.331348662,15.317773162,15.332777662,15.351497562,29.672363962,44.237606067,44.205948027,44.159110527,44.118529281,44.080200947,44.078255767,49.801422927,49.807987627,49.821379467,49.839883647,64.122024147,64.118594547,64.115164947
"74","Serbia","SRB",15,20.627295471,21.481428277,21.562624599,21.638506963,21.711823696,22.047687531,22.77721760636,22.9180827704,23.0809842724,23.1760673688,23.253267691,37.5706221452,43.3339333486,46.3020690296,46.30588208964,46.845965232,61.142046498,61.142656681,61.143514081
"75","Sierra Leone","SLE",15,28.562505011,28.535143645,28.512055141,42.775807985,42.755404877,42.738415803,42.73645817794,42.74965786618,42.76555391838,42.78160612254,43.91856542,44.02071817726,50.59810851162,50.72874496462,50.8658501916,51.017805541,51.074573523,51.070858123,51.069429123
"76","Somalia","SOM",15,14.37055951,14.326665322,14.263336734,14.221443146,14.166116244,14.125222956,14.0742340624,14.0283657926,13.977328347,13.9278360978,13.878031702,13.8357715894,13.7749037748,13.7300099868,13.6852283254,27.909695462,42.15179936,42.10364206,42.07206116
"77","South Africa","ZAF",15,18.3207845238,18.3066015788,18.2675234858,18.2349931368,18.5126704618,33.0487818198,33.0152313548,33.1146457568,33.0707932888,33.0461230298,33.0331156398,33.0035247878,41.6957492648,41.8502040518,41.9009438608,41.8902899738,56.2258311568,56.2204105908,56.3022294148
"78","South Sudan","SSD",15,21.661664553,21.657949153,21.653805053,21.649089353,21.645373953,21.640515353,22.305857123,22.301570123,22.297568923,22.293567723,22.289280723,22.283564723,22.278991923,22.275133623,22.270703723,22.266845423,22.263844523,22.259986223,36.546556623
"79","Spain","ESP",15,40.074320689,40.996331349,41.165316853,41.418120226,41.670616139,41.790128448,41.95080620422,42.05383333726,42.11442739526,42.2482490468,42.285774873,42.3290424972,53.76431028474,53.75754061574,53.81113130378,53.793137995,68.085237238,68.081827644,68.078052226
"80","Sri Lanka","LKA",15,31.627241974,31.536359677,31.444058077,31.353899263,31.251737563,31.154005049,31.09280345502,31.0428983576,31.4479225156,32.02385807502,32.274045014,32.20596775698,32.2276304724,35.3109581554,35.20606652398,35.132261976,52.177432226,52.096407926,52.049536726
"81","Suriname","SUR",15,30.614942081,30.628465455,30.637435565,30.644853311,30.647718507,30.647887425,44.935335426762,44.927506363,44.912112405,44.890012380762,44.870207563,44.846378597238,44.835744745,44.830159279,44.825765327238,44.822990161,44.820393457,44.818821557,44.818107057
"82","Sweden","SWE",15,48.76793681,48.8666830502,48.8908515522,48.896857563,48.9021615404,48.907936001,48.904871137062,48.907495194636,48.926205607236,48.925601126862,48.932535721,48.956481308138,60.439117981564,60.446211542964,60.454687116338,60.464336243,77.638384377,77.808235317,77.808166725
"83","Switzerland","CHE",15,22.290295826,37.504718546,37.51279797,37.53701363,37.545236668,37.561945444,37.56606375312,37.60519256268,37.61026971668,38.78221776412,38.889820564,38.89687278488,50.34740341232,50.35469773632,50.36182838288,50.369508424,67.526374962,67.555036415,67.554893515
"84","Tajikistan","TJK",15,18.9288940522,19.2429426532,19.2399417532,33.5279411532,33.5275124532,33.5270837532,33.5267504531762,33.5266552532,33.5267981532,33.5268933531762,33.5272266532,33.5281925144238,36.3896343756,36.6013943868,36.605278666038,36.6078583716,36.6082070464,36.6082070464,36.6082070464
"85","Thailand","THA",15,48.572359003,48.554614847,48.517993345,48.475673997,48.416459135,48.352065845,48.35702838462,48.623471126,48.797907032,49.124558119762,49.09867774,49.09523479838,49.13497992,49.213904565,49.30430225538,49.440888195,63.695354603,63.641910003,63.609757503
"86","Tunisia","TUN",15,33.9972095718,34.0505330762,34.0500277756,34.0590402402,34.0670010106,34.0858996348,34.1406642804,34.8184063382,34.914887631,34.9958239006,35.3554196808,35.3641974824,40.4836954036,40.729589692,40.726281601,40.7212575254,40.725087821,40.724087521,40.722801421
"87","Turkey","TUR",15,14.254892981,28.5554209524,28.5612573858,28.5718351806,28.5790076088,28.594985495,28.60229239058,28.6085826857,28.6173352963,28.64553399638,28.652818073,28.66152278182,31.5275170675,31.5496205599,31.55548249882,31.560921557,45.855419827,45.850132527,45.845988427
"88","Turkmenistan","TKM",15,17.7687748386,17.7607724386,32.0420555386,32.0340531386,32.0280513386,32.0219066386,32.0170480386,32.0134755386,32.0293572256,32.0263563256,32.0220693256,32.0192113256,32.0167820256,32.0130666256,32.0089225256,32.0060645256,32.0017775256,31.9987766256,31.9962044256
"89","Uganda","UGA",15,30.931812425,30.864784337,45.11057773,45.036833342,45.115510905,45.038622717,46.0133635402,45.8910564988,45.7738151878,45.6522063372,45.537394526,45.4246103452,56.7582738142,56.6490234194,56.5412506048,56.444660104,70.6620828968,70.6060660968,70.5720558968
"90","Ukraine","UKR",15,36.693613428,36.696501744,36.699267152,36.702869968,36.707840808,36.712219628,36.711541484298,36.984494508804,36.985851652804,36.985644601298,36.988180347,37.000184746702,37.042986628196,37.065838128196,37.08264497956,37.101162028,51.39785001,51.40370891,51.40613821
"91","Zambia","ZMB",15,46.147899235,46.130611681,46.114467327,46.097894273,46.082465133,46.207504883,46.19080797138,46.266146988,46.249573934,46.23284917638,46.21654288,46.19992222362,49.042968172,49.026109418,49.01034626162,48.99382101,66.128105356,68.987819556,68.987962456
"92","Zimbabwe","ZWE",15,30.308629123,30.244274217,46.034533817,45.970321811,45.904109205,45.838611099,45.7693345048,45.700018869,45.629806863,45.5605569008,45.491981683,45.4231715012,48.2176704104,48.997308914,48.9316507288,48.867675542,63.094729172,65.947869972,65.940439172
