"","GeoAreaCode","Country","SDG","Year","Value"
"11246",184,"Cook Islands","14.1","2014","0.58"
"12047",184,"Cook Islands","14.1","2015","1.09"
"12848",184,"Cook Islands","14.1","2016","11.33"
"13649",184,"Cook Islands","14.1","2017","10.56"
"14450",184,"Cook Islands","14.1","2018","3.7"
"15251",184,"Cook Islands","14.1","2019","1.68"
"192",184,"Cook Islands","14.5","2000","0"
"993",184,"Cook Islands","14.5","2001","0"
"1794",184,"Cook Islands","14.5","2002","0"
"2595",184,"Cook Islands","14.5","2003","0"
"3396",184,"Cook Islands","14.5","2004","0"
"4197",184,"Cook Islands","14.5","2005","0"
"4998",184,"Cook Islands","14.5","2006","0"
"5799",184,"Cook Islands","14.5","2007","0"
"6600",184,"Cook Islands","14.5","2008","0"
"7401",184,"Cook Islands","14.5","2009","0"
"8202",184,"Cook Islands","14.5","2010","0"
"9003",184,"Cook Islands","14.5","2011","0"
"9804",184,"Cook Islands","14.5","2012","0"
"10605",184,"Cook Islands","14.5","2013","0"
"11406",184,"Cook Islands","14.5","2014","0"
"12207",184,"Cook Islands","14.5","2015","0"
"13008",184,"Cook Islands","14.5","2016","0"
"13809",184,"Cook Islands","14.5","2017","29.34121"
"14610",184,"Cook Islands","14.5","2018","29.34121"
"15411",184,"Cook Islands","14.5","2019","29.34121"
"352",184,"Cook Islands","14.6","2000",NA
"1153",184,"Cook Islands","14.6","2001",NA
"1954",184,"Cook Islands","14.6","2002",NA
"2755",184,"Cook Islands","14.6","2003",NA
"3556",184,"Cook Islands","14.6","2004",NA
"4357",184,"Cook Islands","14.6","2005",NA
"5158",184,"Cook Islands","14.6","2006",NA
"5959",184,"Cook Islands","14.6","2007",NA
"6760",184,"Cook Islands","14.6","2008",NA
"7561",184,"Cook Islands","14.6","2009",NA
"8362",184,"Cook Islands","14.6","2010",NA
"9163",184,"Cook Islands","14.6","2011",NA
"9964",184,"Cook Islands","14.6","2012",NA
"10765",184,"Cook Islands","14.6","2013",NA
"11566",184,"Cook Islands","14.6","2014",NA
"12367",184,"Cook Islands","14.6","2015",NA
"13168",184,"Cook Islands","14.6","2016",NA
"13969",184,"Cook Islands","14.6","2017",NA
"14770",184,"Cook Islands","14.6","2018","NaN"
"15571",184,"Cook Islands","14.6","2019","NaN"
"513",184,"Cook Islands","14.7","2000",""
"1314",184,"Cook Islands","14.7","2001",""
"2115",184,"Cook Islands","14.7","2002",""
"2916",184,"Cook Islands","14.7","2003",""
"3717",184,"Cook Islands","14.7","2004",""
"4518",184,"Cook Islands","14.7","2005",""
"5319",184,"Cook Islands","14.7","2006",""
"6120",184,"Cook Islands","14.7","2007",""
"6921",184,"Cook Islands","14.7","2008",""
"7722",184,"Cook Islands","14.7","2009",""
"8523",184,"Cook Islands","14.7","2010",""
"9324",184,"Cook Islands","14.7","2011","0.54627"
"10125",184,"Cook Islands","14.7","2012",""
"10926",184,"Cook Islands","14.7","2013","0.40877"
"11727",184,"Cook Islands","14.7","2014",""
"12528",184,"Cook Islands","14.7","2015","0.21905"
"13329",184,"Cook Islands","14.7","2016",""
"14130",184,"Cook Islands","14.7","2017","0.26565"
"14931",184,"Cook Islands","14.7","2018",NA
"15732",184,"Cook Islands","14.7","2019",NA
"673",184,"Cook Islands","14.b","2000",NA
"1474",184,"Cook Islands","14.b","2001",NA
"2275",184,"Cook Islands","14.b","2002",NA
"3076",184,"Cook Islands","14.b","2003",NA
"3877",184,"Cook Islands","14.b","2004",NA
"4678",184,"Cook Islands","14.b","2005",NA
"5479",184,"Cook Islands","14.b","2006",NA
"6280",184,"Cook Islands","14.b","2007",NA
"7081",184,"Cook Islands","14.b","2008",NA
"7882",184,"Cook Islands","14.b","2009",NA
"8683",184,"Cook Islands","14.b","2010",NA
"9484",184,"Cook Islands","14.b","2011",NA
"10285",184,"Cook Islands","14.b","2012",NA
"11086",184,"Cook Islands","14.b","2013",NA
"11887",184,"Cook Islands","14.b","2014",NA
"12688",184,"Cook Islands","14.b","2015",NA
"13489",184,"Cook Islands","14.b","2016",NA
"14290",184,"Cook Islands","14.b","2017",NA
"15091",184,"Cook Islands","14.b","2018","NaN"
"15892",184,"Cook Islands","14.b","2019","NaN"
"33",188,"Costa Rica","14.1","2000",NA
"834",188,"Costa Rica","14.1","2001",NA
"1635",188,"Costa Rica","14.1","2002",NA
"2436",188,"Costa Rica","14.1","2003",NA
"3237",188,"Costa Rica","14.1","2004",NA
"4038",188,"Costa Rica","14.1","2005","5.86"
"4839",188,"Costa Rica","14.1","2006","6.21"
"5640",188,"Costa Rica","14.1","2007","3.72"
"6441",188,"Costa Rica","14.1","2008","6.57"
"7242",188,"Costa Rica","14.1","2009","6.12"
"8043",188,"Costa Rica","14.1","2010","12.18"
"8844",188,"Costa Rica","14.1","2011","1.81"
"9645",188,"Costa Rica","14.1","2012","7.83"
"10446",188,"Costa Rica","14.1","2013","2.93"
"11247",188,"Costa Rica","14.1","2014","13.95"
"12048",188,"Costa Rica","14.1","2015","18.64"
"12849",188,"Costa Rica","14.1","2016","10.18"
"13650",188,"Costa Rica","14.1","2017","5.22"
"14451",188,"Costa Rica","14.1","2018","11.27"
"15252",188,"Costa Rica","14.1","2019","15.22"
"193",188,"Costa Rica","14.5","2000","46.71509"
"994",188,"Costa Rica","14.5","2001","48.42897"
"1795",188,"Costa Rica","14.5","2002","48.42897"
"2596",188,"Costa Rica","14.5","2003","48.42897"
"3397",188,"Costa Rica","14.5","2004","48.61123"
"4198",188,"Costa Rica","14.5","2005","48.61123"
"4999",188,"Costa Rica","14.5","2006","48.61292"
"5800",188,"Costa Rica","14.5","2007","48.61328"
"6601",188,"Costa Rica","14.5","2008","48.61328"
"7402",188,"Costa Rica","14.5","2009","48.63123"
"8203",188,"Costa Rica","14.5","2010","48.63123"
"9004",188,"Costa Rica","14.5","2011","48.63434"
"9805",188,"Costa Rica","14.5","2012","48.63727"
"10606",188,"Costa Rica","14.5","2013","48.65435"
"11407",188,"Costa Rica","14.5","2014","48.65435"
"12208",188,"Costa Rica","14.5","2015","48.65435"
"13009",188,"Costa Rica","14.5","2016","48.65435"
"13810",188,"Costa Rica","14.5","2017","48.66356"
"14611",188,"Costa Rica","14.5","2018","48.66356"
"15412",188,"Costa Rica","14.5","2019","48.66356"
"353",188,"Costa Rica","14.6","2000",NA
"1154",188,"Costa Rica","14.6","2001",NA
"1955",188,"Costa Rica","14.6","2002",NA
"2756",188,"Costa Rica","14.6","2003",NA
"3557",188,"Costa Rica","14.6","2004",NA
"4358",188,"Costa Rica","14.6","2005",NA
"5159",188,"Costa Rica","14.6","2006",NA
"5960",188,"Costa Rica","14.6","2007",NA
"6761",188,"Costa Rica","14.6","2008",NA
"7562",188,"Costa Rica","14.6","2009",NA
"8363",188,"Costa Rica","14.6","2010",NA
"9164",188,"Costa Rica","14.6","2011",NA
"9965",188,"Costa Rica","14.6","2012",NA
"10766",188,"Costa Rica","14.6","2013",NA
"11567",188,"Costa Rica","14.6","2014",NA
"12368",188,"Costa Rica","14.6","2015",NA
"13169",188,"Costa Rica","14.6","2016",NA
"13970",188,"Costa Rica","14.6","2017",NA
"14771",188,"Costa Rica","14.6","2018","NaN"
"15572",188,"Costa Rica","14.6","2019","NaN"
"514",188,"Costa Rica","14.7","2000",""
"1315",188,"Costa Rica","14.7","2001",""
"2116",188,"Costa Rica","14.7","2002",""
"2917",188,"Costa Rica","14.7","2003",""
"3718",188,"Costa Rica","14.7","2004",""
"4519",188,"Costa Rica","14.7","2005",""
"5320",188,"Costa Rica","14.7","2006",""
"6121",188,"Costa Rica","14.7","2007",""
"6922",188,"Costa Rica","14.7","2008",""
"7723",188,"Costa Rica","14.7","2009",""
"8524",188,"Costa Rica","14.7","2010",""
"9325",188,"Costa Rica","14.7","2011","0.03458"
"10126",188,"Costa Rica","14.7","2012",""
"10927",188,"Costa Rica","14.7","2013","0.02677"
"11728",188,"Costa Rica","14.7","2014",""
"12529",188,"Costa Rica","14.7","2015","0.02642"
"13330",188,"Costa Rica","14.7","2016",""
"14131",188,"Costa Rica","14.7","2017","0.0293"
"14932",188,"Costa Rica","14.7","2018",NA
"15733",188,"Costa Rica","14.7","2019",NA
"674",188,"Costa Rica","14.b","2000",NA
"1475",188,"Costa Rica","14.b","2001",NA
"2276",188,"Costa Rica","14.b","2002",NA
"3077",188,"Costa Rica","14.b","2003",NA
"3878",188,"Costa Rica","14.b","2004",NA
"4679",188,"Costa Rica","14.b","2005",NA
"5480",188,"Costa Rica","14.b","2006",NA
"6281",188,"Costa Rica","14.b","2007",NA
"7082",188,"Costa Rica","14.b","2008",NA
"7883",188,"Costa Rica","14.b","2009",NA
"8684",188,"Costa Rica","14.b","2010",NA
"9485",188,"Costa Rica","14.b","2011",NA
"10286",188,"Costa Rica","14.b","2012",NA
"11087",188,"Costa Rica","14.b","2013",NA
"11888",188,"Costa Rica","14.b","2014",NA
"12689",188,"Costa Rica","14.b","2015",NA
"13490",188,"Costa Rica","14.b","2016",NA
"14291",188,"Costa Rica","14.b","2017",NA
"15092",188,"Costa Rica","14.b","2018","NaN"
"15893",188,"Costa Rica","14.b","2019","NaN"
"34",384,"Côte d'Ivoire","14.1","2000",NA
"835",384,"Côte d'Ivoire","14.1","2001",NA
"1636",384,"Côte d'Ivoire","14.1","2002",NA
"2437",384,"Côte d'Ivoire","14.1","2003",NA
"3238",384,"Côte d'Ivoire","14.1","2004",NA
"4039",384,"Côte d'Ivoire","14.1","2005","5.25"
"4840",384,"Côte d'Ivoire","14.1","2006","3.15"
"5641",384,"Côte d'Ivoire","14.1","2007","3.81"
"6442",384,"Côte d'Ivoire","14.1","2008","4.88"
"7243",384,"Côte d'Ivoire","14.1","2009","4.49"
"8044",384,"Côte d'Ivoire","14.1","2010","5.03"
"8845",384,"Côte d'Ivoire","14.1","2011","2.81"
"9646",384,"Côte d'Ivoire","14.1","2012","6.71"
"10447",384,"Côte d'Ivoire","14.1","2013","6.82"
"11248",384,"Côte d'Ivoire","14.1","2014","6.19"
"12049",384,"Côte d'Ivoire","14.1","2015","4.66"
"12850",384,"Côte d'Ivoire","14.1","2016","4.37"
"13651",384,"Côte d'Ivoire","14.1","2017","5.68"
"14452",384,"Côte d'Ivoire","14.1","2018","9.05"
"15253",384,"Côte d'Ivoire","14.1","2019","5.09"
"194",384,"Côte d'Ivoire","14.5","2000","93.33396"
"995",384,"Côte d'Ivoire","14.5","2001","93.33396"
"1796",384,"Côte d'Ivoire","14.5","2002","93.33396"
"2597",384,"Côte d'Ivoire","14.5","2003","93.33396"
"3398",384,"Côte d'Ivoire","14.5","2004","93.33396"
"4199",384,"Côte d'Ivoire","14.5","2005","93.33396"
"5000",384,"Côte d'Ivoire","14.5","2006","93.33396"
"5801",384,"Côte d'Ivoire","14.5","2007","93.33396"
"6602",384,"Côte d'Ivoire","14.5","2008","93.33396"
"7403",384,"Côte d'Ivoire","14.5","2009","93.33396"
"8204",384,"Côte d'Ivoire","14.5","2010","93.33396"
"9005",384,"Côte d'Ivoire","14.5","2011","93.33396"
"9806",384,"Côte d'Ivoire","14.5","2012","93.33396"
"10607",384,"Côte d'Ivoire","14.5","2013","93.33396"
"11408",384,"Côte d'Ivoire","14.5","2014","93.33396"
"12209",384,"Côte d'Ivoire","14.5","2015","93.33396"
"13010",384,"Côte d'Ivoire","14.5","2016","93.33396"
"13811",384,"Côte d'Ivoire","14.5","2017","93.33396"
"14612",384,"Côte d'Ivoire","14.5","2018","93.33396"
"15413",384,"Côte d'Ivoire","14.5","2019","93.33396"
"354",384,"Côte d'Ivoire","14.6","2000",NA
"1155",384,"Côte d'Ivoire","14.6","2001",NA
"1956",384,"Côte d'Ivoire","14.6","2002",NA
"2757",384,"Côte d'Ivoire","14.6","2003",NA
"3558",384,"Côte d'Ivoire","14.6","2004",NA
"4359",384,"Côte d'Ivoire","14.6","2005",NA
"5160",384,"Côte d'Ivoire","14.6","2006",NA
"5961",384,"Côte d'Ivoire","14.6","2007",NA
"6762",384,"Côte d'Ivoire","14.6","2008",NA
"7563",384,"Côte d'Ivoire","14.6","2009",NA
"8364",384,"Côte d'Ivoire","14.6","2010",NA
"9165",384,"Côte d'Ivoire","14.6","2011",NA
"9966",384,"Côte d'Ivoire","14.6","2012",NA
"10767",384,"Côte d'Ivoire","14.6","2013",NA
"11568",384,"Côte d'Ivoire","14.6","2014",NA
"12369",384,"Côte d'Ivoire","14.6","2015",NA
"13170",384,"Côte d'Ivoire","14.6","2016",NA
"13971",384,"Côte d'Ivoire","14.6","2017",NA
"14772",384,"Côte d'Ivoire","14.6","2018","80"
"15573",384,"Côte d'Ivoire","14.6","2019","80"
"515",384,"Côte d'Ivoire","14.7","2000","NaN"
"1316",384,"Côte d'Ivoire","14.7","2001","NaN"
"2117",384,"Côte d'Ivoire","14.7","2002","NaN"
"2918",384,"Côte d'Ivoire","14.7","2003","NaN"
"3719",384,"Côte d'Ivoire","14.7","2004","NaN"
"4520",384,"Côte d'Ivoire","14.7","2005","NaN"
"5321",384,"Côte d'Ivoire","14.7","2006","NaN"
"6122",384,"Côte d'Ivoire","14.7","2007","NaN"
"6923",384,"Côte d'Ivoire","14.7","2008","NaN"
"7724",384,"Côte d'Ivoire","14.7","2009","NaN"
"8525",384,"Côte d'Ivoire","14.7","2010","NaN"
"9326",384,"Côte d'Ivoire","14.7","2011","NaN"
"10127",384,"Côte d'Ivoire","14.7","2012","NaN"
"10928",384,"Côte d'Ivoire","14.7","2013","NaN"
"11729",384,"Côte d'Ivoire","14.7","2014","NaN"
"12530",384,"Côte d'Ivoire","14.7","2015","NaN"
"13331",384,"Côte d'Ivoire","14.7","2016","NaN"
"14132",384,"Côte d'Ivoire","14.7","2017","NaN"
"14933",384,"Côte d'Ivoire","14.7","2018",NA
"15734",384,"Côte d'Ivoire","14.7","2019",NA
"675",384,"Côte d'Ivoire","14.b","2000",NA
"1476",384,"Côte d'Ivoire","14.b","2001",NA
"2277",384,"Côte d'Ivoire","14.b","2002",NA
"3078",384,"Côte d'Ivoire","14.b","2003",NA
"3879",384,"Côte d'Ivoire","14.b","2004",NA
"4680",384,"Côte d'Ivoire","14.b","2005",NA
"5481",384,"Côte d'Ivoire","14.b","2006",NA
"6282",384,"Côte d'Ivoire","14.b","2007",NA
"7083",384,"Côte d'Ivoire","14.b","2008",NA
"7884",384,"Côte d'Ivoire","14.b","2009",NA
"8685",384,"Côte d'Ivoire","14.b","2010",NA
"9486",384,"Côte d'Ivoire","14.b","2011",NA
"10287",384,"Côte d'Ivoire","14.b","2012",NA
"11088",384,"Côte d'Ivoire","14.b","2013",NA
"11889",384,"Côte d'Ivoire","14.b","2014",NA
"12690",384,"Côte d'Ivoire","14.b","2015",NA
"13491",384,"Côte d'Ivoire","14.b","2016",NA
"14292",384,"Côte d'Ivoire","14.b","2017",NA
"15093",384,"Côte d'Ivoire","14.b","2018","100"
"15894",384,"Côte d'Ivoire","14.b","2019","100"
"35",191,"Croatia","14.1","2000",NA
"836",191,"Croatia","14.1","2001",NA
"1637",191,"Croatia","14.1","2002",NA
"2438",191,"Croatia","14.1","2003",NA
"3239",191,"Croatia","14.1","2004",NA
"4040",191,"Croatia","14.1","2005","2.87"
"4841",191,"Croatia","14.1","2006","4.68"
"5642",191,"Croatia","14.1","2007","3.31"
"6443",191,"Croatia","14.1","2008","3.38"
"7244",191,"Croatia","14.1","2009","2.68"
"8045",191,"Croatia","14.1","2010","1.09"
"8846",191,"Croatia","14.1","2011","2.51"
"9647",191,"Croatia","14.1","2012","2.24"
"10448",191,"Croatia","14.1","2013","2.19"
"11249",191,"Croatia","14.1","2014","4.66"
"12050",191,"Croatia","14.1","2015","1.6"
"12851",191,"Croatia","14.1","2016","1.76"
"13652",191,"Croatia","14.1","2017","2.9"
"14453",191,"Croatia","14.1","2018","3.02"
"15254",191,"Croatia","14.1","2019","3.01"
"195",191,"Croatia","14.5","2000","18.71868"
"996",191,"Croatia","14.5","2001","18.71868"
"1797",191,"Croatia","14.5","2002","18.71868"
"2598",191,"Croatia","14.5","2003","18.71868"
"3399",191,"Croatia","14.5","2004","18.71868"
"4200",191,"Croatia","14.5","2005","18.71868"
"5001",191,"Croatia","14.5","2006","21.74898"
"5802",191,"Croatia","14.5","2007","21.74898"
"6603",191,"Croatia","14.5","2008","21.74898"
"7404",191,"Croatia","14.5","2009","21.74898"
"8205",191,"Croatia","14.5","2010","21.74898"
"9006",191,"Croatia","14.5","2011","21.74898"
"9807",191,"Croatia","14.5","2012","21.74898"
"10608",191,"Croatia","14.5","2013","80.58896"
"11409",191,"Croatia","14.5","2014","80.58896"
"12210",191,"Croatia","14.5","2015","80.58896"
"13011",191,"Croatia","14.5","2016","80.58896"
"13812",191,"Croatia","14.5","2017","80.58896"
"14613",191,"Croatia","14.5","2018","80.58896"
"15414",191,"Croatia","14.5","2019","80.58896"
"355",191,"Croatia","14.6","2000",NA
"1156",191,"Croatia","14.6","2001",NA
"1957",191,"Croatia","14.6","2002",NA
"2758",191,"Croatia","14.6","2003",NA
"3559",191,"Croatia","14.6","2004",NA
"4360",191,"Croatia","14.6","2005",NA
"5161",191,"Croatia","14.6","2006",NA
"5962",191,"Croatia","14.6","2007",NA
"6763",191,"Croatia","14.6","2008",NA
"7564",191,"Croatia","14.6","2009",NA
"8365",191,"Croatia","14.6","2010",NA
"9166",191,"Croatia","14.6","2011",NA
"9967",191,"Croatia","14.6","2012",NA
"10768",191,"Croatia","14.6","2013",NA
"11569",191,"Croatia","14.6","2014",NA
"12370",191,"Croatia","14.6","2015",NA
"13171",191,"Croatia","14.6","2016",NA
"13972",191,"Croatia","14.6","2017",NA
"14773",191,"Croatia","14.6","2018","100"
"15574",191,"Croatia","14.6","2019","100"
"516",191,"Croatia","14.7","2000",""
"1317",191,"Croatia","14.7","2001",""
"2118",191,"Croatia","14.7","2002",""
"2919",191,"Croatia","14.7","2003",""
"3720",191,"Croatia","14.7","2004",""
"4521",191,"Croatia","14.7","2005",""
"5322",191,"Croatia","14.7","2006",""
"6123",191,"Croatia","14.7","2007",""
"6924",191,"Croatia","14.7","2008",""
"7725",191,"Croatia","14.7","2009",""
"8526",191,"Croatia","14.7","2010",""
"9327",191,"Croatia","14.7","2011","0.10745"
"10128",191,"Croatia","14.7","2012",""
"10929",191,"Croatia","14.7","2013","0.09427"
"11730",191,"Croatia","14.7","2014",""
"12531",191,"Croatia","14.7","2015","0.08921"
"13332",191,"Croatia","14.7","2016",""
"14133",191,"Croatia","14.7","2017","0.08704"
"14934",191,"Croatia","14.7","2018",NA
"15735",191,"Croatia","14.7","2019",NA
"676",191,"Croatia","14.b","2000",NA
"1477",191,"Croatia","14.b","2001",NA
"2278",191,"Croatia","14.b","2002",NA
"3079",191,"Croatia","14.b","2003",NA
"3880",191,"Croatia","14.b","2004",NA
"4681",191,"Croatia","14.b","2005",NA
"5482",191,"Croatia","14.b","2006",NA
"6283",191,"Croatia","14.b","2007",NA
"7084",191,"Croatia","14.b","2008",NA
"7885",191,"Croatia","14.b","2009",NA
"8686",191,"Croatia","14.b","2010",NA
"9487",191,"Croatia","14.b","2011",NA
"10288",191,"Croatia","14.b","2012",NA
"11089",191,"Croatia","14.b","2013",NA
"11890",191,"Croatia","14.b","2014",NA
"12691",191,"Croatia","14.b","2015",NA
"13492",191,"Croatia","14.b","2016",NA
"14293",191,"Croatia","14.b","2017",NA
"15094",191,"Croatia","14.b","2018","80"
"15895",191,"Croatia","14.b","2019","80"
"36",192,"Cuba","14.1","2000",NA
"837",192,"Cuba","14.1","2001",NA
"1638",192,"Cuba","14.1","2002",NA
"2439",192,"Cuba","14.1","2003",NA
"3240",192,"Cuba","14.1","2004",NA
"4041",192,"Cuba","14.1","2005","0.06"
"4842",192,"Cuba","14.1","2006","0.1"
"5643",192,"Cuba","14.1","2007","0.09"
"6444",192,"Cuba","14.1","2008","0.25"
"7245",192,"Cuba","14.1","2009","0.46"
"8046",192,"Cuba","14.1","2010","0.08"
"8847",192,"Cuba","14.1","2011","0.14"
"9648",192,"Cuba","14.1","2012","0.23"
"10449",192,"Cuba","14.1","2013","0.62"
"11250",192,"Cuba","14.1","2014","0.38"
"12051",192,"Cuba","14.1","2015","0.25"
"12852",192,"Cuba","14.1","2016","0.28"
"13653",192,"Cuba","14.1","2017","0.97"
"14454",192,"Cuba","14.1","2018","0.26"
"15255",192,"Cuba","14.1","2019","0.39"
"196",192,"Cuba","14.5","2000","5.48167"
"997",192,"Cuba","14.5","2001","38.54545"
"1798",192,"Cuba","14.5","2002","51.22315"
"2599",192,"Cuba","14.5","2003","51.22315"
"3400",192,"Cuba","14.5","2004","51.22315"
"4201",192,"Cuba","14.5","2005","51.22315"
"5002",192,"Cuba","14.5","2006","51.22315"
"5803",192,"Cuba","14.5","2007","51.22315"
"6604",192,"Cuba","14.5","2008","51.475"
"7405",192,"Cuba","14.5","2009","51.475"
"8206",192,"Cuba","14.5","2010","62.51221"
"9007",192,"Cuba","14.5","2011","62.51221"
"9808",192,"Cuba","14.5","2012","70.06059"
"10609",192,"Cuba","14.5","2013","70.06059"
"11410",192,"Cuba","14.5","2014","70.06059"
"12211",192,"Cuba","14.5","2015","70.06059"
"13012",192,"Cuba","14.5","2016","70.06059"
"13813",192,"Cuba","14.5","2017","70.06059"
"14614",192,"Cuba","14.5","2018","70.06059"
"15415",192,"Cuba","14.5","2019","70.06059"
"356",192,"Cuba","14.6","2000",NA
"1157",192,"Cuba","14.6","2001",NA
"1958",192,"Cuba","14.6","2002",NA
"2759",192,"Cuba","14.6","2003",NA
"3560",192,"Cuba","14.6","2004",NA
"4361",192,"Cuba","14.6","2005",NA
"5162",192,"Cuba","14.6","2006",NA
"5963",192,"Cuba","14.6","2007",NA
"6764",192,"Cuba","14.6","2008",NA
"7565",192,"Cuba","14.6","2009",NA
"8366",192,"Cuba","14.6","2010",NA
"9167",192,"Cuba","14.6","2011",NA
"9968",192,"Cuba","14.6","2012",NA
"10769",192,"Cuba","14.6","2013",NA
"11570",192,"Cuba","14.6","2014",NA
"12371",192,"Cuba","14.6","2015",NA
"13172",192,"Cuba","14.6","2016",NA
"13973",192,"Cuba","14.6","2017",NA
"14774",192,"Cuba","14.6","2018","100"
"15575",192,"Cuba","14.6","2019","100"
"517",192,"Cuba","14.7","2000","NaN"
"1318",192,"Cuba","14.7","2001","NaN"
