"","Country","Year","Value_sum","SDG"
"1472","Cook Islands",2009,0.119254,"14"
"1632","Cook Islands",2010,0.197254,"14"
"1792","Cook Islands",2011,0.121254,"14"
"1952","Cook Islands",2012,0.134455315958025,"14"
"2112","Cook Islands",2013,0.429754,"14"
"2272","Cook Islands",2014,0.178782,"14"
"2432","Cook Islands",2015,0.26181,"14"
"2592","Cook Islands",2016,2.31178704168839,"14"
"2752","Cook Islands",2017,8.033372,"14"
"2912","Cook Islands",2018,6.661372,"14"
"3072","Cook Islands",2019,6.257372,"14"
"33","Costa Rica",2000,10.521934,"14"
"193","Costa Rica",2001,10.86471,"14"
"353","Costa Rica",2002,10.86471,"14"
"513","Costa Rica",2003,10.86471,"14"
"673","Costa Rica",2004,10.901162,"14"
"833","Costa Rica",2005,10.901162,"14"
"993","Costa Rica",2006,10.9715,"14"
"1153","Costa Rica",2007,10.473572,"14"
"1313","Costa Rica",2008,11.043572,"14"
"1473","Costa Rica",2009,10.957162,"14"
"1633","Costa Rica",2010,12.169162,"14"
"1793","Costa Rica",2011,10.095784,"14"
"1953","Costa Rica",2012,11.29925295292,"14"
"2113","Costa Rica",2013,10.322224,"14"
"2273","Costa Rica",2014,12.5261456849053,"14"
"2433","Costa Rica",2015,13.464154,"14"
"2593","Costa Rica",2016,11.7723328236429,"14"
"2753","Costa Rica",2017,10.782572,"14"
"2913","Costa Rica",2018,11.992572,"14"
"3073","Costa Rica",2019,12.782572,"14"
"34","Côte d'Ivoire",2000,55.716792,"14"
"194","Côte d'Ivoire",2001,55.716792,"14"
"354","Côte d'Ivoire",2002,55.716792,"14"
"514","Côte d'Ivoire",2003,55.716792,"14"
"674","Côte d'Ivoire",2004,55.716792,"14"
"834","Côte d'Ivoire",2005,55.716792,"14"
"994","Côte d'Ivoire",2006,55.296792,"14"
"1154","Côte d'Ivoire",2007,55.428792,"14"
"1314","Côte d'Ivoire",2008,55.642792,"14"
"1474","Côte d'Ivoire",2009,55.564792,"14"
"1634","Côte d'Ivoire",2010,55.672792,"14"
"1794","Côte d'Ivoire",2011,55.228792,"14"
"1954","Côte d'Ivoire",2012,56.008792,"14"
"2114","Côte d'Ivoire",2013,56.030792,"14"
"2274","Côte d'Ivoire",2014,55.904792,"14"
"2434","Côte d'Ivoire",2015,55.598792,"14"
"2594","Côte d'Ivoire",2016,55.540792,"14"
"2754","Côte d'Ivoire",2017,55.802792,"14"
"2914","Côte d'Ivoire",2018,56.476792,"14"
"3074","Côte d'Ivoire",2019,55.684792,"14"
"35","Croatia",2000,40.339226,"14"
"195","Croatia",2001,40.339226,"14"
"355","Croatia",2002,40.339226,"14"
"515","Croatia",2003,40.339226,"14"
"675","Croatia",2004,40.339226,"14"
"835","Croatia",2005,40.339226,"14"
"995","Croatia",2006,41.307286,"14"
"1155","Croatia",2007,41.033286,"14"
"1315","Croatia",2008,41.047286,"14"
"1475","Croatia",2009,40.907286,"14"
"1635","Croatia",2010,40.589286,"14"
"1795","Croatia",2011,40.873286,"14"
"1955","Croatia",2012,40.817661993979,"14"
"2115","Croatia",2013,52.574646,"14"
"2275","Croatia",2014,53.0680483829455,"14"
"2435","Croatia",2015,52.455634,"14"
"2595","Croatia",2016,52.4873700179827,"14"
"2755","Croatia",2017,52.7152,"14"
"2915","Croatia",2018,52.7392,"14"
"3075","Croatia",2019,52.7372,"14"
"36","Cuba",2000,41.108334,"14"
"196","Cuba",2001,47.72109,"14"
"356","Cuba",2002,50.25663,"14"
"516","Cuba",2003,50.25663,"14"
"676","Cuba",2004,50.25663,"14"
"836","Cuba",2005,50.25663,"14"
"996","Cuba",2006,50.26463,"14"
"1156","Cuba",2007,50.26263,"14"
"1316","Cuba",2008,50.345,"14"
"1476","Cuba",2009,50.387,"14"
"1636","Cuba",2010,52.518442,"14"
"1796","Cuba",2011,52.530442,"14"
"1956","Cuba",2012,54.058118,"14"
"2116","Cuba",2013,54.136118,"14"
"2276","Cuba",2014,54.088118,"14"
"2436","Cuba",2015,54.062118,"14"
"2596","Cuba",2016,54.068118,"14"
"2756","Cuba",2017,54.206118,"14"
"2916","Cuba",2018,54.064118,"14"
"3076","Cuba",2019,54.090118,"14"
"37","Curaçao",2000,1.389718,"14"
"197","Curaçao",2001,1.389718,"14"
"357","Curaçao",2002,1.389718,"14"
"517","Curaçao",2003,1.389718,"14"
"677","Curaçao",2004,1.389718,"14"
"837","Curaçao",2005,1.389718,"14"
"997","Curaçao",2006,2.951718,"14"
"1157","Curaçao",2007,1.269718,"14"
"1317","Curaçao",2008,1.525718,"14"
"1477","Curaçao",2009,1.281718,"14"
"1637","Curaçao",2010,1.501718,"14"
"1797","Curaçao",2011,1.551718,"14"
"1957","Curaçao",2012,2.695718,"14"
"2117","Curaçao",2013,9.75481,"14"
"2277","Curaçao",2014,9.61681,"14"
"2437","Curaçao",2015,9.57281,"14"
"2597","Curaçao",2016,9.45681,"14"
"2757","Curaçao",2017,8.89481,"14"
"2917","Curaçao",2018,9.520984,"14"
"3077","Curaçao",2019,10.040984,"14"
"38","Cyprus",2000,36.34103,"14"
"198","Cyprus",2001,37.762708,"14"
"358","Cyprus",2002,37.762708,"14"
"518","Cyprus",2003,38.440316,"14"
"678","Cyprus",2004,41.262232,"14"
"838","Cyprus",2005,41.262232,"14"
"998","Cyprus",2006,41.2620972849741,"14"
"1158","Cyprus",2007,41.827226,"14"
"1318","Cyprus",2008,43.8858353962766,"14"
"1478","Cyprus",2009,43.894734,"14"
"1638","Cyprus",2010,43.9037673567416,"14"
"1798","Cyprus",2011,43.907734,"14"
"1958","Cyprus",2012,43.8813061291769,"14"
"2118","Cyprus",2013,43.88118,"14"
"2278","Cyprus",2014,45.570618,"14"
"2438","Cyprus",2015,45.566718,"14"
"2598","Cyprus",2016,46.8543645003904,"14"
"2758","Cyprus",2017,46.854132,"14"
"2918","Cyprus",2018,46.854132,"14"
"3078","Cyprus",2019,46.854132,"14"
"39","Democratic People's Republic of Korea",2000,0.86,"14"
"199","Democratic People's Republic of Korea",2001,0.86,"14"
"359","Democratic People's Republic of Korea",2002,0.86,"14"
"519","Democratic People's Republic of Korea",2003,0.86,"14"
"679","Democratic People's Republic of Korea",2004,0.86,"14"
"839","Democratic People's Republic of Korea",2005,0.86,"14"
"999","Democratic People's Republic of Korea",2006,1.35,"14"
"1159","Democratic People's Republic of Korea",2007,0.336,"14"
"1319","Democratic People's Republic of Korea",2008,1.002,"14"
"1479","Democratic People's Republic of Korea",2009,1.006,"14"
"1639","Democratic People's Republic of Korea",2010,0.898,"14"
"1799","Democratic People's Republic of Korea",2011,0.772,"14"
"1959","Democratic People's Republic of Korea",2012,1.264,"14"
"2119","Democratic People's Republic of Korea",2013,0.546,"14"
"2279","Democratic People's Republic of Korea",2014,1.678,"14"
"2439","Democratic People's Republic of Korea",2015,0.81,"14"
"2599","Democratic People's Republic of Korea",2016,0.522,"14"
"2759","Democratic People's Republic of Korea",2017,0.136,"14"
"2919","Democratic People's Republic of Korea",2018,0.878,"14"
"3079","Democratic People's Republic of Korea",2019,0.378,"14"
"40","Denmark",2000,53.3659,"14"
"200","Denmark",2001,53.365912,"14"
"360","Denmark",2002,53.453162,"14"
"520","Denmark",2003,53.453162,"14"
"680","Denmark",2004,53.583856,"14"
"840","Denmark",2005,53.616526,"14"
"1000","Denmark",2006,54.524526,"14"
"1160","Denmark",2007,53.68852,"14"
"1320","Denmark",2008,53.45652,"14"
"1480","Denmark",2009,55.873222,"14"
"1640","Denmark",2010,54.876288,"14"
"1800","Denmark",2011,54.886288,"14"
"1960","Denmark",2012,53.8633634970795,"14"
"2120","Denmark",2013,54.633056,"14"
"2280","Denmark",2014,54.2304399091915,"14"
"2440","Denmark",2015,53.687478,"14"
"2600","Denmark",2016,53.8766967915945,"14"
"2760","Denmark",2017,55.14419,"14"
"2920","Denmark",2018,54.9662,"14"
"3080","Denmark",2019,54.5462,"14"
"41","Djibouti",2000,7.57419,"14"
"201","Djibouti",2001,7.57419,"14"
"361","Djibouti",2002,7.57419,"14"
"521","Djibouti",2003,7.57419,"14"
"681","Djibouti",2004,7.57419,"14"
"841","Djibouti",2005,7.57419,"14"
"1001","Djibouti",2006,4.94619,"14"
"1161","Djibouti",2007,9.49819,"14"
"1321","Djibouti",2008,11.01419,"14"
"1481","Djibouti",2009,9.56219,"14"
"1641","Djibouti",2010,8.85619,"14"
"1801","Djibouti",2011,3.49219,"14"
"1961","Djibouti",2012,0.58619,"14"
"2121","Djibouti",2013,12.46819,"14"
"2281","Djibouti",2014,8.61115420424634,"14"
"2441","Djibouti",2015,6.565836,"14"
"2601","Djibouti",2016,1.75424979575366,"14"
"2761","Djibouti",2017,3.31641,"14"
"2921","Djibouti",2018,13.40241,"14"
"3081","Djibouti",2019,9.04241,"14"
"42","Dominica",2000,14.72713,"14"
"202","Dominica",2001,14.72713,"14"
"362","Dominica",2002,14.72713,"14"
"522","Dominica",2003,14.72713,"14"
"682","Dominica",2004,14.72713,"14"
"842","Dominica",2005,14.72713,"14"
"1002","Dominica",2006,14.06513,"14"
"1162","Dominica",2007,13.35513,"14"
"1322","Dominica",2008,13.73313,"14"
"1482","Dominica",2009,12.84913,"14"
"1642","Dominica",2010,12.10513,"14"
"1802","Dominica",2011,14.52313,"14"
"1962","Dominica",2012,13.2915964376826,"14"
"2122","Dominica",2013,13.14884,"14"
"2282","Dominica",2014,12.946695,"14"
"2442","Dominica",2015,13.32255,"14"
"2602","Dominica",2016,13.8104877990403,"14"
"2762","Dominica",2017,12.890344,"14"
"2922","Dominica",2018,13.606344,"14"
"3082","Dominica",2019,12.630344,"14"
"43","Dominican Republic",2000,34.281012,"14"
"203","Dominican Republic",2001,34.281012,"14"
"363","Dominican Republic",2002,34.281012,"14"
"523","Dominican Republic",2003,34.281012,"14"
"683","Dominican Republic",2004,42.95026,"14"
"843","Dominican Republic",2005,42.95026,"14"
"1003","Dominican Republic",2006,42.66626,"14"
"1163","Dominican Republic",2007,42.45626,"14"
"1323","Dominican Republic",2008,42.63226,"14"
"1483","Dominican Republic",2009,42.486338,"14"
"1643","Dominican Republic",2010,42.404338,"14"
"1803","Dominican Republic",2011,42.328338,"14"
"1963","Dominican Republic",2012,42.460338,"14"
"2123","Dominican Republic",2013,43.168338,"14"
"2283","Dominican Republic",2014,45.45767,"14"
"2443","Dominican Republic",2015,45.26167,"14"
"2603","Dominican Republic",2016,45.85367,"14"
"2763","Dominican Republic",2017,45.26967,"14"
"2923","Dominican Republic",2018,45.23967,"14"
"3083","Dominican Republic",2019,45.84367,"14"
"44","Ecuador",2000,28.474292,"14"
"204","Ecuador",2001,28.68625,"14"
"364","Ecuador",2002,29.454236,"14"
"524","Ecuador",2003,29.454236,"14"
"684","Ecuador",2004,29.98736,"14"
"844","Ecuador",2005,29.98736,"14"
"1004","Ecuador",2006,29.51336,"14"
"1164","Ecuador",2007,30.46536,"14"
"1324","Ecuador",2008,31.753466,"14"
"1484","Ecuador",2009,30.323466,"14"
"1644","Ecuador",2010,30.836824,"14"
"1804","Ecuador",2011,31.256824,"14"
"1964","Ecuador",2012,32.5382605223484,"14"
"2124","Ecuador",2013,30.89235,"14"
"2284","Ecuador",2014,31.952436,"14"
"2444","Ecuador",2015,32.14519,"14"
"2604","Ecuador",2016,31.6021533770728,"14"
"2764","Ecuador",2017,31.7008,"14"
"2924","Ecuador",2018,32.5548,"14"
"3084","Ecuador",2019,32.4588,"14"
"45","Egypt",2000,5.69841,"14"
"205","Egypt",2001,5.69841,"14"
"365","Egypt",2002,5.69841,"14"
"525","Egypt",2003,7.516592,"14"
"685","Egypt",2004,7.516592,"14"
"845","Egypt",2005,7.516592,"14"
"1005","Egypt",2006,8.194944,"14"
"1165","Egypt",2007,8.036944,"14"
"1325","Egypt",2008,8.104944,"14"
"1485","Egypt",2009,8.098944,"14"
"1645","Egypt",2010,8.953422,"14"
"1805","Egypt",2011,8.669422,"14"
"1965","Egypt",2012,8.653422,"14"
"2125","Egypt",2013,8.861422,"14"
"2285","Egypt",2014,8.877422,"14"
"2445","Egypt",2015,8.675422,"14"
"2605","Egypt",2016,8.707422,"14"
"2765","Egypt",2017,8.687422,"14"
"2925","Egypt",2018,8.847422,"14"
"3085","Egypt",2019,8.675422,"14"
"46","El Salvador",2000,39.779438,"14"
"206","El Salvador",2001,39.779438,"14"
"366","El Salvador",2002,39.779438,"14"
"526","El Salvador",2003,39.779438,"14"
"686","El Salvador",2004,39.779438,"14"
"846","El Salvador",2005,42.805976,"14"
"1006","El Salvador",2006,39.789976,"14"
"1166","El Salvador",2007,41.951914,"14"
"1326","El Salvador",2008,41.154148,"14"
"1486","El Salvador",2009,41.462148,"14"
"1646","El Salvador",2010,46.027688,"14"
"1806","El Salvador",2011,39.932294,"14"
"1966","El Salvador",2012,43.3842484238683,"14"
"2126","El Salvador",2013,39.2969,"14"
"2286","El Salvador",2014,45.9410073336381,"14"
"2446","El Salvador",2015,48.988604,"14"
"2606","El Salvador",2016,49.1619506114393,"14"
"2766","El Salvador",2017,45.888866,"14"
"2926","El Salvador",2018,44.536866,"14"
"3086","El Salvador",2019,49.608866,"14"
"47","Equatorial Guinea",2000,20.772226,"14"
"207","Equatorial Guinea",2001,20.772226,"14"
"367","Equatorial Guinea",2002,20.772226,"14"
"527","Equatorial Guinea",2003,20.772226,"14"
"687","Equatorial Guinea",2004,20.772226,"14"
"847","Equatorial Guinea",2005,20.772226,"14"
"1007","Equatorial Guinea",2006,20.650226,"14"
"1167","Equatorial Guinea",2007,20.810226,"14"
"1327","Equatorial Guinea",2008,21.534226,"14"
"1487","Equatorial Guinea",2009,20.424226,"14"
"1647","Equatorial Guinea",2010,20.814226,"14"
"1807","Equatorial Guinea",2011,20.834226,"14"
"1967","Equatorial Guinea",2012,22.3828944400515,"14"
"2127","Equatorial Guinea",2013,22.040088,"14"
"2287","Equatorial Guinea",2014,22.060531,"14"
"2447","Equatorial Guinea",2015,21.500974,"14"
"2607","Equatorial Guinea",2016,21.9971589123871,"14"
"2767","Equatorial Guinea",2017,21.674762,"14"
"2927","Equatorial Guinea",2018,22.142762,"14"
"3087","Equatorial Guinea",2019,22.514762,"14"
"48","Eritrea",2000,13.052,"14"
"208","Eritrea",2001,13.052,"14"
"368","Eritrea",2002,13.052,"14"
"528","Eritrea",2003,13.052,"14"
"688","Eritrea",2004,13.052,"14"
"848","Eritrea",2005,13.052,"14"
"1008","Eritrea",2006,13.106,"14"
"1168","Eritrea",2007,13.49,"14"
"1328","Eritrea",2008,13.478,"14"
"1488","Eritrea",2009,13.28,"14"
"1648","Eritrea",2010,14.358,"14"
"1808","Eritrea",2011,12.79,"14"
"1968","Eritrea",2012,12.288,"14"
"2128","Eritrea",2013,12.796,"14"
"2288","Eritrea",2014,12.53,"14"
"2448","Eritrea",2015,13.128,"14"
"2608","Eritrea",2016,12.544,"14"
"2768","Eritrea",2017,13.244,"14"
"2928","Eritrea",2018,13.152,"14"
"3088","Eritrea",2019,14.03,"14"
"49","Estonia",2000,37.857118,"14"
"209","Estonia",2001,37.882276,"14"
"369","Estonia",2002,37.882276,"14"
"529","Estonia",2003,37.935912,"14"
"689","Estonia",2004,55.811104,"14"
"849","Estonia",2005,55.811104,"14"
"1009","Estonia",2006,56.03931,"14"
"1169","Estonia",2007,55.887318,"14"
"1329","Estonia",2008,55.687426,"14"
"1489","Estonia",2009,55.97653,"14"
"1649","Estonia",2010,55.75465,"14"
"1809","Estonia",2011,55.636852,"14"
"1969","Estonia",2012,55.9255419878523,"14"
"2129","Estonia",2013,55.799748,"14"
"2289","Estonia",2014,55.916682,"14"
"2449","Estonia",2015,55.83963,"14"
"2609","Estonia",2016,55.9440713501866,"14"
"2769","Estonia",2017,55.845968,"14"
"2929","Estonia",2018,55.815622,"14"
"3089","Estonia",2019,56.313622,"14"
"50","Faroe Islands",2000,40.9601,"14"
"210","Faroe Islands",2001,40.9601,"14"
"370","Faroe Islands",2002,40.9601,"14"
"530","Faroe Islands",2003,40.9601,"14"
"690","Faroe Islands",2004,40.9601,"14"
"850","Faroe Islands",2005,40.9601,"14"
"1010","Faroe Islands",2006,41.2081,"14"
"1170","Faroe Islands",2007,41.4121,"14"
"1330","Faroe Islands",2008,40.6081,"14"
"1490","Faroe Islands",2009,40.0601,"14"
"1650","Faroe Islands",2010,40.1581,"14"
"1810","Faroe Islands",2011,39.5801,"14"
"1970","Faroe Islands",2012,44.0222229896518,"14"
"2130","Faroe Islands",2013,45.323608,"14"
"2290","Faroe Islands",2014,43.172665,"14"
"2450","Faroe Islands",2015,43.241722,"14"
"2610","Faroe Islands",2016,43.3739900896819,"14"
"2770","Faroe Islands",2017,43.617582,"14"
"2930","Faroe Islands",2018,43.401582,"14"
"3090","Faroe Islands",2019,43.715582,"14"
"51","Fiji",2000,41.259832,"14"
"211","Fiji",2001,41.26421,"14"
"371","Fiji",2002,41.312804,"14"
"531","Fiji",2003,41.462158,"14"
"691","Fiji",2004,42.616732,"14"
"851","Fiji",2005,42.626972,"14"
"1011","Fiji",2006,43.514434,"14"
"1171","Fiji",2007,43.414798,"14"
"1331","Fiji",2008,43.526798,"14"
"1491","Fiji",2009,43.866798,"14"
"1651","Fiji",2010,43.648798,"14"
"1811","Fiji",2011,43.586798,"14"
"1971","Fiji",2012,44.1291287822561,"14"
"2131","Fiji",2013,43.538886,"14"
"2291","Fiji",2014,43.54551,"14"
"2451","Fiji",2015,43.240134,"14"
"2611","Fiji",2016,43.1393134990142,"14"
"2771","Fiji",2017,43.367024,"14"
"2931","Fiji",2018,43.239024,"14"
"3091","Fiji",2019,43.343024,"14"
"52","Finland",2000,47.02117,"14"
"212","Finland",2001,47.04195,"14"
"372","Finland",2002,47.042052,"14"
"532","Finland",2003,47.042674,"14"
"692","Finland",2004,47.346678,"14"
"852","Finland",2005,48.075028,"14"
"1012","Finland",2006,48.235252,"14"
"1172","Finland",2007,48.369338,"14"
"1332","Finland",2008,48.377818,"14"
"1492","Finland",2009,48.418384,"14"
"1652","Finland",2010,48.173024,"14"
"1812","Finland",2011,48.315334,"14"
"1972","Finland",2012,48.5966241695939,"14"
"2132","Finland",2013,48.50665,"14"
"2292","Finland",2014,48.52421,"14"
"2452","Finland",2015,48.38394,"14"
"2612","Finland",2016,48.4611978418906,"14"
"2772","Finland",2017,48.494146,"14"
"2932","Finland",2018,48.382196,"14"
"3092","Finland",2019,48.498196,"14"
"53","France",2000,41.517496,"14"
"213","France",2001,42.790036,"14"
"373","France",2002,45.503794,"14"
"533","France",2003,46.392448,"14"
"693","France",2004,46.77757,"14"
"853","France",2005,47.62225,"14"
"1013","France",2006,51.295936,"14"
"1173","France",2007,50.8338,"14"
"1333","France",2008,51.375468,"14"
"1493","France",2009,51.098322,"14"
"1653","France",2010,51.66783,"14"
"1813","France",2011,52.283252,"14"
"1973","France",2012,52.6794373195545,"14"
"2133","France",2013,53.181578,"14"
"2293","France",2014,53.4051833698937,"14"
"2453","France",2015,52.51532,"14"
"2613","France",2016,52.6150108213841,"14"
"2773","France",2017,52.911704,"14"
"2933","France",2018,53.012116,"14"
"3093","France",2019,52.798116,"14"
"54","French Guiana",2000,14.288856,"14"
"214","French Guiana",2001,14.914942,"14"
"374","French Guiana",2002,14.914942,"14"
"534","French Guiana",2003,14.914942,"14"
"694","French Guiana",2004,14.914942,"14"
"854","French Guiana",2005,14.914942,"14"
"1014","French Guiana",2006,13.700942,"14"
"1174","French Guiana",2007,13.840942,"14"
"1334","French Guiana",2008,13.751636,"14"
"1494","French Guiana",2009,13.097636,"14"
"1654","French Guiana",2010,13.141636,"14"
"1814","French Guiana",2011,13.255636,"14"
"1974","French Guiana",2012,14.795636,"14"
"2134","French Guiana",2013,15.876504,"14"
"2294","French Guiana",2014,14.816504,"14"
"2454","French Guiana",2015,15.600204,"14"
"2614","French Guiana",2016,15.022204,"14"
"2774","French Guiana",2017,14.574228,"14"
"2934","French Guiana",2018,14.656228,"14"
"3094","French Guiana",2019,14.992228,"14"
"55","French Polynesia",2000,3.655776,"14"
"215","French Polynesia",2001,3.655776,"14"
"375","French Polynesia",2002,3.655776,"14"
"535","French Polynesia",2003,3.655776,"14"
"695","French Polynesia",2004,3.655776,"14"
"855","French Polynesia",2005,3.655776,"14"
"1015","French Polynesia",2006,0.911776,"14"
"1175","French Polynesia",2007,0.787776,"14"
"1335","French Polynesia",2008,0.473776,"14"
"1495","French Polynesia",2009,0.323776,"14"
"1655","French Polynesia",2010,0.381776,"14"
"1815","French Polynesia",2011,0.283776,"14"
"1975","French Polynesia",2012,0.393330804372396,"14"
"2135","French Polynesia",2013,0.398954,"14"
"2295","French Polynesia",2014,0.459263872173572,"14"
"2455","French Polynesia",2015,0.445324,"14"
"2615","French Polynesia",2016,2.241324,"14"
"2775","French Polynesia",2017,2.111324,"14"
"2935","French Polynesia",2018,0.843324,"14"
"3095","French Polynesia",2019,0.477324,"14"
"56","Gabon",2000,9.391176,"14"
"216","Gabon",2001,9.391176,"14"
"376","Gabon",2002,16.453728,"14"
"536","Gabon",2003,16.453728,"14"
"696","Gabon",2004,16.453728,"14"
"856","Gabon",2005,16.453728,"14"
"1016","Gabon",2006,16.327728,"14"
"1176","Gabon",2007,16.781728,"14"
"1336","Gabon",2008,17.221728,"14"
"1496","Gabon",2009,15.305728,"14"
"1656","Gabon",2010,16.947728,"14"
"1816","Gabon",2011,17.169728,"14"
"1976","Gabon",2012,16.271728,"14"
"2136","Gabon",2013,15.761728,"14"
"2296","Gabon",2014,15.639728,"14"
"2456","Gabon",2015,16.409728,"14"
"2616","Gabon",2016,15.531728,"14"
"2776","Gabon",2017,15.981398,"14"
"2936","Gabon",2018,17.259398,"14"
"3096","Gabon",2019,17.045398,"14"
"57","Gambia",2000,40.680428,"14"
"217","Gambia",2001,40.680428,"14"
"377","Gambia",2002,40.680428,"14"
"537","Gambia",2003,42.021278,"14"
"697","Gambia",2004,42.021278,"14"
"857","Gambia",2005,42.021278,"14"
"1017","Gambia",2006,42.145278,"14"
"1177","Gambia",2007,40.707278,"14"
"1337","Gambia",2008,43.145278,"14"
"1497","Gambia",2009,40.087278,"14"
"1657","Gambia",2010,41.911278,"14"
"1817","Gambia",2011,41.649278,"14"
"1977","Gambia",2012,41.0213549156703,"14"
"2137","Gambia",2013,44.282954,"14"
"2297","Gambia",2014,40.3032267317369,"14"
"2457","Gambia",2015,39.861322,"14"
"2617","Gambia",2016,42.2901854844289,"14"
"2777","Gambia",2017,40.688588,"14"
"2937","Gambia",2018,40.422588,"14"
"3097","Gambia",2019,40.794588,"14"
"58","Georgia",2000,19.219314,"14"
"218","Georgia",2001,19.219314,"14"
"378","Georgia",2002,19.219314,"14"
"538","Georgia",2003,19.219314,"14"
"698","Georgia",2004,19.219314,"14"
"858","Georgia",2005,19.219314,"14"
"1018","Georgia",2006,19.383314,"14"
"1178","Georgia",2007,19.179314,"14"
"1338","Georgia",2008,19.493314,"14"
"1498","Georgia",2009,19.493314,"14"
"1658","Georgia",2010,19.791314,"14"
"1818","Georgia",2011,19.277314,"14"
"1978","Georgia",2012,19.591131355126,"14"
"2138","Georgia",2013,19.74491,"14"
"2298","Georgia",2014,20.160583,"14"
"2458","Georgia",2015,19.256256,"14"
"2618","Georgia",2016,19.3243041933651,"14"
"2778","Georgia",2017,19.634448,"14"
"2938","Georgia",2018,21.318448,"14"
"3098","Georgia",2019,19.538448,"14"
"59","Germany",2000,44.700662,"14"
"219","Germany",2001,46.030762,"14"
"379","Germany",2002,46.03525,"14"
"539","Germany",2003,46.054404,"14"
"699","Germany",2004,49.212506,"14"
"859","Germany",2005,49.291502,"14"
"1019","Germany",2006,49.696094,"14"
"1179","Germany",2007,49.535812,"14"
"1339","Germany",2008,51.01207,"14"
"1499","Germany",2009,51.00652,"14"
"1659","Germany",2010,51.613638,"14"
"1819","Germany",2011,50.489374,"14"
"1979","Germany",2012,50.8160435999138,"14"
"2139","Germany",2013,51.139242,"14"
"2299","Germany",2014,51.493183,"14"
"2459","Germany",2015,50.539926,"14"
"2619","Germany",2016,50.5023772142672,"14"
"2779","Germany",2017,51.226658,"14"
"2939","Germany",2018,51.476658,"14"
"3099","Germany",2019,51.016658,"14"
"60","Ghana",2000,39.661536,"14"
"220","Ghana",2001,39.661536,"14"
"380","Ghana",2002,39.661536,"14"
"540","Ghana",2003,39.661536,"14"
"700","Ghana",2004,39.661536,"14"
"860","Ghana",2005,39.661536,"14"
"1020","Ghana",2006,39.663536,"14"
"1180","Ghana",2007,39.879536,"14"
"1340","Ghana",2008,39.485536,"14"
"1500","Ghana",2009,39.623536,"14"
"1660","Ghana",2010,39.911536,"14"
"1820","Ghana",2011,39.515536,"14"
"1980","Ghana",2012,40.567536,"14"
"2140","Ghana",2013,40.395536,"14"
"2300","Ghana",2014,40.2797080140184,"14"
"2460","Ghana",2015,40.119082,"14"
"2620","Ghana",2016,40.3194199859816,"14"
"2780","Ghana",2017,40.084484,"14"
"2940","Ghana",2018,40.606484,"14"
"3100","Ghana",2019,40.242484,"14"
"61","Greece",2000,47.519758,"14"
"221","Greece",2001,50.417622,"14"
"381","Greece",2002,51.399076,"14"
"541","Greece",2003,51.406702,"14"
"701","Greece",2004,51.406702,"14"
"861","Greece",2005,51.56964,"14"
"1021","Greece",2006,51.654612,"14"
"1181","Greece",2007,51.658612,"14"
"1341","Greece",2008,51.995216,"14"
"1501","Greece",2009,52.256856,"14"
"1661","Greece",2010,53.24193,"14"
"1821","Greece",2011,53.23393,"14"
"1981","Greece",2012,53.2345324291987,"14"
"2141","Greece",2013,53.308026,"14"
"2301","Greece",2014,53.3020188304413,"14"
"2461","Greece",2015,53.232084,"14"
"2621","Greece",2016,53.2542117682891,"14"
"2781","Greece",2017,53.260416,"14"
"2941","Greece",2018,53.238416,"14"
"3101","Greece",2019,53.230416,"14"
"62","Greenland",2000,7.4549,"14"
"222","Greenland",2001,7.4549,"14"
"382","Greenland",2002,7.4549,"14"
"542","Greenland",2003,7.4549,"14"
"702","Greenland",2004,7.4549,"14"
"862","Greenland",2005,7.4549,"14"
"1022","Greenland",2006,7.3689,"14"
"1182","Greenland",2007,7.3229,"14"
"1342","Greenland",2008,7.69199,"14"
"1502","Greenland",2009,7.54399,"14"
"1662","Greenland",2010,7.44799,"14"
"1822","Greenland",2011,7.48799,"14"
"1982","Greenland",2012,7.57369002768777,"14"
"2142","Greenland",2013,7.56886,"14"
"2302","Greenland",2014,7.661161,"14"
"2462","Greenland",2015,7.843462,"14"
"2622","Greenland",2016,7.88666839092052,"14"
"2782","Greenland",2017,8.062742,"14"
"2942","Greenland",2018,8.142742,"14"
"3102","Greenland",2019,8.192742,"14"
"63","Grenada",2000,1.23649,"14"
"223","Grenada",2001,1.23649,"14"
"383","Grenada",2002,1.23649,"14"
"543","Grenada",2003,1.23649,"14"
"703","Grenada",2004,1.23649,"14"
"863","Grenada",2005,1.23649,"14"
"1023","Grenada",2006,0.64249,"14"
"1183","Grenada",2007,0.78849,"14"
"1343","Grenada",2008,2.59849,"14"
"1503","Grenada",2009,3.14449,"14"
"1663","Grenada",2010,0.58449,"14"
"1823","Grenada",2011,2.13849,"14"
"1983","Grenada",2012,1.17021993224278,"14"
"2143","Grenada",2013,2.124764,"14"
"2303","Grenada",2014,2.84765615909207,"14"
"2463","Grenada",2015,2.113776,"14"
"2623","Grenada",2016,1.34091301338859,"14"
"2783","Grenada",2017,0.672366,"14"
"2943","Grenada",2018,2.296366,"14"
"3103","Grenada",2019,2.204366,"14"
"64","Guadeloupe",2000,13.130618,"14"
"224","Guadeloupe",2001,13.130618,"14"
"384","Guadeloupe",2002,13.130618,"14"
"544","Guadeloupe",2003,13.144886,"14"
"704","Guadeloupe",2004,13.144886,"14"
"864","Guadeloupe",2005,13.144886,"14"
