"","Country","Year","Value_sum","SDG"
"2496","Mexico",2015,49.51423,"14"
"2656","Mexico",2016,51.1549791931873,"14"
"2816","Mexico",2017,50.419082,"14"
"2976","Mexico",2018,50.807382,"14"
"3136","Mexico",2019,51.067382,"14"
"97","Micronesia (Federated States of)",2000,18.72677,"14"
"257","Micronesia (Federated States of)",2001,18.72677,"14"
"417","Micronesia (Federated States of)",2002,18.72677,"14"
"577","Micronesia (Federated States of)",2003,18.72677,"14"
"737","Micronesia (Federated States of)",2004,18.72677,"14"
"897","Micronesia (Federated States of)",2005,18.72677,"14"
"1057","Micronesia (Federated States of)",2006,18.53677,"14"
"1217","Micronesia (Federated States of)",2007,18.89677,"14"
"1377","Micronesia (Federated States of)",2008,18.67877,"14"
"1537","Micronesia (Federated States of)",2009,18.51877,"14"
"1697","Micronesia (Federated States of)",2010,18.80077,"14"
"1857","Micronesia (Federated States of)",2011,19.09477,"14"
"2017","Micronesia (Federated States of)",2012,18.4806942759779,"14"
"2177","Micronesia (Federated States of)",2013,18.805458,"14"
"2337","Micronesia (Federated States of)",2014,18.9644553644422,"14"
"2497","Micronesia (Federated States of)",2015,18.32919,"14"
"2657","Micronesia (Federated States of)",2016,19.0513112788421,"14"
"2817","Micronesia (Federated States of)",2017,18.853744,"14"
"2977","Micronesia (Federated States of)",2018,18.559744,"14"
"3137","Micronesia (Federated States of)",2019,18.539744,"14"
"98","Montenegro",2000,1.49661442,"14"
"258","Montenegro",2001,1.49661442,"14"
"418","Montenegro",2002,1.49661442,"14"
"578","Montenegro",2003,1.49661442,"14"
"738","Montenegro",2004,1.49661442,"14"
"898","Montenegro",2005,1.49661442,"14"
"1058","Montenegro",2006,0.555533427095368,"14"
"1218","Montenegro",2007,0.23661442,"14"
"1378","Montenegro",2008,0.23661442,"14"
"1538","Montenegro",2009,0.359893764461794,"14"
"1698","Montenegro",2010,0.58786406983956,"14"
"1858","Montenegro",2011,0.70861442,"14"
"2018","Montenegro",2012,0.15831942,"14"
"2178","Montenegro",2013,0.271354643671232,"14"
"2338","Montenegro",2014,0.39402442,"14"
"2498","Montenegro",2015,0.52265334803577,"14"
"2658","Montenegro",2016,0.66158759975568,"14"
"2818","Montenegro",2017,0.78802442,"14"
"2978","Montenegro",2018,0.07802442,"14"
"3138","Montenegro",2019,0.15802442,"14"
"99","Montserrat",2000,1.214088,"14"
"259","Montserrat",2001,1.214088,"14"
"419","Montserrat",2002,1.214088,"14"
"579","Montserrat",2003,1.214088,"14"
"739","Montserrat",2004,1.214088,"14"
"899","Montserrat",2005,1.214088,"14"
"1059","Montserrat",2006,2.370088,"14"
"1219","Montserrat",2007,2.7444404036559,"14"
"1379","Montserrat",2008,2.998088,"14"
"1539","Montserrat",2009,0.124088,"14"
"1699","Montserrat",2010,0.124088,"14"
"1859","Montserrat",2011,0.184907568648827,"14"
"2019","Montserrat",2012,0.302640360899065,"14"
"2179","Montserrat",2013,0.480666,"14"
"2339","Montserrat",2014,3.834952,"14"
"2499","Montserrat",2015,2.87664,"14"
"2659","Montserrat",2016,1.91890899755512,"14"
"2819","Montserrat",2017,1.963424,"14"
"2979","Montserrat",2018,1.917424,"14"
"3139","Montserrat",2019,2.689424,"14"
"100","Morocco",2000,41.206724,"14"
"260","Morocco",2001,41.206724,"14"
"420","Morocco",2002,41.206724,"14"
"580","Morocco",2003,43.07664,"14"
"740","Morocco",2004,43.824086,"14"
"900","Morocco",2005,43.824086,"14"
"1060","Morocco",2006,44.73434,"14"
"1220","Morocco",2007,44.69034,"14"
"1380","Morocco",2008,44.56234,"14"
"1540","Morocco",2009,44.75174,"14"
"1700","Morocco",2010,45.20374,"14"
"1860","Morocco",2011,44.88774,"14"
"2020","Morocco",2012,49.342328859442,"14"
"2180","Morocco",2013,49.79725,"14"
"2340","Morocco",2014,49.53264,"14"
"2500","Morocco",2015,49.46803,"14"
"2660","Morocco",2016,49.3820334831216,"14"
"2820","Morocco",2017,49.666906,"14"
"2980","Morocco",2018,49.384906,"14"
"3140","Morocco",2019,49.446906,"14"
"101","Mozambique",2000,8.258922,"14"
"261","Mozambique",2001,8.258922,"14"
"421","Mozambique",2002,8.258922,"14"
"581","Mozambique",2003,8.258922,"14"
"741","Mozambique",2004,8.258922,"14"
"901","Mozambique",2005,8.258922,"14"
"1061","Mozambique",2006,8.224922,"14"
"1221","Mozambique",2007,8.336922,"14"
"1381","Mozambique",2008,8.364922,"14"
"1541","Mozambique",2009,8.600922,"14"
"1701","Mozambique",2010,8.282922,"14"
"1861","Mozambique",2011,8.608922,"14"
"2021","Mozambique",2012,12.5658564110677,"14"
"2181","Mozambique",2013,12.301248,"14"
"2341","Mozambique",2014,12.649471071621,"14"
"2501","Mozambique",2015,12.47738,"14"
"2661","Mozambique",2016,12.3213634868924,"14"
"2821","Mozambique",2017,12.417048,"14"
"2981","Mozambique",2018,12.469048,"14"
"3141","Mozambique",2019,12.789048,"14"
"102","Myanmar",2000,31.362014,"14"
"262","Myanmar",2001,31.362014,"14"
"422","Myanmar",2002,31.362014,"14"
"582","Myanmar",2003,31.362014,"14"
"742","Myanmar",2004,31.372432,"14"
"902","Myanmar",2005,31.372432,"14"
"1062","Myanmar",2006,31.416432,"14"
"1222","Myanmar",2007,31.436432,"14"
"1382","Myanmar",2008,31.540432,"14"
"1542","Myanmar",2009,31.546432,"14"
"1702","Myanmar",2010,31.802432,"14"
"1862","Myanmar",2011,31.392432,"14"
"2022","Myanmar",2012,31.2233702994623,"14"
"2182","Myanmar",2013,31.604084,"14"
"2342","Myanmar",2014,31.485402817528,"14"
"2502","Myanmar",2015,31.183424,"14"
"2662","Myanmar",2016,31.279504434226,"14"
"2822","Myanmar",2017,32.94071,"14"
"2982","Myanmar",2018,33.05071,"14"
"3142","Myanmar",2019,33.05871,"14"
"103","Namibia",2000,27.158326,"14"
"263","Namibia",2001,27.158326,"14"
"423","Namibia",2002,27.158502,"14"
"583","Namibia",2003,27.158502,"14"
"743","Namibia",2004,27.158502,"14"
"903","Namibia",2005,27.158502,"14"
"1063","Namibia",2006,27.508502,"14"
"1223","Namibia",2007,26.412502,"14"
"1383","Namibia",2008,29.073756,"14"
"1543","Namibia",2009,35.746504,"14"
"1703","Namibia",2010,40.198632,"14"
"1863","Namibia",2011,40.906632,"14"
"2023","Namibia",2012,39.2086847169182,"14"
"2183","Namibia",2013,39.502432,"14"
"2343","Namibia",2014,39.2037717131146,"14"
"2503","Namibia",2015,39.133706,"14"
"2663","Namibia",2016,38.8773271610563,"14"
"2823","Namibia",2017,38.86229,"14"
"2983","Namibia",2018,39.92429,"14"
"3143","Namibia",2019,39.70629,"14"
"104","Nauru",2000,3.208,"14"
"264","Nauru",2001,3.208,"14"
"424","Nauru",2002,3.208,"14"
"584","Nauru",2003,3.208,"14"
"744","Nauru",2004,3.208,"14"
"904","Nauru",2005,3.208,"14"
"1064","Nauru",2006,0.942,"14"
"1224","Nauru",2007,2.17,"14"
"1384","Nauru",2008,0.008,"14"
"1544","Nauru",2009,2,"14"
"1704","Nauru",2010,1.948,"14"
"1864","Nauru",2011,0.012,"14"
"2024","Nauru",2012,1.596,"14"
"2184","Nauru",2013,0.13,"14"
"2344","Nauru",2014,5.452,"14"
"2504","Nauru",2015,3.654,"14"
"2664","Nauru",2016,1.762,"14"
"2824","Nauru",2017,0.714,"14"
"2984","Nauru",2018,5.016,"14"
"3144","Nauru",2019,7.188,"14"
"105","Netherlands",2000,54.803094,"14"
"265","Netherlands",2001,54.803094,"14"
"425","Netherlands",2002,55.148654,"14"
"585","Netherlands",2003,55.148654,"14"
"745","Netherlands",2004,55.148654,"14"
"905","Netherlands",2005,55.533268,"14"
"1065","Netherlands",2006,56.365268,"14"
"1225","Netherlands",2007,55.007268,"14"
"1385","Netherlands",2008,55.51118,"14"
"1545","Netherlands",2009,56.017348,"14"
"1705","Netherlands",2010,56.370784,"14"
"1865","Netherlands",2011,56.254784,"14"
"2025","Netherlands",2012,56.382024478787,"14"
"2185","Netherlands",2013,56.2358,"14"
"2345","Netherlands",2014,56.3283446703919,"14"
"2505","Netherlands",2015,56.314664,"14"
"2665","Netherlands",2016,56.1250278445461,"14"
"2825","Netherlands",2017,56.219708,"14"
"2985","Netherlands",2018,56.905946,"14"
"3145","Netherlands",2019,56.573946,"14"
"106","New Caledonia",2000,1.40955,"14"
"266","New Caledonia",2001,1.40955,"14"
"426","New Caledonia",2002,1.40955,"14"
"586","New Caledonia",2003,1.40955,"14"
"746","New Caledonia",2004,1.40955,"14"
"906","New Caledonia",2005,1.40955,"14"
"1066","New Caledonia",2006,1.32355,"14"
"1226","New Caledonia",2007,1.29955,"14"
"1386","New Caledonia",2008,4.496006,"14"
"1546","New Caledonia",2009,5.641458,"14"
"1706","New Caledonia",2010,5.211458,"14"
"1866","New Caledonia",2011,5.567458,"14"
"2026","New Caledonia",2012,5.545458,"14"
"2186","New Caledonia",2013,5.313524,"14"
"2346","New Caledonia",2014,11.49771,"14"
"2506","New Caledonia",2015,11.32771,"14"
"2666","New Caledonia",2016,11.50771,"14"
"2826","New Caledonia",2017,11.47171,"14"
"2986","New Caledonia",2018,11.38571,"14"
"3146","New Caledonia",2019,11.42771,"14"
"107","New Zealand",2000,40.7797,"14"
"267","New Zealand",2001,40.799394,"14"
"427","New Zealand",2002,41.176036,"14"
"587","New Zealand",2003,41.178102,"14"
"747","New Zealand",2004,41.184144,"14"
"907","New Zealand",2005,41.184902,"14"
"1067","New Zealand",2006,41.041166,"14"
"1227","New Zealand",2007,41.36874,"14"
"1387","New Zealand",2008,41.45529,"14"
"1547","New Zealand",2009,41.24704,"14"
"1707","New Zealand",2010,41.29005,"14"
"1867","New Zealand",2011,41.749088,"14"
"2027","New Zealand",2012,41.9539885594015,"14"
"2187","New Zealand",2013,41.588534,"14"
"2347","New Zealand",2014,41.893240821533,"14"
"2507","New Zealand",2015,41.460888,"14"
"2667","New Zealand",2016,41.7733958234568,"14"
"2827","New Zealand",2017,41.64026,"14"
"2987","New Zealand",2018,41.711006,"14"
"3147","New Zealand",2019,41.239006,"14"
"108","Nicaragua",2000,46.136938,"14"
"268","Nicaragua",2001,46.136938,"14"
"428","Nicaragua",2002,46.136938,"14"
"588","Nicaragua",2003,46.136938,"14"
"748","Nicaragua",2004,46.136938,"14"
"908","Nicaragua",2005,46.136938,"14"
"1068","Nicaragua",2006,45.672938,"14"
"1228","Nicaragua",2007,45.780938,"14"
"1388","Nicaragua",2008,46.272938,"14"
"1548","Nicaragua",2009,45.768938,"14"
"1708","Nicaragua",2010,47.254938,"14"
"1868","Nicaragua",2011,44.440938,"14"
"2028","Nicaragua",2012,45.6434230145307,"14"
"2188","Nicaragua",2013,44.879232,"14"
"2348","Nicaragua",2014,46.712488165998,"14"
"2508","Nicaragua",2015,47.319178,"14"
"2668","Nicaragua",2016,46.439027129316,"14"
"2828","Nicaragua",2017,45.945886,"14"
"2988","Nicaragua",2018,46.283886,"14"
"3148","Nicaragua",2019,47.857886,"14"
"109","Nigeria",2000,0.596408,"14"
"269","Nigeria",2001,0.596408,"14"
"429","Nigeria",2002,0.596408,"14"
"589","Nigeria",2003,0.596408,"14"
"749","Nigeria",2004,0.596408,"14"
"909","Nigeria",2005,0.596408,"14"
"1069","Nigeria",2006,0.386408,"14"
"1229","Nigeria",2007,0.540408,"14"
"1389","Nigeria",2008,0.440408,"14"
"1549","Nigeria",2009,0.408408,"14"
"1709","Nigeria",2010,0.456408,"14"
"1869","Nigeria",2011,0.538408,"14"
"2029","Nigeria",2012,1.15841611399206,"14"
"2189","Nigeria",2013,0.888494,"14"
"2349","Nigeria",2014,0.533384793205484,"14"
"2509","Nigeria",2015,0.860734,"14"
"2669","Nigeria",2016,0.716638052830496,"14"
"2829","Nigeria",2017,0.591432,"14"
"2989","Nigeria",2018,1.023432,"14"
"3149","Nigeria",2019,0.785432,"14"
"110","Norway",2000,24.048702,"14"
"270","Norway",2001,24.048702,"14"
"430","Norway",2002,26.141314,"14"
"590","Norway",2003,27.573608,"14"
"750","Norway",2004,27.960532,"14"
"910","Norway",2005,27.9814,"14"
"1070","Norway",2006,27.916464,"14"
"1230","Norway",2007,28.980464,"14"
"1390","Norway",2008,29.33447,"14"
"1550","Norway",2009,28.30789,"14"
"1710","Norway",2010,28.113146,"14"
"1870","Norway",2011,28.139522,"14"
"2030","Norway",2012,28.7709417959132,"14"
"2190","Norway",2013,28.439012,"14"
"2350","Norway",2014,28.5501605028103,"14"
"2510","Norway",2015,28.012622,"14"
"2670","Norway",2016,28.4773198187861,"14"
"2830","Norway",2017,28.634572,"14"
"2990","Norway",2018,28.596576,"14"
"3150","Norway",2019,28.696576,"14"
"111","Oman",2000,44.01182,"14"
"271","Oman",2001,44.01182,"14"
"431","Oman",2002,44.01182,"14"
"591","Oman",2003,44.01182,"14"
"751","Oman",2004,44.01182,"14"
"911","Oman",2005,44.01182,"14"
"1071","Oman",2006,44.21982,"14"
"1231","Oman",2007,46.07582,"14"
"1391","Oman",2008,44.50782,"14"
"1551","Oman",2009,46.52782,"14"
"1711","Oman",2010,46.19982,"14"
"1871","Oman",2011,44.67582,"14"
"2031","Oman",2012,45.2321130860172,"14"
"2191","Oman",2013,45.9512,"14"
"2351","Oman",2014,44.3963927386933,"14"
"2511","Oman",2015,45.23387,"14"
"2671","Oman",2016,44.0316368202314,"14"
"2831","Oman",2017,44.730992,"14"
"2991","Oman",2018,44.228992,"14"
"3151","Oman",2019,45.450992,"14"
"112","Pakistan",2000,24.047312,"14"
"272","Pakistan",2001,24.047312,"14"
"432","Pakistan",2002,24.047312,"14"
"592","Pakistan",2003,24.047312,"14"
"752","Pakistan",2004,24.047312,"14"
"912","Pakistan",2005,24.047312,"14"
"1072","Pakistan",2006,23.873312,"14"
"1232","Pakistan",2007,29.023312,"14"
"1392","Pakistan",2008,25.839312,"14"
"1552","Pakistan",2009,27.371312,"14"
"1712","Pakistan",2010,27.715312,"14"
"1872","Pakistan",2011,26.513312,"14"
"2032","Pakistan",2012,26.2722599509328,"14"
"2192","Pakistan",2013,26.47896,"14"
"2352","Pakistan",2014,26.5308685074648,"14"
"2512","Pakistan",2015,27.593252,"14"
"2672","Pakistan",2016,25.4517060854991,"14"
"2832","Pakistan",2017,24.907962,"14"
"2992","Pakistan",2018,24.121962,"14"
"3152","Pakistan",2019,27.801962,"14"
"113","Palau",2000,33.605144,"14"
"273","Palau",2001,33.605144,"14"
"433","Palau",2002,33.605144,"14"
"593","Palau",2003,33.605144,"14"
"753","Palau",2004,33.605144,"14"
"913","Palau",2005,33.605144,"14"
"1073","Palau",2006,37.481942,"14"
"1233","Palau",2007,37.611942,"14"
"1393","Palau",2008,39.7303,"14"
"1553","Palau",2009,38.9723,"14"
"1713","Palau",2010,39.8243,"14"
"1873","Palau",2011,39.4383,"14"
"2033","Palau",2012,39.1092304443771,"14"
"2193","Palau",2013,39.544436,"14"
"2353","Palau",2014,38.750264,"14"
"2513","Palau",2015,38.556092,"14"
"2673","Palau",2016,38.7623592556286,"14"
"2833","Palau",2017,38.93124,"14"
"2993","Palau",2018,38.87324,"14"
"3153","Palau",2019,38.50924,"14"
"114","Panama",2000,7.769136,"14"
"274","Panama",2001,7.769136,"14"
"434","Panama",2002,7.769136,"14"
"594","Panama",2003,7.769136,"14"
"754","Panama",2004,7.769136,"14"
"914","Panama",2005,7.769136,"14"
"1074","Panama",2006,7.401136,"14"
"1234","Panama",2007,6.977136,"14"
"1394","Panama",2008,7.965136,"14"
"1554","Panama",2009,7.215136,"14"
"1714","Panama",2010,8.465136,"14"
"1874","Panama",2011,7.529136,"14"
"2034","Panama",2012,7.53565002847468,"14"
"2194","Panama",2013,7.308546,"14"
"2354","Panama",2014,7.993971,"14"
"2514","Panama",2015,7.909396,"14"
"2674","Panama",2016,7.52675895962859,"14"
"2834","Panama",2017,7.284248,"14"
"2994","Panama",2018,7.086248,"14"
"3154","Panama",2019,7.268248,"14"
"115","Papua New Guinea",2000,1.435332,"14"
"275","Papua New Guinea",2001,1.435332,"14"
"435","Papua New Guinea",2002,1.50482,"14"
"595","Papua New Guinea",2003,1.50482,"14"
"755","Papua New Guinea",2004,1.50482,"14"
"915","Papua New Guinea",2005,1.50482,"14"
"1075","Papua New Guinea",2006,0.73882,"14"
"1235","Papua New Guinea",2007,1.67682,"14"
"1395","Papua New Guinea",2008,0.73282,"14"
"1555","Papua New Guinea",2009,0.62082,"14"
"1715","Papua New Guinea",2010,1.23082,"14"
"1875","Papua New Guinea",2011,1.21682,"14"
"2035","Papua New Guinea",2012,1.01882,"14"
"2195","Papua New Guinea",2013,1.29882,"14"
"2355","Papua New Guinea",2014,2.14282,"14"
"2515","Papua New Guinea",2015,0.67482,"14"
"2675","Papua New Guinea",2016,2.37282,"14"
"2835","Papua New Guinea",2017,1.84082,"14"
"2995","Papua New Guinea",2018,2.74282,"14"
"3155","Papua New Guinea",2019,1.78882,"14"
"116","Peru",2000,37.744968,"14"
"276","Peru",2001,37.744968,"14"
"436","Peru",2002,37.744968,"14"
"596","Peru",2003,37.744968,"14"
"756","Peru",2004,37.744968,"14"
"916","Peru",2005,37.744968,"14"
"1076","Peru",2006,39.254968,"14"
"1236","Peru",2007,38.244968,"14"
"1396","Peru",2008,39.893102,"14"
"1556","Peru",2009,46.41267,"14"
"1716","Peru",2010,45.35267,"14"
"1876","Peru",2011,45.10667,"14"
"2036","Peru",2012,45.9901432334726,"14"
"2196","Peru",2013,44.984096,"14"
"2356","Peru",2014,46.1503062582568,"14"
"2516","Peru",2015,46.017356,"14"
"2676","Peru",2016,45.6040167192077,"14"
"2836","Peru",2017,45.37002,"14"
"2996","Peru",2018,44.84602,"14"
"3156","Peru",2019,45.52402,"14"
"117","Philippines",2000,46.063802,"14"
"277","Philippines",2001,47.07268,"14"
"437","Philippines",2002,47.083616,"14"
"597","Philippines",2003,47.582816,"14"
"757","Philippines",2004,47.698562,"14"
"917","Philippines",2005,47.700472,"14"
"1077","Philippines",2006,47.726472,"14"
"1237","Philippines",2007,47.824472,"14"
"1397","Philippines",2008,48.002472,"14"
"1557","Philippines",2009,47.716472,"14"
"1717","Philippines",2010,47.924472,"14"
"1877","Philippines",2011,47.748472,"14"
"2037","Philippines",2012,47.8531654675282,"14"
"2197","Philippines",2013,47.90635,"14"
"2357","Philippines",2014,47.920024,"14"
"2517","Philippines",2015,47.826066,"14"
"2677","Philippines",2016,47.8302617985311,"14"
"2837","Philippines",2017,48.112782,"14"
"2997","Philippines",2018,47.946782,"14"
"3157","Philippines",2019,48.040782,"14"
"118","Poland",2000,41.712998,"14"
"278","Poland",2001,41.722526,"14"
"438","Poland",2002,41.722526,"14"
"598","Poland",2003,41.724176,"14"
"758","Poland",2004,52.836162,"14"
"918","Poland",2005,52.83627,"14"
"1078","Poland",2006,53.077212,"14"
"1238","Poland",2007,54.212086,"14"
"1398","Poland",2008,53.944086,"14"
"1558","Poland",2009,54.894866,"14"
"1718","Poland",2010,53.950866,"14"
"1878","Poland",2011,53.934866,"14"
"2038","Poland",2012,54.0068922416691,"14"
"2198","Poland",2013,53.94694,"14"
"2358","Poland",2014,53.911137,"14"
"2518","Poland",2015,53.943334,"14"
"2678","Poland",2016,54.061413199755,"14"
"2838","Poland",2017,53.951468,"14"
"2998","Poland",2018,54.46691,"14"
"3158","Poland",2019,54.34091,"14"
"119","Portugal",2000,44.563568,"14"
"279","Portugal",2001,44.563568,"14"
"439","Portugal",2002,44.563568,"14"
"599","Portugal",2003,44.563568,"14"
"759","Portugal",2004,44.860918,"14"
"919","Portugal",2005,45.461742,"14"
"1079","Portugal",2006,45.591846,"14"
"1239","Portugal",2007,45.613872,"14"
"1399","Portugal",2008,47.645058,"14"
"1559","Portugal",2009,47.671058,"14"
"1719","Portugal",2010,47.495058,"14"
"1879","Portugal",2011,48.788938,"14"
"2039","Portugal",2012,48.9445076474488,"14"
"2199","Portugal",2013,49.077868,"14"
"2359","Portugal",2014,48.888343,"14"
"2519","Portugal",2015,49.118434,"14"
"2679","Portugal",2016,49.3055893742575,"14"
"2839","Portugal",2017,49.636044,"14"
"2999","Portugal",2018,49.493292,"14"
"3159","Portugal",2019,51.131292,"14"
"120","Puerto Rico",2000,8.890288,"14"
"280","Puerto Rico",2001,8.890288,"14"
"440","Puerto Rico",2002,8.890288,"14"
"600","Puerto Rico",2003,8.890288,"14"
"760","Puerto Rico",2004,9.91475,"14"
"920","Puerto Rico",2005,9.91475,"14"
"1080","Puerto Rico",2006,8.48075,"14"
"1240","Puerto Rico",2007,8.00875,"14"
"1400","Puerto Rico",2008,8.54875,"14"
"1560","Puerto Rico",2009,7.87675,"14"
"1720","Puerto Rico",2010,7.84875,"14"
"1880","Puerto Rico",2011,7.85275,"14"
"2040","Puerto Rico",2012,8.40675,"14"
"2200","Puerto Rico",2013,9.08875,"14"
"2360","Puerto Rico",2014,8.54875,"14"
"2520","Puerto Rico",2015,7.75675,"14"
"2680","Puerto Rico",2016,8.47275,"14"
"2840","Puerto Rico",2017,8.02675,"14"
"3000","Puerto Rico",2018,7.79275,"14"
"3160","Puerto Rico",2019,8.57275,"14"
"121","Qatar",2000,8.156942,"14"
"281","Qatar",2001,8.156942,"14"
"441","Qatar",2002,8.156942,"14"
"601","Qatar",2003,8.156942,"14"
"761","Qatar",2004,8.156942,"14"
"921","Qatar",2005,8.156942,"14"
"1081","Qatar",2006,8.244942,"14"
"1241","Qatar",2007,8.624942,"14"
"1401","Qatar",2008,8.088942,"14"
"1561","Qatar",2009,9.092942,"14"
"1721","Qatar",2010,8.174942,"14"
"1881","Qatar",2011,8.874942,"14"
"2041","Qatar",2012,11.002942,"14"
"2201","Qatar",2013,9.512942,"14"
"2361","Qatar",2014,9.824942,"14"
"2521","Qatar",2015,9.206942,"14"
"2681","Qatar",2016,9.048942,"14"
"2841","Qatar",2017,9.124942,"14"
"3001","Qatar",2018,8.732942,"14"
"3161","Qatar",2019,10.102942,"14"
"122","Republic of Korea",2000,32.665042,"14"
"282","Republic of Korea",2001,32.665042,"14"
"442","Republic of Korea",2002,32.953518,"14"
"602","Republic of Korea",2003,32.96066,"14"
"762","Republic of Korea",2004,32.96066,"14"
"922","Republic of Korea",2005,32.961526,"14"
"1082","Republic of Korea",2006,33.912556,"14"
"1242","Republic of Korea",2007,33.808732,"14"
"1402","Republic of Korea",2008,35.612732,"14"
"1562","Republic of Korea",2009,35.058738,"14"
"1722","Republic of Korea",2010,34.768738,"14"
"1882","Republic of Korea",2011,35.153118,"14"
"2042","Republic of Korea",2012,36.185118,"14"
"2202","Republic of Korea",2013,36.057118,"14"
"2362","Republic of Korea",2014,36.483118,"14"
"2522","Republic of Korea",2015,36.061432,"14"
"2682","Republic of Korea",2016,35.743432,"14"
"2842","Republic of Korea",2017,36.003228,"14"
"3002","Republic of Korea",2018,36.849972,"14"
"3162","Republic of Korea",2019,36.641972,"14"
"123","Réunion",2000,0.528412,"14"
"283","Réunion",2001,0.528412,"14"
"443","Réunion",2002,0.528412,"14"
"603","Réunion",2003,0.528412,"14"
"763","Réunion",2004,0.528412,"14"
"923","Réunion",2005,0.528412,"14"
"1083","Réunion",2006,0.96428,"14"
"1243","Réunion",2007,15.959122,"14"
"1403","Réunion",2008,16.083122,"14"
"1563","Réunion",2009,15.957122,"14"
"1723","Réunion",2010,16.019592,"14"
"1883","Réunion",2011,16.175592,"14"
"2043","Réunion",2012,16.085592,"14"
"2203","Réunion",2013,16.753592,"14"
"2363","Réunion",2014,16.081592,"14"
"2523","Réunion",2015,16.093622,"14"
"2683","Réunion",2016,16.111622,"14"
"2843","Réunion",2017,16.121622,"14"
"3003","Réunion",2018,15.977622,"14"
"3163","Réunion",2019,16.023622,"14"
"124","Romania",2000,48.895502,"14"
"284","Romania",2001,48.895502,"14"
"444","Romania",2002,48.895502,"14"
"604","Romania",2003,48.895502,"14"
"764","Romania",2004,48.895502,"14"
"924","Romania",2005,48.89551,"14"
"1084","Romania",2006,48.19751,"14"
"1244","Romania",2007,56.406336,"14"
"1404","Romania",2008,55.684336,"14"
"1564","Romania",2009,55.894336,"14"
"1724","Romania",2010,55.162336,"14"
"1884","Romania",2011,57.912336,"14"
"2044","Romania",2012,56.3923839456935,"14"
"2204","Romania",2013,57.716514,"14"
"2364","Romania",2014,56.711179799203,"14"
"2524","Romania",2015,58.033862,"14"
"2684","Romania",2016,54.8785486796347,"14"
"2844","Romania",2017,55.435244,"14"
"3004","Romania",2018,60.381244,"14"
"3164","Romania",2019,57.365244,"14"
"125","Russian Federation",2000,33.30391,"14"
"285","Russian Federation",2001,33.30391,"14"
"445","Russian Federation",2002,33.30391,"14"
"605","Russian Federation",2003,33.30391,"14"
"765","Russian Federation",2004,33.303912,"14"
"925","Russian Federation",2005,33.303912,"14"
"1085","Russian Federation",2006,33.317912,"14"
"1245","Russian Federation",2007,33.373912,"14"
"1405","Russian Federation",2008,33.193912,"14"
"1565","Russian Federation",2009,33.517564,"14"
"1725","Russian Federation",2010,33.331564,"14"
"1885","Russian Federation",2011,33.373564,"14"
"2045","Russian Federation",2012,33.389564,"14"
"2205","Russian Federation",2013,33.445564,"14"
"2365","Russian Federation",2014,33.289564,"14"
"2525","Russian Federation",2015,33.217564,"14"
"2685","Russian Federation",2016,33.267564,"14"
"2845","Russian Federation",2017,33.515564,"14"
"3005","Russian Federation",2018,33.397564,"14"
"3165","Russian Federation",2019,33.385564,"14"
"126","Saint Kitts and Nevis",2000,16.266484,"14"
"286","Saint Kitts and Nevis",2001,16.266484,"14"
"446","Saint Kitts and Nevis",2002,16.266484,"14"
"606","Saint Kitts and Nevis",2003,16.266484,"14"
"766","Saint Kitts and Nevis",2004,16.266484,"14"
"926","Saint Kitts and Nevis",2005,16.266484,"14"
"1086","Saint Kitts and Nevis",2006,19.402484,"14"
"1246","Saint Kitts and Nevis",2007,18.7445036571103,"14"
"1406","Saint Kitts and Nevis",2008,17.714484,"14"
"1566","Saint Kitts and Nevis",2009,16.122484,"14"
"1726","Saint Kitts and Nevis",2010,16.122484,"14"
"1886","Saint Kitts and Nevis",2011,16.122484,"14"
"2046","Saint Kitts and Nevis",2012,16.6880316781059,"14"
"2206","Saint Kitts and Nevis",2013,17.38263,"14"
"2366","Saint Kitts and Nevis",2014,20.196942,"14"
"2526","Saint Kitts and Nevis",2015,18.322168,"14"
"2686","Saint Kitts and Nevis",2016,26.5964896038841,"14"
"2846","Saint Kitts and Nevis",2017,27.80946,"14"
"3006","Saint Kitts and Nevis",2018,26.44746,"14"
"3166","Saint Kitts and Nevis",2019,27.61746,"14"
"127","Saint Lucia",2000,4.27125,"14"
"287","Saint Lucia",2001,4.27125,"14"
"447","Saint Lucia",2002,4.27125,"14"
"607","Saint Lucia",2003,4.27125,"14"
"767","Saint Lucia",2004,5.250836,"14"
"927","Saint Lucia",2005,5.250836,"14"
"1087","Saint Lucia",2006,3.734836,"14"
"1247","Saint Lucia",2007,6.173344,"14"
"1407","Saint Lucia",2008,6.171344,"14"
"1567","Saint Lucia",2009,8.627344,"14"
"1727","Saint Lucia",2010,6.699344,"14"
"1887","Saint Lucia",2011,7.261344,"14"
"2047","Saint Lucia",2012,7.573344,"14"
"2207","Saint Lucia",2013,8.489344,"14"
"2367","Saint Lucia",2014,7.683344,"14"
"2527","Saint Lucia",2015,6.817344,"14"
"2687","Saint Lucia",2016,6.891344,"14"
"2847","Saint Lucia",2017,8.445344,"14"
"3007","Saint Lucia",2018,6.901344,"14"
"3167","Saint Lucia",2019,7.313344,"14"
"128","Saint Vincent and the Grenadines",2000,26.551506,"14"
"288","Saint Vincent and the Grenadines",2001,26.551506,"14"
"448","Saint Vincent and the Grenadines",2002,26.551506,"14"
"608","Saint Vincent and the Grenadines",2003,26.551506,"14"
